sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:possible_english_name,matchScore,mappingStatus,conceptId,comment
7266C,TENDINITIS SEU BURSITIS REGIONIS LIG GENUS COLL LAT,7,,Enthesopathy of knee,0.42194437980651855,UNCHECKED,4002147,
8251A,"FRACTURA CALCANEI, COMPLICATA",16,,"Fracture of calcaneus, open",0.4541577100753784,UNCHECKED,4138414,
3012A,ERISTÄYTYVÄ PERSOONALLISUUS,74,,Schizoid personality disorder,0.16665026545524597,UNCHECKED,4075825,
5740B,"CHOLECYSTOLITHIASIS CUM CHOLECYSTITIDE AC,CUM OBSTR",109,,Calculus of gallbladder with acute cholecystitis,0.5566015839576721,UNCHECKED,196456,
3138B,IDENTITEETTIHÄIRIÖ,74,,Other or mixed emotional disturbances of childhood or adolescence,0.16946956515312195,UNCHECKED,4085336,
7393A,"TUKI- JA LIIKUNTAELINTEN TOIM HÄIR,LANNESELKÄ",7,,"Nonallopathic lesions, lumbar region",0.15005862712860107,UNCHECKED,381789,
8732A,VULNUS NASI NON COMPLICATUM,16,,"Open wound of nose, without mention of complication",0.37648865580558777,UNCHECKED,46271353,
7442A,MACROTIA,7,,Other specified congenital anomalies of ear,1.0,APPROVED,442641,
2102A,NEOPLASMA BENIGNUM GLANDULAE SALIVALIS,108,,Benign neoplasm of major salivary glands,0.5680521130561829,UNCHECKED,4113120,
3801A,OTITIS EXTERNA ACUTA DIFFUSA,74,,Infective otitis externa,0.71906578540802,UNCHECKED,4143024,
3640A,IRIDOCYCLITIS ACUTA,108,,Acute and subacute iridocyclitis,0.8540080189704895,APPROVED,4176864,
9232A,"CONTUSIO CARPI ET MANUS, DIGITO EXCEPTO",16,,"Contusion of wrist and hand(s), except finger(s) alone",0.35706377029418945,UNCHECKED,4086854,
7541A,MALEFORMATIONES MUSCULI STERNOCLEIDOMASTOIDEI,7,,Congenital musculoskeletal deformities of sternocleidomastoid muscle,0.6596449613571167,UNCHECKED,75356,
4373A,ANEURYSMA ARTERIAE CEREBRALIS NONRUPTURANS,74,,"Cerebral aneurysm, nonruptured",0.6406875848770142,UNCHECKED,4120104,
9233A,CONTUSIO DIGITI MANUS,16,,Contusion of finger,0.5373517870903015,UNCHECKED,4086854,
4130A,"ANGINA PECTORIS (\"\"EFFORT ANGINA\"\"),EI AHTAUMAA",108,,Angina decubitus,0.27149876952171326,UNCHECKED,321318,
7573X,ALIAE ANOMALIAE CONGENITAE CUTIS,7,,Other specified congenital anomalies of skin,0.517635703086853,UNCHECKED,4079975,
9250A,"KASVOJEN, PÄÄNAHAN JA KAULAN MURSKAVAMMA",16,,"Crushing injury of face, scalp, and neck",0.12924891710281372,UNCHECKED,36715219,
6425B,"PRAE-ECLAMPSIA GRAVIS, SYNNYTYKSEN AIKANA",108,,Severe pre-eclampsia,0.4419773817062378,UNCHECKED,439393,
6566B,"SIK YLIPAIN RASK KESTOON NÄHDEN, SYNNYTYKSEN AIKANA",74,,Excessive fetal growth affecting management of mother,0.153153657913208,UNCHECKED,4221110,
7578X,MUUT IHON EPÄMUODOSTUMAT,7,,Other specified anomalies of the integument,0.16049401462078094,UNCHECKED,4168458,
9881A,MYRKYTYS:SIENET,16,,Toxic effect of mushrooms eaten as food,0.20604440569877625,UNCHECKED,4092735,
9915A,KYLMÄKYHMYT,16,,Chilblains,0.14855295419692993,UNCHECKED,81101,
6570A,"POLYHYDRAMNION, RASKAUDEN AIKANA",74,,Polyhydramnios,0.6279521584510803,UNCHECKED,437623,
7615B,"TRIGEMINI , SEQUELA FOETUS",7,,Multiple pregnancy affecting fetus or newborn,0.445463627576828,UNCHECKED,443403,
9975A,VIRTSAELINKOMPLIKAATIO,16,,"Urinary complications, not elsewhere classified",0.24773009121418,UNCHECKED,4241445,
7859X,SYMPTOMA ORG CARDIOVASCULARIS SEU LYMPHATICI ALIA,108,,Other symptoms involving cardiovascular system,0.5488285422325134,UNCHECKED,4147185,
1570A,"HAIMASYÖPÄ,CAPUT",15,,Malignant neoplasm of head of pancreas,0.16019608080387115,UNCHECKED,4298840,
7910X,PROTEINURIA NUD,108,,Proteinuria,0.7642514705657959,APPROVED,75650,
7649X,SIKIÖN ALIPAINOISUUS RASKAUDEN KESTOON NÄHDEN NUD,7,,"Fetal growth retardation, unspecified",0.1837775558233261,UNCHECKED,4302643,
8832B,"VULNUS DIGITI MANUS CUM LAESIONE TENDINIS,COMPLICAT",74,,"Open wound of finger(s), with tendon involvement",0.2651877999305725,UNCHECKED,4142195,
8831A,VULNUS DIGITI MANUS COMPLICATUM,108,,"Open wound of finger(s), complicated",0.336012601852417,UNCHECKED,4009253,
1869X,"NEOPL MAL TESTIS (SCROTALIS),EI HIST VAHV",15,,Malignant neoplasm of other and unspecified testis,0.2685796022415161,UNCHECKED,4207230,
1048A,MORBUS LYME,73,,Other specified spirochetal infections,0.7209607362747192,UNCHECKED,321588,
7743A,ICTERUS NEONATALIS E DISTURBATIONE CONJUGATIS,7,,Neonatal jaundice due to delayed conjugation from other causes,0.4426855742931366,UNCHECKED,435656,
1380A,SEQUELAE POLIOMYELITIDIS,73,,Late effects of acute poliomyelitis,0.9029704332351685,APPROVED,377802,
2160A,"HUULEN IHON BENIGNI KASVAIN,NAEVUS PIGMENTOSUS",15,,Benign neoplasm of skin of lip,0.43060189485549927,UNCHECKED,4296637,
7799X,PERINATAALIVAIHEEN HÄIRIÖ NUD,7,,Unspecified condition originating in the perinatal period,0.13932760059833527,UNCHECKED,4162557,
2137A,NEOPLASMA BENIGNUM OSSIUM LONGORUM EXTREMITATIS INF,107,,Benign neoplasm of long bones of lower limb,0.43233516812324524,UNCHECKED,4180312,
3002B,LAAJA-ALAINEN PANIIKKIHÄIRIÖ,73,,Phobic disorders,0.1997126042842865,UNCHECKED,4260688,
7816A,MENINGISMUS,7,,Meningismus,1.0,APPROVED,441130,
2163X,"KASVOJEN IHON BEN KASVAIN,TARK MÄÄRITT HYVÄNLAAT KA",15,,Benign neoplasm of skin of other and unspecified parts of face,0.13312938809394836,UNCHECKED,4314802,
7833A,SYÖTTÖVAIKEUDET,7,,Feeding difficulties and mismanagement,0.1764892041683197,UNCHECKED,37110120,
3780A,STRABISMUS CONCOMITANS CONVERGENS,107,,Esotropia,0.7991409301757812,APPROVED,377877,
4059A,HYPERTONIA RENOVASCULARIS,73,,Unspecified secondary hypertension,0.6625264883041382,UNCHECKED,317895,
7855B,SEPTINEN SHOKKI,7,,Shock without mention of trauma,0.3425062298774719,UNCHECKED,196236,
2167G,"ALARAAJAN IHON BEN KASV,MUU MÄÄR HYVÄNLAAT KASV",15,,"Benign neoplasm of skin of lower limb, including hip",0.09267225861549377,UNCHECKED,4000060,
5307A,SYNDROMA MALLORY-WEISS,73,,Gastroesophageal laceration-hemorrhage syndrome,0.9237939715385437,APPROVED,316457,
7869A,APNOEA NUD,7,,Other symptoms involving respiratory system and chest,0.7829921245574951,APPROVED,321689,
7884C,POLYURIA,7,,Frequency of urination and polyuria,1.0,APPROVED,79936,
4029B,CUM DECOMPENSATIONE CORDIS (WHO  III),106,,Unspecified hypertensive heart disease,0.43443965911865234,UNCHECKED,4314553,
2211A,NEOPLASMA BENIGNUM VAGINAE,15,,Benign neoplasm of vagina,0.6377133727073669,UNCHECKED,201244,
5756A,CHOLESTEROSIS VESICAE FELLAE,73,,Cholesterolosis of gallbladder,0.3904896676540375,UNCHECKED,4111940,
4059X,HYPERTONIA SECUNDARIA NUD,106,,Unspecified secondary hypertension,0.561011016368866,UNCHECKED,4208994,
7250A,POLYMYALGIA RHEUMATICA,73,,Polymyalgia rheumatica,1.0,APPROVED,255348,
4229X,MYOCARDITIS ACUTA NUD,106,,Other and unspecified acute myocarditis,0.6546361446380615,UNCHECKED,312653,
8031A,FRA CRANII ALIA NON COMPLICATA+LAESIONE INTRACRANIA,7,,Other closed skull fracture with cerebral laceration and contusion,0.32969531416893005,UNCHECKED,376973,
7834C,HÄIRIINTYNYT PITUUSKASVU,73,,Lack of expected normal physiological development in childhood,0.15474079549312592,UNCHECKED,4032917,
2352A,"NEOPLASMA DEF AL VENTRICULI, INTESTINI ET RECTI",15,,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",0.36428436636924744,UNCHECKED,4131598,
6545A,"INSUFFICIENTIA CERVICIS UTERI, RASKAUDEN AIKANA",106,,"Cervical incompetence complicating pregnancy, childbirth, or the puerperium",0.4574640989303589,UNCHECKED,436740,
8050B,"KAULARANGAN \"\"BURST\"\"-MURTUMA,EI SELKÄYDINVAURIOTA",7,,Closed fracture of cervical vertebra without mention of spinal cord injury,0.10121157765388489,UNCHECKED,4183485,
8232D,"FRACT DIAPHYSEOS TIBIAE/FIBULAE COMMINUTA,NON COMPL",73,,"Fracture of shaft of tibia and fibula, closed",0.2985019087791443,UNCHECKED,4213109,
2892A,LYMPHADENITIS MESENTERICA NON DEFINITA,15,,Nonspecific mesenteric lymphadenitis,0.6483297348022461,UNCHECKED,435234,
6918C,DIATHESIS (CONSTITUTIO) ATOPICA,106,,Other atopic dermatitis and related conditions,0.44586604833602905,UNCHECKED,4019380,
8501B,"COMMOTIO CEREBRI COMPLICATA,EI TAJUTTOMUUTTA",73,,Concussion with brief loss of consciousness,0.43174028396606445,UNCHECKED,4001336,
8341A,"LUXATIO METACARPOPHALANGEALIS, COMPLICATA",7,,Open dislocation of finger,0.5975716710090637,UNCHECKED,4015078,
2951F,"HEBEFREENISTYYPPINEN SKITSOFRENIA, REMISSIOVAIHE",15,,Disorganized type schizophrenia,0.23730789124965668,UNCHECKED,436947,
2773B,AMYLOIDOSIS SECUNDARIA,72,,Amyloidosis,0.7363173961639404,UNCHECKED,432595,
8240A,"FRACTURA MALLEOLI MEDIALIS, NON COMPLICATA",106,,"Fracture of medial malleolus, closed",0.5130581259727478,UNCHECKED,4105127,
8380B,"LUXATIO TARSOMETATARSI, NON COMPLICATA",7,,Closed dislocation of foot,0.45494285225868225,UNCHECKED,4015206,
2963B,"PSYCHOSIS BIPOLARIS DEPRESSIVA,LIEVÄASTEINEN",15,,"Major depressive disorder, recurrent episode",0.35696402192115784,UNCHECKED,435520,
6752A,MASTITIS NON PURULENTA PUERP AIKANA,72,,Nonpurulent mastitis associated with childbirth,0.42365762591362,UNCHECKED,133547,
3007A,HYPOKONDRINEN OIREYHTYMÄ,15,,Hypochondriasis,0.26649904251098633,UNCHECKED,4195475,
2953B,"PARANOIDISTYYPPINEN SKITSOFRENIA,SUBKROONINEN",105,,Paranoid type schizophrenia,0.20312410593032837,UNCHECKED,4102670,
6930B,EXANTHEMA EX USU PHARMACIS,72,,Dermatitis due to drugs and medicines taken internally,0.46735891699790955,UNCHECKED,140214,
8524B,"HAEMORRHAGIA EPIDURALIS TRAUMATICA,EI TAJUTTOMUUTTA",7,,Extradural hemorrhage following injury without mention of open intracranial wound,0.4722367525100708,UNCHECKED,436430,
3670A,HYPEROPIA,15,,Hypermetropia,1.0,APPROVED,376415,
7543B,SUBLUXATIO COXAE CONGENITA,72,,Congenital dislocation of hip,0.6557458639144897,UNCHECKED,378245,
3829X,OTITIS MEDIA SUPPURATIVA NUD,105,,Unspecified otitis media,0.7251313924789429,UNCHECKED,376712,
3684A,HOMONYYMIT NÄKÖKENTTÄPUUTOKSET,15,,Visual field defects,0.10689418017864227,UNCHECKED,4084964,
7872A,DYSPHAGIA,72,,Dysphagia,1.0,APPROVED,31317,
8661A,LAESIO TRAUMATICA RENIS COMPLICATA,7,,Injury to kidney with open wound into cavity,0.49644935131073,UNCHECKED,4177092,
3772A,ALII MORBI PAPILLAE OPTICI,15,,Other disorders of optic disc,0.459400475025177,UNCHECKED,435269,
3784A,ESOPHORIA,15,,Heterophoria,1.0,APPROVED,373212,
4331X,OCCL/STENOSIS ARTERIAE CAROTIS SINE INFARCTU CEREBR,105,,Occlusion and stenosis of carotid artery,0.5009708404541016,UNCHECKED,43531607,
8052A,"RINTARANGAN KOMPRESSIOMURTUMA,EI SELKÄYDINVAURIOTA",72,,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,0.16428673267364502,UNCHECKED,40481450,
8794A,VULNERA ABDOMINALIS LATERALIS NON COMPLICATA,7,,"Open wound of abdominal wall, lateral, without mention of complication",0.4596417546272278,UNCHECKED,200873,
3793B,DISLOCATIO LENTIS,15,,Aphakia and other disorders of lens,0.6192434430122375,UNCHECKED,4134171,
6481B,HYPOTHYREOSIS IN GRAVIDITATE,105,,"Thyroid dysfunction complicating pregnancy, childbirth, or the puerperium",0.49057888984680176,UNCHECKED,140673,
8931A,VULNUS DIGITI PEDIS COMPLICATUM,7,,"Open wound of toe(s), complicated",0.33817943930625916,UNCHECKED,4009253,
3941A,INSUFFFICIENTIA MITRALIS RHEUMATICA,15,,Rheumatic mitral insufficiency,0.7165547609329224,UNCHECKED,318776,
8084A,"FRACTURA PELVIS ALIA DEFINITA, NON COMPLICATA",72,,Closed fracture of other specified part of pelvis,0.47411978244781494,UNCHECKED,4300192,
6641B,LACERATIO PERINEALIS GRADUS II IN PARTU,105,,Second-degree perineal laceration during delivery,0.3511100709438324,UNCHECKED,42536843,
4267B,SYNDROMA LOWN-GANONG-LEVINE,15,,Anomalous atrioventricular excitation,0.943697452545166,APPROVED,437892,
9410A,"COMBUSTIO FACIEI, CAPITIS ET COLLI NUD,<9%",7,,"Burn of face, head, and neck, unspecified degree",0.256543904542923,UNCHECKED,4303066,
8821A,"VULNUS MANUS, DIGITO EXCEPTO COMPLICATUM",72,,"Open wound of hand except finger(s) alone, complicated",0.32672572135925293,UNCHECKED,443861,
4590A,HAEMORRHAGIA NUD,15,,"Hemorrhage, unspecified",0.7031679153442383,UNCHECKED,437312,
6600B,TARJONTAHÄIRIÖN AIHEUTTAMA SYNNYTYKSEN PYSÄHTYMINEN,104,,Obstruction caused by malposition of fetus at onset of labor,0.16090421378612518,UNCHECKED,40488448,
9421B,"COMBUSTIO TRUNCI GRADUS I, 10-29%",7,,Erythema due to burn [first degree] of trunk,0.3247316777706146,UNCHECKED,4054747,
4599X,MORBI SYSTEMATIS CIRCULATIONIS NUD,15,,Unspecified circulatory system disorder,0.4858231246471405,UNCHECKED,134057,
8860A,AMPUTATIO TRAUMATICA DIGITI ALTERIUS NON COMPLICATA,72,,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication",0.5231694579124451,UNCHECKED,4054066,
5206A,ERUPTIONES DENTIUM ABNORMES,15,,Disturbances in tooth eruption,0.5295884013175964,UNCHECKED,140214,
2391A,NEOPLASMA NON DEF ORGANORUM RESPIRATIONIS,103,,Neoplasm of unspecified nature of respiratory system,0.44214311242103577,UNCHECKED,252280,
9451A,"COMBUSTIO EXTREMITATIS INFERIORIS GRADUS I, <9%",7,,Erythema due to burn [first degree] of lower limb(s),0.2535606026649475,UNCHECKED,42536624,
4719X,POLYPUS NASALIS NUD,71,,Unspecified nasal polyp,0.5049504637718201,UNCHECKED,4138403,
5268X,"LEUKASAIRAUS, MUU",15,,Other specified diseases of the jaws,0.3285827934741974,UNCHECKED,317510,
6110A,MASTITIS,71,,Inflammatory disease of breast,1.0,APPROVED,79072,
9553A,LAESIO TRAUMATICA NERVI RADIALIS,7,,Injury to radial nerve,0.38538476824760437,UNCHECKED,141004,
3755A,STENOSIS ET INSUFFICIENTIA CANALIS LACRIMALIS,103,,Stenosis and insufficiency of lacrimal passages,0.6481390595436096,UNCHECKED,4150301,
6163A,ABSCESSUS GLANDULAE BARTHOLINI,71,,Abscess of Bartholin's gland,0.6825776100158691,UNCHECKED,258482,
5312B,"ULCUS VENTRICULI LOCO ATYPICO,VUOTAVA",15,,Acute gastric ulcer with hemorrhage and perforation,0.22412434220314026,UNCHECKED,4159644,
9659X,MYRKYTYS:MUUT MÄÄRITTELEMÄTTÖMÄT ANALGEETIT,7,,Poisoning by unspecified analgesic and antipyretic,0.17688849568367004,UNCHECKED,4242687,
5716A,CIRRHOSIS BILIARIS PRIMARIA,103,,Biliary cirrhosis,0.8299129605293274,APPROVED,4135822,
5322C,"ULCUS BULBI,PERFOROITUNUT",15,,Acute duodenal ulcer with hemorrhage and perforation,0.3152919113636017,UNCHECKED,4173943,
7118L,"ARTHRITIS POSTINFECTIOSA ALIA,  USEAT NIVELET",71,,Arthropathy associated with other infectious and parasitic diseases,0.4123111665248871,UNCHECKED,4262590,
9725A,MYRKYTYS:MUUT VERISUONIA LAAJENTAVAT AINEET,7,,Poisoning by other vasodilators,0.16993436217308044,UNCHECKED,4092735,
6221B,DYSPLASIA CERVICIS UTERI MODERATA,103,,Dysplasia of cervix (uteri),0.6494637727737427,UNCHECKED,196165,
5500A,"HERNIA INGUINALIS CUM GANGRAENA,MEDIALIS",15,,"Inguinal hernia, with gangrene",0.44474858045578003,UNCHECKED,4043382,
7490A,PALATOSCHISIS COMPLETA,71,,Cleft palate,0.7869622707366943,APPROVED,135923,
5769X,SAPPITIESAIRAUS NUD,15,,Unspecified disorder of biliary tract,0.316662460565567,UNCHECKED,4296888,
9729X,MYRKYTYS:MUUT JA TARK MÄÄRITTEL VERENKELIM VAIK AIN,7,,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,0.2087511569261551,UNCHECKED,4136092,
6533A,"PELVIS ANGUSTA, ANOM APERT INFER,RASKAUDEN AIKANA",103,,"Outlet contraction of pelvis in pregnancy, labor, and delivery",0.259027361869812,UNCHECKED,4284417,
5953A,TRIGONITIS,15,,Trigonitis,1.0,APPROVED,441615,
7869X,SYMPTOMA RESPIRATORIA ALIA DEFINITA,71,,Other symptoms involving respiratory system and chest,0.619800865650177,UNCHECKED,313878,
9752A,MYRKYTYS:POIKKIJUOVAISTA LIHASTA RELAKSOIVAT AIN,7,,Poisoning by skeletal muscle relaxants,0.1430073082447052,UNCHECKED,4035966,
7266E,BURSITIS PRAEPATELLARIS,103,,Enthesopathy of knee,0.6457421779632568,UNCHECKED,133294,
5999X,MORBUS VIARUM URINARIUM NUD,15,,Unspecified disorder of urethra and urinary tract,0.4307430684566498,UNCHECKED,321588,
9773A,MYRKYTYS:ANTABUSAINEET,7,,Poisoning by alcohol deterrents,0.2639640271663666,UNCHECKED,4297375,
8830A,VULNUS DIGITI MANUS NON COMPLICATUM,71,,"Open wound of finger(s), without mention of complication",0.3194437026977539,UNCHECKED,4099652,
6040A,ORCHITIS CUM ABSCESSO,15,,"Orchitis, epididymitis, and epididymo-orchitis, with abscess",0.7410508394241333,UNCHECKED,4327965,
7396A,"TUKI- JA LIIKUNTAELINTEN TOIM HÄIR,ALARAAJAT",103,,"Nonallopathic lesions, lower extremities",0.14044848084449768,UNCHECKED,44811610,
9899X,MYRKYTYS:MUUT MÄÄRITTELEMÄTTÖMÄT AINEET,7,,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source",0.12951292097568512,UNCHECKED,4092735,
6104A,DUCTECTASIAE MAMMAE,15,,Mammary duct ectasia,0.6005909442901611,UNCHECKED,438808,
V614A,PERHEESSÄ OLEVA TERVEYSONGELMA,71,,Health problems within family,0.22013865411281586,UNCHECKED,4296631,
9979X,KOMPLIKAATIO MUISSA ELIMISSÄ,7,,"Complications affecting other specified body systems, not elsewhere classified",0.1982770413160324,UNCHECKED,433128,
3140B,TARKKAAVAISUUSHÄIRIÖ,70,,Attention deficit disorder of childhood,0.16149049997329712,UNCHECKED,4216189,
6179X,ENDOMETRIOSIS NUD,15,,"Endometriosis, site unspecified",0.7543720006942749,UNCHECKED,433527,
7410D,SPINA BIFIDA APERTA CUM HYDROCEPHALO REG LUMBALIS,103,,Spina bifida with hydrocephalus,0.6561568975448608,UNCHECKED,4329260,
3510A,PARESIS BELL,70,,Bell's palsy,0.48928770422935486,UNCHECKED,4081615,
7881A,DYSURIA,103,,Dysuria,1.0,APPROVED,197684,
0084A,ENTERITIS STAPHYLOCOCCICA,6,,Intestinal infection due to other specified bacteria,0.6976169347763062,UNCHECKED,44808741,
3556A,LAESIO NERVI PLANTARIS,70,,Lesion of plantar nerve,0.4516589343547821,UNCHECKED,138148,
6206A,LACERATIO LIGAMENTI LATI (SYNDROMA ALLEN-MASTERS),15,,Broad ligament laceration syndrome,0.46038463711738586,UNCHECKED,193523,
6214A,HAEMATOMETRA,15,,Hematometra,1.0,APPROVED,195876,
8122A,FRACTURA HUMERI DIAPHYSEOS NON COMPLICATA,103,,Closed fracture of shaft or unspecified part of humerus,0.36911118030548096,UNCHECKED,45767610,
0340C,"TONSILLITIS STREPTOCOCCICA,STREPTOC BETAHAEMOLYT-C",6,,Streptococcal sore throat,0.43303295969963074,UNCHECKED,4212727,
6078B,IMPOTENTIA ORGANICA,70,,Other specified disorders of penis,0.6363822221755981,UNCHECKED,76161,
6252A,OVULAATIOKIPU,15,,Mittelschmerz,0.43034806847572327,UNCHECKED,4144685,
0341X,"SCARLATINA STREPTOCOCCUS BETAHAEMOLYTICUS,MUU",6,,Scarlet fever,0.47601082921028137,UNCHECKED,46273317,
8134X,"FRACTURA RADII ET ULNAE DISTALIS,NON COMPLICATA",103,,"Fracture of lower end of radius and ulna, closed",0.3874348998069763,UNCHECKED,4135743,
7178A,LAESIO LIGAMENTI COLLATERALIS MEDIALIS,70,,Other internal derangement of knee,0.5153562426567078,UNCHECKED,46284928,
6258X,SYMPTOMATA ALIA ORGANORUM GENITALIS MULIERIS,15,,Other specified symptoms associated with female genital organs,0.4543931782245636,UNCHECKED,198194,
7273A,BURSITIS ALIA,70,,Other bursitis,0.8044451475143433,APPROVED,134453,
0384A,SEPTICHAEMIA HAEMOPHILUS INFLUENZAE,6,,Septicemia due to other gram-negative organisms,0.7579770684242249,APPROVED,434277,
7291A,MYALGIA NUD,70,,"Myalgia and myositis, unspecified",0.8195789456367493,APPROVED,442752,
0529X,VARICELLA SINE COMPLICATIONE,102,,Varicella without mention of complication,0.6446331739425659,UNCHECKED,4160027,
6429A,"HYPERTENSIO GRAVIDARUM NUD,ENNEN SYNNYTYSTÄ",15,,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium",0.3419731855392456,UNCHECKED,4030872,
0520B,VARICELLA CUM PNEUMONITIDE,6,,Postvaricella encephalitis,0.7926735281944275,APPROVED,4110510,
5110B,PLEURA-ADHEESIOT,102,,Pleurisy without mention of effusion or current tuberculosis,0.5787001252174377,UNCHECKED,4141908,
6468C,HERPES GESTATIONIS,15,,Other specified complications of pregnancy,1.0,APPROVED,4311256,
7492A,CHEILOPALATOSCHISIS UNILATERALIS COMPLETA,70,,Cleft palate with cleft lip,0.6061440706253052,UNCHECKED,4221171,
6349X,ABORTUS SPONTANEUS NUD,102,,Spontaneous abortion without mention of complication,0.5112135410308838,UNCHECKED,4067106,
6511A,"TRIGEMINI,RASKAUDEN AIKANA",15,,Triplet pregnancy,0.21810418367385864,UNCHECKED,4103708,
2520A,HYPERPARATHYREOIDISMUS,69,,Hyperparathyroidism,0.689544677734375,UNCHECKED,133729,
0531A,HERPES ZOSTER CUM MANIFESTAT. ALIA SYSTEMATIS NERV.,6,,Herpes zoster with other nervous system complications,0.4920196235179901,UNCHECKED,443943,
6482A,ANAEMIA IN GRAVIDITATE,102,,"Anemia complicating pregnancy, childbirth, or the puerperium",0.5608338117599487,UNCHECKED,439777,
1102A,DERMATOPHYTOSIS MANUS,6,,Dermatophytosis of hand,0.8312878012657166,APPROVED,80946,
2920A,SYMPTOMATA ABSTINENTIA EX USU MEDICAMENTORUM,69,,Drug withdrawal,0.35503649711608887,UNCHECKED,4309345,
6524B,"HABITUS DEFLEXIONIS,SYNNYTYKSEN AIKANA",102,,Face or brow presentation of fetus,0.2523866593837738,UNCHECKED,4069933,
6599B,"INDICATIONES INTERVENTIONUM NUD,SYNNYTYKSEN AIKANA",15,,Unspecified indication for care or intervention related to labor and delivery,0.14208164811134338,UNCHECKED,4103431,
1735A,"VARTALON IHOSYÖPÄ,CA BASOCELLULARE",6,,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum",0.17792996764183044,UNCHECKED,4014014,
7860B,HYPERVENTILATIO NUD,102,,Dyspnea and respiratory abnormalities,0.7097644805908203,UNCHECKED,316814,
6613B,PARTUS PRAECIPITATUS,15,,Precipitate labor,0.4474054276943207,UNCHECKED,4080669,
4131X,"ANGINA PECTORIS INVERSA ,MÄÄRITTELEMÄT",69,,Prinzmetal angina,0.34000152349472046,UNCHECKED,321318,
2108A,NEOPLASMA BENIGNUM HYPOPHARYNGIS,6,,Benign neoplasm of hypopharynx,0.6455902457237244,UNCHECKED,433978,
6751A,ABSCESSUS MAMMAE PUERP AIKANA,15,,Abscess of breast associated with childbirth,0.36050593852996826,UNCHECKED,444202,
