code,name_fi,name_en,name_se,valid_start_date,valid_end_date,name_en_source
F07.9,"Määrittämätön aivosairauden, aivovaurion tai aivojen toimintahäiriön aiheuttama elimellinen persoonallisuus- tai käytöshäiriö","Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction","Organisk personlighets- och beteendestörning, ospecificerad, orsakad av hjärnsjukdom, hjärnskada eller cerebral dysfunktion",1900-01-01,2020-12-31,THL
F09,Määrittämätön elimellinen tai oireenmukainen (muun elimistön sairauden seurauksena esiintyvä) mielenterveyden häiriö,Unspecified organic or symptomatic mental disorder,Ospecificerad organisk eller symtomatisk psykisk störning,1900-01-01,2020-12-31,THL
F10-F19,Lääkkeiden ja päihteiden aiheuttamat elimelliset aivo-oireyhtymät ja käyttäytymisen häiriöt,Mental and behavioural disorders due to psychoactive substance use,Psykiska störningar och beteendestörningar orsakade av psykoaktiva substanser,1900-01-01,2020-12-31,THL
F10,Alkoholin käytön aiheuttamat elimelliset aivo-oireyhtymät ja käyttäytymisen häiriöt,Mental and behavioural disorders due to use of alcohol,Psykiska störningar och beteendestörningar orsakade av alkohol,1900-01-01,2020-12-31,THL
F10.0,Alkoholin käytön aiheuttama akuutti päihtymystila,Mental and behavioural disorders due to use of alcohol - Acute intoxication,Akut intoxication orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.00,Alkoholin käytön aiheuttama akuutti päihtymystila komplisoitumaton,Acute intoxication caused by alcohol use is uncomplicated,Alkohol betingad akut berusning okomplicerad,1900-01-01,2020-12-31,Google
F10.01,Alkoholin käytön aiheuttama akuutti päihtymystila vammautuminen tai muu ruumiillinen vaurio,Acute intoxication caused by alcohol use injury or other bodily injury,Alkohol betingad akut berusning med bestående eller annan somatisk skada,1900-01-01,2020-12-31,Google
F10.02,Alkoholin käytön aiheuttama akuutti päihtymystila muita akuutteja kliinisiä komplikaatioita,Acute intoxication caused by alcohol use is another acute clinical complication,Alkohol betingad akut berusning med andra akuta kliiniska komplikationer,1900-01-01,2020-12-31,Google
F10.03,Alkoholin käytön aiheuttama akuutti päihtymystila sekavuustila (delirium),Acute intoxication caused by alcohol use state of confusion (delirium),Alkohol betingad akut berusning med delirium,1900-01-01,2020-12-31,Google
F10.04,Alkoholin käytön aiheuttama akuutti päihtymystila aistihavaintojen vääristymiä,Acute intoxication caused by alcohol use sensory distortions,Alkohol betingad akut berusning med hallusinationer,1900-01-01,2020-12-31,Google
F10.05,Alkoholin käytön aiheuttama akuutti päihtymystila kooma,Alcohol use caused by acute intoxication coma,Alkohol betingad akut berusning med koma,1900-01-01,2020-12-31,Google
F10.06,Alkoholin käytön aiheuttama akuutti päihtymystila kouristuksia,Acute intoxication caused by alcohol use convulsions,Alkohol betingad akut berusning med kramper,1900-01-01,2020-12-31,Google
F10.07,Patologinen alkoholipäihtymys,Pathological alcohol intoxication,Patologisk alkoholberusning,1997-06-10,2020-12-31,Google
F10.09,Tarkemmin määrittämätön alkoholipäihtymys,Unspecified alcohol intoxication,Alkoholberusning UNS,1997-06-10,2020-12-31,Google
F10.1,Alkoholin haitallinen käyttö,Mental and behavioural disorders due to use of alcohol - Harmful use,Skadlig bruk orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.2,Alkoholin käytön aiheuttama elimellinen aivo-oireyhtymä tai käyttäytymisen häiriö riippuvuusoireyhtymä,Mental and behavioural disorders due to use of alcohol - Dependence syndrome,Psykisk störning och beteendestörning orsakad av alkohol beroendeförhållande,1900-01-01,2020-12-31,THL
F10.20,Alkoholiriippuvuus tällä hetkellä vieroittunut,Alcohol dependence is currently weaned,Beroendeförhållande orsakad av alkohol för närvarande oberoende,1900-01-01,2020-12-31,Google
F10.21,"Alkoholiriippuvuus tällä hetkellä ei käytä, mutta oleskelee rajoittavassa ympäristössä","Alcohol dependence is not currently used, but resides in a restrictive environment","Beroendeförhållande orsakad av alkohol för närvarande oberoende, men vistas i begränsande miljö",1900-01-01,2020-12-31,Google
F10.22,Alkoholiriippuvuus tällä hetkellä kliinisesti valvotulla ylläpito- tai korvauslääkityksellä (kontrolloitu riippuvuus),Alcohol dependence with currently clinically supervised maintenance or replacement therapy (controlled dependence),Beroendeförhållande orsakad av alkohol för närvarande på kliniskt kontrollerad uppehållsmedicinering,1900-01-01,2020-12-31,Google
F10.23,"Alkoholiriippuvuus tällä hetkellä vieroittunut, mutta saa aversio- tai estolääkityshoitoa",Alcohol dependence is currently weaned but receiving aversion or prophylaxis,Beroendeförhållande orsakad av alkohol för närvarande oberoende men använder aversionsväckande eller hämmande medicinering,1900-01-01,2020-12-31,Google
F10.24,Alkoholiriippuvuus tällä hetkellä käyttää ainetta (aktiivinen riippuvuus),Alcohol dependence currently using the substance (active dependence),Beroendeförhållande orsakad av alkohol i aktiv fas,1900-01-01,2020-12-31,Google
F10.25,Alkoholiriippuvuus jatkuva käyttö,Alcohol dependence with continuous use,Beroendeförhållande orsakad av alkohol kontinuerlig användning,1900-01-01,2020-12-31,Google
F10.26,Alkoholiriippuvuus jaksottainen käyttö (tuurijuoppous),Alcohol dependence intermittent use (l intoxication),Beroendeförhållande orsakad av alkohol periodig alkoholism,1997-06-10,2020-12-31,Google
F10.29,Tarkemmin määrittämätön alkoholin aiheuttama riippuvuusoireyhtymä,Unspecified alcohol dependence syndrome,Beroendeförhållande orsakad av alkohol UNS,1900-01-01,2020-12-31,Google
F10.3,Alkoholin käytön aiheuttamat vieroitusoireet,Mental and behavioural disorders due to use of alcohol - Withdrawal state,Abstinenssymptom orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.30,Alkoholin käytön aiheuttamat vieroitusoireet komplisoitumattomat,Withdrawal symptoms caused by alcohol use are uncomplicated,Abstinenssymptom orsakad av alkohol okompliserad,1900-01-01,2020-12-31,Google
F10.31,Alkoholin käytön aiheuttamat vieroitusoireet kouristuksia,Withdrawal symptoms caused by alcohol use seizures,Abstinenssymptom orsakad av alkohol med krampanfall,1900-01-01,2020-12-31,Google
F10.39,Alkoholin käytön aiheuttamat vieroitusoireet määrittämättömät,Alcohol withdrawal symptoms are undetermined,Abstinenssymptom orsakad av alkohol UNS,1900-01-01,2020-12-31,Google
F10.4,Alkoholin käytön aiheuttamat vieroitusoireet ja sekavuustila (delirium),Mental and behavioural disorders due to use of alcohol - Withdrawal state with delirium,Abstinenssymptom med delirium orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.40,Alkoholin käytön aiheuttamat vieroitusoireet ja sekavuustila ilman kouristuksia,Withdrawal symptoms and confusion caused by alcohol use without seizures,Abstinenssymptom och delirium orsakad av alkohol utan krampanfall,1900-01-01,2020-12-31,Google
F10.41,Alkoholin käytön aiheuttamat vieroitusoireet ja sekavuustila kouristuksia,Withdrawal symptoms and confusion caused by alcohol use,Abstinenssymptom och delirium orsakad av alkohol med krampanfall,1900-01-01,2020-12-31,Google
F10.49,Alkoholin käytön aiheuttamat vieroitusoireet ja sekavuustila ei tietoa kouristuksista,Withdrawal symptoms and confusion caused by alcohol use are not known for seizures,Abstinenssymptom och delirium orsakad av alkohol utan information om krampanfall,1900-01-01,2020-12-31,Google
F10.5,Alkoholin käytön aiheuttama psykoottinen häiriö,Mental and behavioural disorders due to use of alcohol - disorder,Psykotisk störning orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.50,Alkoholin käytön aiheuttama psykoottinen häiriö skitsofrenia-tyyppinen,Alcohol-induced psychotic disorder of the schizophrenia type,Alkohol betingad psykos skitsofrenisk,1997-06-10,2020-12-31,Google
F10.51,Alkoholin käytön aiheuttama psykoottinen häiriö pääasiassa harhaluuloisuutena ilmenevä,Psychotic disorder caused by alcohol use mainly manifests as delusion,Psykotisk alkoholparanoia,1900-01-01,2020-12-31,Google
F10.52,Alkoholin käytön aiheuttama psykoottinen häiriö pääasiassa aistiharhaisuutena ilmenevä,Psychotic disorder caused by alcohol use mainly manifests as hallucinations,Psykotisk alkoholhallucination,1997-06-10,2020-12-31,Google
F10.53,Alkoholin käytön aiheuttama psykoottinen häiriö monimuotoinen,The psychotic disorder caused by alcohol use is diverse,"Alkohol betingad psykos, multiform",1900-01-01,2020-12-31,Google
F10.54,Alkoholin käytön aiheuttama psykoottinen häiriö pääasiassa masennuksen oirein ilmenevä,Psychotic disorder caused by alcohol use is mainly manifested by symptoms of depression,Psykotisk alkoholdepression,1997-06-10,2020-12-31,Google
F10.55,Alkoholin käytön aiheuttama psykoottinen häiriö pääasiassa maanisin oirein ilmenevä,Psychotic disorder caused by alcohol use is mainly manifested by manic symptoms,"Psykotisk mani, alkoholutlöst",1900-01-01,2020-12-31,Google
F10.56,Alkoholin käytön aiheuttama psykoottinen häiriö sekamuotoinen,The psychotic disorder caused by alcohol use is mixed,"Alkoholpsykos, blandad typ",1900-01-01,2020-12-31,Google
F10.59,Alkoholin käytön aiheuttama psykoottinen häiriö määrittämätön reaktiotyyppi,Psychotic disorder caused by alcohol use unspecified type of reaction,"Alkoholpsykos, blandad typ",1997-11-19,2020-12-31,Google
F10.6,Alkoholin käytön aiheuttama amnestinen oireyhtymä,Mental and behavioural disorders due to use of alcohol - Amnesic syndrome,Amnestisk syndrom orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.7,Alkoholin käytön aiheuttama jäännöstilana esiintyvä tai viivästynyt psykoottinen häiriö,Mental and behavioural disorders due to use of alcohol - Residual and late-onset psychotic disorder,Residual eller sent uppkommande psykos orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.70,Alkoholin käytön aiheuttamana jäännöstila takaumia (flashbacks),Alcohol-induced residual state flashbacks,Residual eller sent uppkommande psykos orsakad av alkohol flashbacks,1900-01-01,2020-12-31,Google
F10.71,Alkoholin käytön aiheuttamana jäännöstila persoonallisuuden tai käytöksen häiriö,"Residual state caused by alcohol use, personality or behavior disorder",Residual eller sent uppkommande psykos orsakad av alkohol störning av personalität eller beteende,1900-01-01,2020-12-31,Google
F10.72,Alkoholin käytön aiheuttama jäännöstila jälkioireinen mielialahäiriö,Residual state caused by alcohol use post-symptomatic mood disorder,Residual eller sent uppkommande psykos orsakad av alkohol bipolär tillstånd,1900-01-01,2020-12-31,Google
F10.73,Alkoholin käytön aiheuttamana jäännöstila dementia,Residual dementia caused by alcohol use,Residual eller sent uppkommande psykos orsakad av alkohol demens,1900-01-01,2020-12-31,Google
F10.74,Alkoholin käytön aiheuttamat jäännöstila muu pysyvä älyllisten toimintojen heikkeneminen,Residual state caused by alcohol use other permanent impairment of intellectual functions,Residual eller sent uppkommande psykos orsakad av alkohol annars permanent nedsatt intelligens,1900-01-01,2020-12-31,Google
F10.75,Alkoholin käytön aiheuttama jäännöstila myöhään alkava psykoottinen häiriö,Residual state caused by alcohol use is a late-onset psychotic disorder,Residual eller sent uppkommande psykos orsakad av alkohol psykotisk störning,1900-01-01,2020-12-31,Google
F10.79,Alkoholin käytön aiheuttamana jäännöstila määrittämätön psykoottinen häiriö,Residual state caused by alcohol use unspecified psychotic disorder,Residual eller sent uppkommande psykos orsakad av alkohol UNS,1900-01-01,2020-12-31,Google
F10.8,Alkoholin käytön aiheuttama muu elimellinen aivo-oireyhtymä tai käyttäytymisen häiriö,Mental and behavioural disorders due to use of alcohol - Other mental and behavioural disorders,Annan specificierad psykisk störning och beteendestörning orsakad av alkohol,1900-01-01,2020-12-31,THL
F10.9,Alkoholin käytön aiheuttama määrittämätön elimellinen aivo-oireyhtymä tai käyttäytymisen häiriö,Mental and behavioural disorders due to use of alcohol - Unspecified mental and behavioural disorder,Psykisk störning och beteendestörning orsakad av alkohol UNS,1900-01-01,2020-12-31,THL
F11,Opioidien käytön aiheuttamat elimelliset aivo-oireyhtymät ja käyttäytymisen häiriöt,Mental and behavioural disorders due to use of opioids,Psykiska störningar och beteendestörningar orsakade av opiater,1900-01-01,2020-12-31,THL
F11.0,Opioidien käytön aiheuttama akuutti päihtymystila,Mental and behavioural disorders due to use of opioids - Acute intoxication,Akut intoxication orsakad av opiater,1900-01-01,2020-12-31,THL
F11.00,Opioidien käytön aiheuttama akuutti päihtymystila komplisoitumaton,Acute intoxication caused by opioid use is uncomplicated,Berusning orsakad av opiater okompliserad,1900-01-01,2020-12-31,Google
F11.01,Opioidien käytön aiheuttama akuutti päihtymystila vammautuminen tai muu ruumiillinen vaurio,Acute intoxication or other bodily injury caused by opioid use,Berusning orsakad av opiater med bestående eller annan somatisk skada,1900-01-01,2020-12-31,Google
F11.02,Opioidien käytön aiheuttama akuutti päihtymystila muita akuutteja kliinisiä komplikaatioita,Acute intoxication caused by opioid use is another acute clinical complication,Berusning orsakad av opiater med andra kliniska komplikationer,1900-01-01,2020-12-31,Google
F11.03,Opioidien käytön aiheuttama akuutti päihtymystila sekavuustila (delirium),Acute intoxication due to opioid use confusion state (delirium),Berusning orsaka av opiater med delirium,1900-01-01,2020-12-31,Google
F11.04,Opioidien käytön aiheuttama akuutti päihtymystila aistihavaintojen vääristymiä,Acute intoxication caused by opioid use distortions in sensory perception,Berusning orsaka av opiater med hallusinationer,1900-01-01,2020-12-31,Google
F11.05,Opioidien käytön aiheuttama elimellinen aivo-oireyhtymä tai käyttäytymisen häiriö akuutti kooma,Organic brain syndrome or behavioral disorder caused by opioid use acute coma,Berusning orsaka av opiater med koma,1900-01-01,2020-12-31,Google
F11.06,Opioidien käytön aiheuttama akuutti päihtymystila kouristuksia,Acute intoxication caused by opioid use convulsions,Berusning orsaka av opiater med kramper,1900-01-01,2020-12-31,Google
F11.09,Opioidien käytön aiheuttama akuutti päihtymystila ei tietoa liitännäisoireista,Acute intoxication due to opioid use is not known for concomitant symptoms,Berusning orsaka av opiater UNS,1900-01-01,2020-12-31,Google
F11.1,Opioidien haitallinen käyttö,Mental and behavioural disorders due to use of opioids - Harmful use,Skadlig bruk orsakad av opiater,1900-01-01,2020-12-31,THL
F11.2,Opioidien käytön aiheuttama riippuvuusoireyhtymä,Mental and behaviourah disorders due to use of opioids - Dependence syndrome,Beroendeförhållande orsakad av opiater,1900-01-01,2020-12-31,THL
F11.20,Opioidien käytön aiheuttama riippuvuusoireyhtymä tällä hetkellä vieroittunut,Opioid dependence syndrome is currently weaned,Beroendeförhållande orsakad av opiater för närvarande oberoende,1900-01-01,2020-12-31,Google
F11.21,"Opioidien käytön aiheuttama riippuvuusoireyhtymä tällä hetkellä ei käytä, mutta oleskelee rajoittavassa ympäristössä","Opioid dependence syndrome is not currently used, but resides in a restrictive environment",Beroendeförhållande orsakad av opiater för närvarande oberoende men vistas i kontrollerande miljö,1900-01-01,2020-12-31,Google
