code,name_en_source,name_fi,name_en,better_name_en
F92.9,THL,Määrittämätön samanaikainen käytös- ja tunnehäiriö,"Mixed disorder of conduct and emotions, unspecified",
F93,THL,Lapsuudessa alkavat tunne-elämän häiriöt,Emotional disorders with onset specific to childhood,
F93.0,THL,Lapsuuden eroahdistushäiriö,Separation anxiety disorder of childhood,
F93.1,THL,Lapsuuden pelko- ja ahdistushäiriö,Phobic anxiety disorder of childhood,
F93.2,THL,Lapsuuden sosiaalinen ahdistushäiriö,Social anxiety disorder of childhood,
F93.3,THL,Sisaruskateushäiriö,Sibling rivalry disorder,
F93.80,Google,Lapsuuden yleistynyt ahdistushäiriö,Generalized childhood anxiety disorder,
F93.89,THL,Muu lapsuuden tunnehäiriö,Other childhood emotional disorders,
F93.9,THL,Määrittämätön lapsuuden tunnehäiriö,"Childhood emotional disorder, unspecified",
F94,THL,Lapsuudessa tai nuoruusiässä alkavat sosiaalisen vuorovaikutuksen häiriöt,Disorders of social functioning with onset specific to childhood and adolescence,
F94.0,THL,Valikoiva puhumattomuus,Elective mutism,
F94.1,THL,Lapsuuden kiintymyssuhteiden reaktiivinen häiriö,Reactive attachment disorder of childhood,
F94.2,THL,Lapsuuden kiintymyssuhteiden estottomuus,Disinhibited attachment disorder of childhood,
F94.8,THL,Muu lapsuuden sosiaalisen vuorovaikutuksen häiriö,Other childhood disorders of social functioning,
F94.9,THL,Määrittämätön lapsuuden sosiaalisen vuorovaikutuksen häiriö,"Childhood disorder of social functioning, unspecified",
F95,THL,Nykimishäiriöt,Tic disorders,
F95.0,THL,Väliaikainen nykimishäiriö,Transient tic disorder,
F95.1,THL,Pitkäaikainen motorinen tai äänellinen nykimishäiriö,Chronic motor or vocal tic disorder,
F95.2,THL,Samanaikainen äänellinen ja motorinen monimuotoinen nykimishäiriö,Combined vocal and multiple motor tic disorder,
F95.8,THL,Muu määritetyt nykimishäiriö,Other tic disorders,
F95.9,THL,Määrittämätön nykimishäiriö,"Tic disorder, unspecified",
F98,THL,Muut tavallisesti lapsuudessa tai nuoruusiässä alkavat toiminto- ja tunnehäiriöt,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,
F98.0,THL,Ei-elimellinen kastelu,Nonorganic enuresis,
F98.00,THL,Ei-elimellinen yökastelu,Nonorganic enuresis nocturna,
F98.01,Google,Ei-elimellinen päiväkastelu,Inorganic day irrigation,
F98.02,Google,Ei-elimellinen yö- ja päiväkastelu,Inorganic night and day irrigation,
F98.1,THL,Ei-elimellinen tuhriminen,Nonorganic encopresis,
F98.10,Google,Ei-elimellinen tuhriminen fysiologisen suolen hallinnan saavuttamisen epäonnistuminen,Nonorganic soiling the achievement of physiological bowel control failure,
F98.11,Google,Ei-elimellinen tuhriminen ulostaminen sopimattomiin paikkoihin huolimatta riittävästä suolen hallinnasta ja kiinteydeltään normaaleista ulosteista,Nonorganic soiling despite defecation in inappropriate places adequate bowel management and the firmness of normal stools,
F98.12,Google,Ei-elimellinen tuhriminen ja erittäin löysät ulosteet,Non-organic staining and very loose stools,
F98.19,Google,Ei-elimellinen tuhriminen muu tai määrittämätön,Non-organic staining other or unspecified,
F98.2,THL,Lapsen tai imeväisen syömishäiriö,Feeding disorder of infancy and childhood,
F98.3,THL,Lapsen tai imeväisen pica-oireyhtymä,Pica of infancy and childhood,
F98.4,THL,Kaavamaiset liikehäiriöt,Stereotyped movement disorders,
F98.40,Google,Kaavamaiset liikehäiriöt ei itseä vahingoittavat,Schematic movement disorders do not self-harm,
F98.41,Google,Kaavamaiset liikehäiriöt itseä vahingoittavat,Schematic movement disorders are self-harming,
F98.42,Google,Kaavamaiset liikehäiriöt sekamuotoinen tai määrittämätön,Schematic movement disorders mixed or unspecified,
F98.5,THL,Änkytys,Stuttering [stammering],
F98.6,THL,Sokellus,Cluttering,
F98.8,THL,Muu tavallisesti lapsuus- tai nuoruusiässä alkava toiminto- ja tunnehäiriö,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,
F98.9,THL,Tarkemmin määrittämättömät tavallisesti lapsuudessa ja nuoruudessa alkavat toiminto- ja tunnehäiriöt,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,
F99,THL,Tarkemmin määrittämätön mielenterveyden häiriö,"Mental disorder, not otherwise specified",
G00,THL,Muualla luokittamattomat bakteriaaliset aivokalvojen ja selkäydinkalvojen tulehdukset,"Bacterial meningitis, not elsewhere classified",
G00.0,THL,Haemophilus-aivokalvotulehdus,Haemophilus meningitis,
G00.1,THL,Pneumokokin aiheuttama aivokalvotulehdus,Pneumococcal meningitis,
G00.2,THL,Streptokokin aiheuttama aivokalvotulehdus,Streptococcal meningitis,
G00.3,THL,Stafylokokin aiheuttama aivokalvotulehdus,Staphylococcal meningitis,
G00.8,THL,Muu bakteriaalinen aivokalvotulehdus,Other bacterial meningitis,
G00.9,THL,Määrittämätön bakteriaalinen aivokalvotulehdus,"Bacterial meningitis, unspecified",
G01*,THL,Aivokalvotulehdus muualla luokitetun bakteeritaudin yhteydessä,Meningitis in bacterial diseases classified elsewhere,
G01*A01.0,THL,Lavantautiin liittyvä aivokalvotulehdus,Meningitis (in) typhoid fever,
G01*A02.2,THL,Salmonellan aiheuttama aivokalvotulehdus,Salmonella meningitis,
G01*A17.0,THL,Tuberkuloottinen meningiitti,Tuberculous meningitis,
G01*A22.8,THL,Pernaruton aiheuttama aivokalvotulehdus,Anthrax meningitis+,
G01*A27.9,THL,Leptospiroosiin liittyvä aivokalvotulehdus,Meningitis (in) leptospirosis,
G01*A32.1,THL,Listerian aiheuttama aivokalvotulehdus,Listerial meningitis,
G01*A39.0,THL,Meningokokin aiheuttama aivokalvotulehdus,Meningococcal meningitis,
G01*A50.4,THL,Myöhäinen synnynnäisen kupan aiheuttama aivokalvotulehdus,Late congenital syphilitic meningitis+,
G01*A51.4,THL,Sekundaarisen kupan aiheuttama aivokalvotulehdus,Secondary syphilitic meningitis+,
G01*A52.1,THL,Myöhäiskupan aiheuttama aivokalvotulehdus,Late syphilitic meningitis+,
G01*A54.8,THL,Gonokokin aiheuttama aivokalvotulehdus,Gonococcal meningitis+,
G01*A69.2,THL,Lymen borrelioosiin liittyvä aivokalvotulehdus,Meningitis (in) Lyme disease,
G02*,THL,Muualla luokitettu muuhun tartunta- tai loistautiin liittyvä aivokalvotulehdus,Meningitis in other infectious and parasitic diseases classified elsewhere,
G02.0*,THL,Aivokalvotulehdus muualla luokitetun virussairauden yhteydessä,Meningitis in viral diseases classified elsewhere,
G02.0*A87.0,THL,Enteroviruksen aiheuttama aivokalvotulehdus,Enteroviral meningitis,
G02.0*A87.1,THL,Adenoviruksen aiheuttama aivokalvotulehdus,Adenoviral meningitis,
G02.0*B00.3,THL,Herpesviruksen aiheuttama aivokalvotulehdus,Herpesviral meningitis,
G02.0*B01.0,THL,Vesirokkoviruksen aiheuttama aivokalvotulehdus,Varicella meningitis,
G02.0*B02.1,THL,Vyöruusuun liittyvä aivokalvotulehdus,Zoster meningitis,
G02.0*B05.1,THL,Tuhkarokon jälkeinen aivokalvotulehdus,Meningitis (due to) measles,
G02.0*B06.0,THL,Vihurirokkoviruksen aiheuttama aivokalvotulehdus,Rubella meningitis,
G02.0*B26.1,THL,Sikotaudin aivokalvotulehdus,Mumps meningitis,
G02.0*B27.9,THL,Mononukleoosiin liittyvä aivokalvotulehdus,Meningitis (due to) infectious mononucleosis,
G02.1*,THL,Sienitauteihin liittyvä aivokalvotulehdus,Meningitis in mycoses,
G02.1*B37.5,THL,Kandidan aiheuttama aivokalvotulehdus,Candidal meningitis,
G02.1*B38.4,THL,Koksidioidomykoosiin liittyvä aivokalvotulehdus,Coccidioidomycosis meningitis,
G02.1*B45.1,THL,Kryptokokkoosiin liittyvä aivokalvotulehdus,Cryptococcal meningitis,
G02.8*,THL,Aivokalvotulehdus muualla luokitetun muun tartunta- tai loistaudin yhteydessä,Meningitis in other specified infectious and parasitic diseases classified elsewhere,
G02.8*B56.9,THL,Afrikkalaiseen trypanosomiaasiin liittyvä aivokalvotulehdus,Meningitis due to African trypanosomiasis,
G02.8*B57.4,THL,Pitkäaikaiseen Chagasin tautiin liittyvä aivokalvotulehdus,Meningitis due to Chagas' disease (chronic),
G03,THL,Muista tai määrittämättömistä syistä aiheutuneet aivokalvotulehdukset,Meningitis due to other and unspecified causes,
G03.0,THL,Ei-märkäinen aivokalvotulehdus,Nonpyogenic meningitis,
G03.1,THL,Pitkäaikainen aivokalvotulehdus,Chronic meningitis,
G03.2,THL,Hyvänlaatuinen uusiutuva aivokalvotulehdus (Mollaret),Benign recurrent meningitis [Mollaret],
G03.8,THL,Muusta määritetystä syystä aiheutuva aivokalvotulehdus,Meningitis due to other specified causes,
G03.9,THL,Määrittämätön aivokalvotulehdus,"Meningitis, unspecified",
G04,THL,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus","Encephalitis, myelitis and encephalomyelitis",
G04.0#,THL,Akuutti hajapesäkkeinen aivotulehdus,Acute disseminated encephalitis,
G04.1,THL,Trooppinen spastinen paraplegia,Tropical spastic paraplegia,
G04.2,THL,Muualla luokittamaton bakteriaalinen aivokalvo-aivotulehdus tai aivokalvo-selkäydintulehdus,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",
G04.8,THL,"Muu aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus","Other encephalitis, myelitis and encephalomyelitis",
G04.9,THL,"Määrittämätön aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus","Encephalitis, myelitis and encephalomyelitis, unspecified",
G05*,THL,"Muualla luokitettuihin sairauksiin liittyvä aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus","Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",
G05.0*,THL,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus muualla luokitetun bakteerisairauden yhteydessä","Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere",
G05.0*A17.8,THL,Tuberkuloottinen aivokalvo-aivotulehdus,Tuberculous meningoencephalitis,
G05.0*A32.1,THL,Listerioosiin liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) listerial",
G05.0*A39.8,THL,Meningokokkisairauteen liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) meningococcal",
G05.0*A50.4,THL,Synnynnäiseen kuppaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) syphilis: congenital",
G05.0*A52.1,THL,Myöhäiskupan aiheuttama aivotulehdus,Late syphilitic encephalitis+,
G05.1*,THL,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus muualla luokitetun virussairauden yhteydessä","Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
G05.1*A85.0,THL,Enterovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) enteroviral",
G05.1*A85.1,THL,Adenovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) adenoviral",
G05.1*B00.4,THL,Herpesviruksen aiheuttama aivokalvojen ja aivojen tulehdus,Herpesviral meningoencephalitis,
G05.1*B01.1,THL,Vesirokkoviruksen aiheuttama aivotulehdus,Varicella encephalitis,
G05.1*B02.0,THL,Vyöruusuun liittyvä aivotulehdus,Zoster encephalitis,
G05.1*B05.0,THL,Tuhkarokon jälkeinen aivotulehdus,"Encephalitis, myelitis or encephalomyelitis (in) measles",
G05.1*B06.0,THL,Vihurirokkoviruksen aiheuttama aivotulehdus,Rubella encephalitis,
G05.1*B25.8,THL,Sytomegalovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) cytomegaloviral",
G05.1*B26.2,THL,Sikotaudin aivotulehdus,Mumps encephalitis,
G05.1*J09,Google,"Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, aiheuttaja tietyt tunnistetut virustyypit","Influenza-related encephalitis / spinal inflammation / encephalitis, caused by certain identified virus types",
G05.1*J10.8,Google,"Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, muu tunnistettu influenssavirus","Influenza-related encephalitis / spinal cord inflammation / encephalitis, other identified influenza virus",
G05.1*J11.8,Google,"Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, tunnistamaton virus","Influenza-related encephalitis / spinal inflammation / encephalitis, unidentified virus",
G05.2*,THL,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus muualla luokitetun muun tartunta- tai loistautiin yhteydessä","Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",
G05.2*B57.4,THL,Pitkäaikaiseen Chagasin tautiin liittyvä aivotulehdus ja/tai selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis in Chagas' disease (chronic)",
G05.2*B58.2,THL,Toksoplasmoosiin liittyvä aivokalvo-aivotulehdus,Toxoplasma meningoencephalitis,
G05.2*B60.2,THL,Primaarinen ameban aiheuttama aivokalvo-aivotulehdus,Primary amoebic meningoencephalitis+,
G05.2*B83.2,THL,Eosinofiilinen aivokalvo-aivotulehdus,Eosinophilic meningoencephalitis+,
G05.8*,THL,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus muualla luokitetun muun sairauden yhteydessä","Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",
G05.8*M32.1,THL,Systeemiseen lupus erythematosukseen (SLE) liittyvä aivotulehdus,Encephalitis in systemic lupus erythematosus,
G06,THL,Kallonsisäinen tai selkärangansisäinen märkäkertymä tai granulooma,Intracranial and intraspinal abscess and granuloma,
G06.0,THL,Kallonsisäinen märkäkertymä tai granulooma,Intracranial abscess and granuloma,
G06.1,THL,Selkärangansisäinen märkäkertymä tai granulooma,Intraspinal abscess and granuloma,
G06.2,THL,Määrittämätön kovakalvon ulkopuolinen tai kovakalvonalainen märkäkertymä,"Extradural and subdural abscess, unspecified",
G07*,THL,Kallonsisäinen tai selkärangansisäinen märkäkertymä tai granulooma muualla luokitetun sairauden yhteydessä,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,
G07*A06.6,THL,Ameban aiheuttama aivopaise,Amoebic brain abscess,
G07*A17.1,THL,Aivokalvojen tuberkulooma,Meningeal tuberculoma,
G07*A17.8,THL,Aivojen tuberkuloosi,Tuberculoma or tuberculosis of brain or spinal cord,
G07*A54.8,THL,Gonokokin aiheuttama aivopaise,Gonococcal brain abscess+,
G07*B65.9,THL,Määrittämättömään skistosomiaasiin liittyvä aivogranulooma,Schistosomiasis granuloma of brain,
G08,THL,Kallonsisäinen tai selkärangansisäinen laskimotulehdus tai laskimontukkotulehdus,Intracranial and intraspinal phlebitis and thrombophlebitis,
G09,THL,Keskushermoston tulehdussairauksien myöhäisvaikutukset,Sequelae of inflammatory diseases of central nervous system,
G10,THL,Huntingtonin tauti,Huntington's disease,
G10+F02.29,Google,Huntingtonin tautiin liittyvä dementia ei tietoa liitännäisoireista,Dementia associated with Huntington's disease is not known for comorbid symptoms,
G11,THL,Perinnöllinen ataksia,Hereditary ataxia,
G11.0,THL,Synnynnäinen ei-etenevä ataksia,Congenital nonprogressive ataxia,
G11.00,THL,Pikkuaivojen dysplasia and aplasia,Cerebellar dysplasia and aplasia,
G11.01,THL,Joubert oireyhtymä,Joubert syndrome,
G11.02,THL,Epätasapaino-oireyhtymä,Dysequilibrium syndrome,
G11.08,THL,Muu synnynnäinen ei-etenevä ataksia,Congenital nonprogressive ataxia,
G11.10,THL,"Varhain alkava pikkuaivoataksia, jossa jännerefleksit säilyvät",Early-onset cerebellar ataxia with retained tendon reflexes,
G11.11,THL,[Autosomissa peittyvästi periytyvä] Friedreichin ataksia,Friedreich's ataxia (autosomal recessive),
G11.12,THL,Varhain alkava pikkuaivoataksia ja myoklonia (Huntin ataksia),Early-onset cerebellar ataxia with myoclonus [Hunt's ataxia],
G11.13,THL,Marinesco-Sjögrenin oireyhtymä,Marinesco-Sjögren syndrome,
G11.14,THL,Varhain alkava pikkuaivoataksia ja essentiaalinen vapina,Early-onset cerebellar ataxia with essential tremor,
G11.18,THL,Muu varhain alkava pikkuaivoataksia,Early-onset cerebellar ataxia,
G11.2,THL,Myöhään alkava pikkuaivoataksia,Late-onset cerebellar ataxia,
G11.3,THL,Puutteelliseen DNA:n korjaukseen liittyvä pikkuaivoataksia,Cerebellar ataxia with defective DNA repair,
G11.4,THL,Perinnöllinen spastinen paraplegia,Hereditary spastic paraplegia,
G11.8,THL,Muu perinnöllinen ataksia,Other hereditary ataxias,
G11.9,THL,Määrittämätön perinnöllinen ataksia,"Hereditary ataxia, unspecified",
G12,THL,Spinaalinen lihasatrofia ja lähisukuiset oireyhtymät,Spinal muscular atrophy and related syndromes,
