Id_FIN	Abbreviation_FIN	Short name_FIN	Long name_FIN	shortTitle_ENG	ICD-10_FIN	icd10_ENG	Ensisijainen ICD-10_FIN	Parent code_FIN	Hierarchy level_FIN	Alakomponentti (icpc)_FIN	Harkitse (icpc)_FIN	Huom._FIN	Komponentti (icpc)_FIN	Kriteerit (icpc)_FIN	Lehtisolmu_FIN	Mukaan lukien_FIN	Pois lukien_FIN	Subkomponent (icpc)_FIN	Code_ENG	preferred_ENG	inclusion_ENG	exclusion_ENG	criteria_ENG	consider_ENG	note_ENG	ICPC2_mapping	ICPC_version
H72	Välikorvatulehdus, seroosi	Välikorvatulehdus, seroosi	Välikorvatulehdus, seroosi	Serous otitis media	H65.0,H65.1,H65.2,H65.3,H65.4,H65.9	H65.0; H65.1; H65.2; H65.3; H65.4; H65.9	H65.2	H	1	Infektiot	Korvan lukkoisuus H13, Korvatorventulehdus H73		7 Taudit ja sairaudet	(1) tärykalvon takana havaittava neste ilman varsinaista tulehdusta tai (2) tärykalvon liikkeen heikentyminen ja siihen liittyvä sisäänvetäytynyt/pullottava tärykalvo tai kuulonalenema	T	liimakorva./eritteinen välikorvantulehdus	akuutti välikorvantulehdus H71./ krooninen välikorvantulehdus H74	Infektioner	H72	Serous otitis media	glue ear; otitis media with effusion (OME)	acute otitis media H71; chronic otitis media H74	visible fluid behind the tympanic membrane, without inflammation; or dullness of the tympanic membrane with either retracting, bulging, or with related impairment of hearing	plugged feeling ear H13; eustachian salpingitis/block H73		H72	2
H73	Korvatorventulehdus	Korvatorventulehdus	Korvatorventulehdus	Eustachian salpingitis	H68.0,H68.1,H69.0,H69.8,H69.9	H68.0; H68.1; H69.0; H69.8; H69.9	H68.0	H	1	Infektiot	Korvan lukkoisuus H13		7 Taudit ja sairaudet		T	korvatorven toimintahäiriö/tukkeutuneisuus	seroosi välikorvatulehdus H72	Infektioner	H73	Eustachian salpingitis	eustachian block/catarrh/dysfunction	serous otitis media H72		plugged feeling ear H13		H73	2
H74	Välikorvatulehdus, krooninen	Välikorvatulehdus, krooninen	Välikorvatulehdus, krooninen	Chronic otitis media	A18.0+H75.0,H66.1,H66.2,H66.3,H66.9,H70.1,H70.2,H70.8,H70.9,H71,H73.1,H75.0*,H75.0*A18.0,H75.8*	H66.1; H66.2; H66.3; H66.9; H70.1; H70.2; H70.8; H70.9; H71; H73.1; H75.0; H75.8	H66.9	H	1	Infektiot			7 Taudit ja sairaudet		T	helmiäiskasvain./kartiolisäkkeentulehdus./krooninen märkäinen välikorvan tulehdus	seroosi välikorvatulehdus H72	Infektioner	H74	Chronic otitis media	cholesteatoma; chronic mastoiditis; chronic suppurative otitis media	serous otitis media H72				H74	2
H75	Kasvain, korvan	Kasvain, korvan	Kasvain, korvan	Neoplasm of ear	C30.1&,C44.2,C49.0,C49.00&,C49.01&,C49.02&,C49.03&,C49.04&,C49.05&,C49.06&,C49.07&,C49.08&,C49.09&,D02.3&,D04.2&,D14.0&,D21.0&,D23.2&	C30.1; C44.2; C49.0; D02.3; D04.2; D14.0; D21.0; D23.2	C30.1&	H	1	Infektiot			7 Taudit ja sairaudet		T	korvan hyvän-/pahanlaatuinen kasvain	korvan polyyppi H99./ akustikusneurinoma N75	Infektioner	H75	Neoplasm of ear	benign/malignant neoplasm of ear	polyp ear H99; acoustic neuroma N75				H75	2
H76	Vierasesine korvassa	Vierasesine korvassa	Vierasesine korvassa	Foreign body in ear	T16	T16	T16	H	1	Kasvaimet			7 Taudit ja sairaudet		T			Tumörer	H76	Foreign body in ear						H76	2
H77	Reikä tärykalvossa	Reikä tärykalvossa	Reikä tärykalvossa	Perforation ear drum	H72.0,H72.1,H72.2,H72.8,H72.9	H72.0; H72.1; H72.2; H72.8; H72.9	H72.9	H	1	Vammat			7 Taudit ja sairaudet		T		tärykalvon puhkeama ja tulehdus H71./H74./ vamman/paineen aiheuttama tärykalvon puhkeama H79	Skador	H77	Perforation ear drum		perforation ear drum with infection (Acute otitis media/myringitis) H71; perforation ear drum with infection (Chronic otitis media) H74; traumatic/pressure rupture ear drum H79				H77	2
H78	Korvan vamma, pinnallinen	Korvan vamma, pinnallinen	Korvan vamma, pinnallinen	Superficial injury of ear	S00.4,S00.9	S00.4	S00.4	H	1	Vammat			7 Taudit ja sairaudet		T	korvakäytävän suun,korvalehden vamma	tärykalvon vamma H79	Skador	H78	Superficial injury of ear	external meatus/pinna injury	injury of tympanic membrane H79				H78	2
H79	Korvan vamma, muu	Korvan vamma, muu	Korvan vamma, muu	Ear injury other	S01.3,S07.8,S08.1,S09.2,T70.0	S01.3; S07.8; S08.1; S09.2; T70.0	S09.2	H	1	Vammat			7 Taudit ja sairaudet		T	paineen aiheuttama,traumaattinen tärykalvovamma		Skador	H79	Ear injury other	traumatic/pressure rupture of ear drum					H79	2
H80	Synnynnäinen epämuodostuma, korvan	Synnynnäinen epämuodostuma, korvan	Synnynnäinen epämuodostuma, korvan	Congenital anomaly of ear	Q16.0,Q16.1,Q16.2,Q16.3,Q16.4,Q16.5,Q16.9,Q17.0,Q17.1,Q17.2,Q17.3,Q17.4,Q17.5,Q17.8,Q17.9	Q16.0; Q16.1; Q16.2; Q16.3; Q16.4; Q16.5; Q16.9; Q17.0; Q17.1; Q17.2; Q17.3; Q17.4; Q17.5; Q17.8; Q17.9	Q17.9	H	1	Vammat			7 Taudit ja sairaudet		T	hörökorva./ylilukuinen korvalehti	synnynnäinen kuurous H86	Skador	H80	Congenital anomaly of ear	accessory auricle; bat ears	congenital deafness H86				H80	2
H81	Korvavahatulppa	Korvavahatulppa	Korvavahatulppa	Excessive ear wax	H61.2	H61.2	H61.2	H	1	Synnynnäiset epämuodostumat			7 Taudit ja sairaudet	korvavaikusta johtuva oire/vaiva	T			Medfödda misbildningar	H81	Excessive ear wax			symptom/complaint due to wax in ear canal			H81	2
H82	Huimausoireyhtymä	Huimausoireyhtymä	Huimausoireyhtymä	Vertiginous syndrome	A88.1,H81.0,H81.1,H81.2,H81.3,H81.4,H81.8,H81.9,H82*,H83.0,H83.1,H83.2	A88.1; H81.0; H81.1; H81.2; H81.3; H81.4; H81.8; H81.9; H82; H83.0; H83.1; H83.2	H81.9	H	1	Muut sairaudet	Huimaus N17		7 Taudit ja sairaudet	kiertohuimaus	T	hyvänlaatuinen ohimenevä asentohuimaus./Ménierèn tauti./sisäkorvatulehdus		Andra sjukdomar/diagnoser	H82	Vertiginous syndrome	benign paroxysmal/positional vertigo; labyrinthitis; Ménière's disease; vestibular neuronitis		true rotational vertigo	vertigo/giddiness/dizziness N17		H82	2
H83	Otoskleroosi	Otoskleroosi	Otoskleroosi	Otosclerosis	H80.0,H80.1,H80.20,H80.28,H80.8,H80.9	H80.0; H80.1; H80.2; H80.8; H80.9	H80.9	H	1	Muut sairaudet			7 Taudit ja sairaudet		T			Andra sjukdomar/diagnoser	H83	Otosclerosis						H83	2
H84	Ikähuonokuuloisuus	Ikähuonokuuloisuus	Ikähuonokuuloisuus	Presbyacusis	H91.1	H91.1	H91.1	H	1	Muut sairaudet	Toiminnanvajaus, korvan H28, Kuurous H86		7 Taudit ja sairaudet	ikääntymisen myötä asteittain alkava symmetrinen, molemmanpuoleinen kuulonalenema, johon  liittyy erityisesti korkeiden äänien heikentynyt kuulo	T		kuurous H86	Andra sjukdomar/diagnoser	H84	Presbyacusis		deafness H86	gradual onset with ageing of symmetrical, bilateral deafness, particularly involving high-frequency sounds	hearing impairment H28		H84	2
H85	Meluvamma	Meluvamma	Meluvamma	Acoustic trauma	H83.3	H83.3	H83.3	H	1	Muut sairaudet	Toiminnanvajaus, korvan H28, Kuurous H86		7 Taudit ja sairaudet	kovista äänistä johtuva kuulon alenema / kuurous korkeiden äänien alueella	T	melukuurous	tärykalvon puhkeama H77	Andra sjukdomar/diagnoser	H85	Acoustic trauma	noise deafness	perforation of ear drum H77	deafness in the high-frequency range with a definite history of exposure to loud noise	hearing impairment H28; deafness H86		H85	2
H86	Kuurous	Kuurous	Kuurous	Deafness	H90.0,H90.1,H90.2,H90.3,H90.4,H90.5,H90.6,H90.7,H90.8,H91.0#,H91.2,H91.3,H91.8,H91.9	H90.0; H90.1; H90.2; H90.3; H90.4; H90.5; H90.6; H90.7; H90.8; H91.0; H91.2; H91.3; H91.8; H91.9	H90.8	H	1	Muut sairaudet			7 Taudit ja sairaudet		T	osittainen/täydellinen molempien korvien kuurous./synnynnäinen kuurous	tilapäinen kuurous / yhden korvan kuurous H28./otoskleroosi H83./ikähuonokuuloisuus H84./meluvamman aiheuttama kuurous H85	Andra sjukdomar/diagnoser	H86	Deafness	congenital deafness; deafness one ear; partial/complete deafness both ears	temporary deafness H28; otosclerosis H83; presbyacusis H84; noise deafness H85				H86	2
H99	Muu korvan/kartiolisäkkeen sairaus	Muu korvan/kartiolisäkkeen sairaus	Muu korvan/kartiolisäkkeen sairaus	Ear/mastoid disease other	A52.1+H94.0,H61.0,H61.1,H61.3,H61.8,H61.9,H73.8,H73.9,H74.0,H74.1,H74.2,H74.3,H74.4,H74.8,H74.9,H83.8,H83.9,H93.0,H93.3,H93.8,H93.9,H94.0*,H94.0*A52.1,H94.8*	H61.0; H61.1; H61.3; H61.8; H61.9; H73.8; H73.9; H74.0; H74.1; H74.2; H74.3; H74.4; H74.8; H74.9; H83.8; H83.9; H93.0; H93.3; H93.8; H93.9; H94.0; H94.8	H93.9	H	1	Muut sairaudet			7 Taudit ja sairaudet		T	keskikorvan polyyppi./kutistunut ja ahdas korvakäytävä	kartiolisäkkeentulehdus H74	Andra sjukdomar/diagnoser	H99	Ear/mastoid disease other	constricted external canal; narrow external canal; polyp of middle ear; stenosis external canal	mastoiditis H74				H99	2
K	Verenkiertoelimet	Verenkiertoelimet	Verenkiertoelimet	Cardiovascular					0						F				K	Cardiovascular						K	2
K01	Sydänperäinen kipu	Sydänperäinen kipu	Sydänperäinen kipu	Heart pain	R07.2	R07.2	R07.2	K	1				1 Oireet ja vaivat		T	sydänkipu	rintakipu määrittelemätön A11./ sydänkohtauksen pelko K24./ rintakipu K74./ rinnan kireys R29		K01	Heart pain	pain attributed to the heart	chest pain NOS A11; fear of heart attack K24; angina pectoris K74; chest tightness R29				K01	2
K02	Painon/puristuksen tunne sydänalassa	Painon/puristuksen tunne sydänalassa	Painon/puristuksen tunne sydänalassa	Pressure/tightness of heart	R07.2	R07.2	R07.2	K	1				1 Oireet ja vaivat		T	painon tunne rinnassa	rintakipu määrittelemätön A11./ sydänkohtauksen pelko K24./ rintakipu K74./ hapenloppumisen tunne / hengenahdistus R02		K02	Pressure/tightness of heart	heaviness of heart	chest pain NOS A11; fear of heart attack K24; angina pectoris K74; shortness of breath/dyspnoea R02				K02	2
K03	Verenkiertoperäinen kipu, muu	Verenkiertoperäinen kipu, muu	Verenkiertoperäinen kipu, muu	Cardiovascular pain NOS	R09.8	R09.8	R09.8	K	1				1 Oireet ja vaivat		T		sydämeen liittyvä kipu K01./ katkokävely K92./ migreeni N89		K03	Cardiovascular pain NOS		pain attributed to the heart K01; claudication K92; migraine N89				K03	2
K04	Sydämentykytys / sydämen lyöntien tuntuminen	Sydämentykytys / sydämen lyöntien tuntuminen	Sydämentykytys / sydämen lyöntien tuntuminen	Palpitations/awareness of heart	R00.0,R00.1#,R00.2	R00.0; R00.1; R00.2	R00.2	K	1				1 Oireet ja vaivat		T	tiheälyöntisyys./harvalyöntisyys	kohtauksittainen tiheälyöntisyys K79		K04	Palpitations/awareness of heart	bradycardia; tachycardia	paroxysmal tachycardia K79				K04	2
K05	Poikkeava/epäsäännöllinen pulssi, muu	Poikkeava/epäsäännöllinen pulssi, muu	Poikkeava/epäsäännöllinen pulssi, muu	Irregular heartbeat other	R00.8	R00.8	R00.8	K	1				1 Oireet ja vaivat		T		sydämentykytys K04		K05	Irregular heartbeat other		palpitations K04				K05	2
K06	Korostuneet laskimot	Korostuneet laskimot	Korostuneet laskimot	Prominent veins	I78.1,I78.10,I78.11,I78.19,I87.8	I78.1; I87.8	I87.8	K	1				1 Oireet ja vaivat		T	epätavallisen ulkonevat laskimot./hämähäkkiluomi	suonikohjut K95./ verisuoniluomi S81		K06	Prominent veins	spider naevus; unusually prominent veins	varicose veins K95; haemangioma S81				K06	2
K07	Nilkkaturvotus	Nilkkaturvotus	Nilkkaturvotus	Swollen ankles/oedema	R60.0,R60.1,R60.9	R60.0; R60.1; R60.9	R60.0	K	1				1 Oireet ja vaivat		T	nestekertymä./turvonneet jalat./vesipöhö	nilkkaoire L16./paikallinen turvotus S04		K07	Swollen ankles/oedema	dropsy; fluid retention; swollen feet/legs	ankle symptom L16; localized swelling S04				K07	2
K22	Sydän- ja verisuonisairauden riskitekijä	Sydän- ja verisuonisairauden riskitekijä	Sydän- ja verisuonisairauden riskitekijä	Risk factor cardiovascular disease	Z82.3,Z82.4,Z86.7	Z82.3; Z82.4; Z86.7	Z86.7	K	1				1 Oireet ja vaivat		T	sydän- ja verisuonisairaus aikaisemmin / suvussa tai muu riskitekijä			K22	Risk factor for cardiovascular disease	other risk factor for cardiovascular disease; personal/family history of cardiovascular disease; previous episode of cardiovascular disease					K22	2
K24	Huoli/pelko sydänsairaudesta	Huoli/pelko sydänsairaudesta	Huoli/pelko sydänsairaudesta	Fear of heart disease	Z71.1	Z71.1	Z71.1	K	1				1 Oireet ja vaivat	potilaan huoli/pelko sydänkohtauksesta tai muusta sydänsairaudesta ilman/ennen varmistettua diagnoosia	T	sydänkohtauksen pelko	jos potilaalla on sairaus, koodaa se		K24	Fear of heart disease	fear of heart attack	if patient has the disease, code the disease	concern about/fear of heart attack/disease in a patient without the disease/untill the diagnosis is proven			K24	2
K25	Huoli/pelko kohonn. verenpaineesta/vp-taudista	Huoli/pelko kohonn. verenpaineesta/vp-taudista	Huoli/pelko kohonneesta  verenpaineesta / verenpainetaudista	Fear of hypertension	Z71.1	Z71.1	Z71.1	K	1				1 Oireet ja vaivat	potilaan huoli/pelko verenpainetaudista ilman/ennen varmistettua diagnoosia	T		jos potilaalla on sairaus, koodaa se		K25	Fear of hypertension		if patient has the disease, code the disease	concern about/fear of hypertension in a patient without the disease/until the diagnosis is proven			K25	2
K27	Huoli/pelko verenkiertoel. muusta sairaudesta	Huoli/pelko verenkiertoel. muusta sairaudesta	Huoli/pelko verenkiertoelimistön muusta sairaudesta	Fear cardiovascular disease other	Z71.1	Z71.1	Z71.1	K	1				1 Oireet ja vaivat	potilaan huoli/pelko muusta verenkiertoelimistön sairaudesta ilman/ennen varmistettua diagnoosia	T		verenkiertoelimistön sairauden pelko K24./ verenpainetaudin pelko K25./ jos potilaalla on sairaus./luokittele se		K27	Fear of cardiovascular disease other		Fear of heart disease K24; Fear of hypertension K25; if patient has the disease, code the disease	concern about/fear of other disease of the circulatory system in a patient without the disease/until the diagnosis is proven			K27	2
K28	Toiminnanvajaus, verenkierron	Toiminnanvajaus, verenkierron	Toiminnanvajaus, verenkierron	Limited function/disability (K)	Z73.6	Z73.6, Z99.4	Z73.6	K	1			Ks. COOP/Wonca-taulukot toimintakyvyn kuvaamisessa (luku 8) kirjassa ICPC-2 Perusterveydenhuollon kansainvälinen luokitus (Kuntaliitto 2010)	1 Oireet ja vaivat	sydän- ja verenkiertoelimistön ongelmaan liittyvä toiminnanvajaus tai toiminnan rajoittuneisuus	T				K28	Limited function/disability (K)			limitation of function/disability due to a cardiovascular problem		The COOP/WONCA Charts are suitable for documenting the patient's functional status (see Chapter 8).	K28	2
K29	Muu oire/vaiva, verenkiertoelimistön	Muu oire/vaiva, verenkiertoelimistön	Muu oire/vaiva, verenkiertoelimistön	Cardiovascular sympt/complt other	R03.1,R09.8	R03.1; R09.8	R09.8	K	1				1 Oireet ja vaivat		T	alhainen verenpaine./heikko sydän./hypotonia./sydänongelma	nestettä rintaontelossa R82./ sinertävyys S08		K29	Cardiovascular symptom/complaint other	heart trouble; low blood pressure; weak heart	fluid in lung/lung congestion R29; pleural effusion/exudates R82; cyanosis S08				K29	2
K30	Verenkiertoelimet, Laaja tutkimus/arviointi	Verenkiertoelimet, Laaja tutkimus/arviointi	Verenkiertoelimet, Laaja terveydentilan arviointi/tarkastus	Cardiovascular, Medical examin/health eval complete				K	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				K30	Cardiovascular, Medical examination/health evaluation complete	complete examination of one body system or the whole body; complete check-up; well-baby exam; school health care exam for children/youth					K30	2
K31	Verenkiertoelimet, Suppea tutkimus/arviointi	Verenkiertoelimet, Suppea tutkimus/arviointi	Verenkiertoelimet, Suppea terveydentilan arviointi/tarkastus	Cardiovascular, Medical examin/health eval partial				K	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				K31	Cardiovascular, Medical examination/health evaluation partial	an examination focussed on a specific part of a body system; clinical screening of single health problems, e.g. heart auscultation or blood pressure measurement K31; or body temperature measurement A31					K31	2
K32	Verenkiertoelimet, Allergiatutkimus	Verenkiertoelimet, Allergiatutkimus	Verenkiertoelimet, Allergiatutkimus	Cardiovascular, Sensitivity test				K	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				K32	Cardiovascular, Sensitivity test	skin prick-test; patch test; Mantoux test; radioallergosorbent test (RAST) test; food challenge; methacholine challenge test	desensitisation -44	tests to detect/exclude allergy	blood test-34		K32	2
