CodeId,English_name,ICD10who_name
W68,Drowning and submersion in swimming-pool or bath,Drowning and submersion following fall into swimming-pool
Y07,Other maltreatment syndromes,Other maltreatment
Y57,Other and unspecified drugs and medicaments,Adverse effects in the therapeutic use of other and unspecified drugs and medicaments
Y58,Bacterial vaccines,Adverse effects in the therapeutic use of bacterial vaccines
Y59,Other and unspecified vaccines and biological substances,Adverse effects in the therapeutic use of other and unspecified vaccines and biological substances
Z28.1,Immunization not carried out because of patient's decision for reasons of belief and group pressure,Immunization not carried out because of patient's decision for reasons of belief or group pressure
Z31.2,In vitro fertilization,In vitrofertilization
Z45.0,Adjustment and management of cardiac pacemaker,Adjustment and management of cardiac devices
Z51.3,Blood transfusion without reported diagnosis,Blood transfusion (without reported diagnosis)
Z52.0,Bhood donor,Blood donor
Z74.0,Reduced mobility,Need for assistance due to reduced mobility
Z95.0,Presence of cardiac pacemaker,Presence of electronic cardiac devices
Z99.4,Dependence of artificial heart,Dependence on artificial heart
