TUTKIMUS,ALKU_PVM,LOPPU_PVM,TUTKIMUS_LYHENNE,TUTKIMUS_EALA,TUTKIMUS_NIMI,TUTKIMUS_TARKENNE,TUTKIMUS_TYYPPI,VASTAUSYKSIKKO,HUOMAUTUSKOODISTO,TUTKIMUS_LYHENNE_I
2736,05.10.2015,31.12.2300,S -Testo-V,KEM,"Testosteroni, vapaa",NULL,S,NULL,KEMIA,S-TESTO-V
2737,22.03.1991,31.12.1997,S -SHBG,KEM,Sukupuolihorm.sit.globuliini,NULL,Y,nmol/l,KEMIA,S-SHBG
2737,01.01.1998,24.02.2000,S -SHBG,KEM,Sukupuolihorm.sit.globuliini,NULL,Y,nmol/l,KEMIA,S-SHBG
2737,25.02.2000,09.12.2009,S -SHBG,KEM,Sukupuolihormoneja sitova glob,uliini,Y,nmol/l,KEMIA,S-SHBG
2737,10.12.2009,30.05.2016,5 -SHBG,KEM,Sukupuolihormoneja sitova glob,uliini,Y,nmol/l,KEMIA,5-SHBG
2737,31.05.2016,12.04.2018,S -SHBG,KEM,Sukupuolihormoneja sitova glob,uliini,Y,nmol/l,KEMIA,S-SHBG
2737,13.04.2018,31.12.2300,S -SHBG,KEM,Sukupuolihormoneja sitova glob,uliini,Y,nmol/l,KEMIA,S-SHBG
2738,01.08.1983,26.03.2007,S -ClteAb,MIK,"Clostridium tetani, vasta-aine",et,Y,IU/ml,MIKVAS,S-CLTEAB
2738,27.03.2007,14.06.2017,S -ClteAb,MIK,"Clostridium tetani, vasta-aine",et,Y,SPU/ml,MIKVAS,S-CLTEAB
2738,15.06.2017,31.12.2300,S -ClteAb,MIK,"Clostridium tetani, vasta-aine",et,Y,IU/ml,MIKVAS,S-CLTEAB
2743,02.03.1984,22.01.1992,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,mg/l,KEMIA,S-TIOSYAN
2743,23.01.1992,31.12.2000,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,mg/l,KEMIA,S-TIOSYAN
2743,01.01.2001,31.12.2003,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,umol/l,KEMIA,S-TIOSYAN
2743,01.01.2004,04.07.2008,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,umol/l,KEMIA,S-TIOSYAN
2743,05.07.2008,16.07.2009,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,umol/l,KEMIA,S-TIOSYAN
2743,17.07.2009,14.12.2009,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,umol/l,KEMIA,S-TIOSYAN
2743,15.12.2009,25.07.2011,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,umol/l,KEMIA,S-TIOSYAN
2743,26.07.2011,31.12.2300,S -Tiosyan,KEM,Tiosyanaatti,NULL,Y,umol/l,KEMIA,S-TIOSYAN
2744,01.08.1981,22.03.1993,S -Tobra,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOBRA
2744,23.03.1993,15.09.1998,S -Tobra,KEM,Tobramysiini,NULL,T,NULL,KEMIA,S-TOBRA
2744,16.09.1998,31.12.1999,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
2744,01.01.2000,14.06.2006,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
2744,15.06.2006,05.08.2009,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
2744,06.08.2009,14.12.2009,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
2744,15.12.2009,04.05.2010,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
2744,05.05.2010,31.12.2300,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
27440,22.03.1993,10.01.2002,S -TOB,KEM,Tobramysiini,NULL,Y,mg/l,KEMIA,S-TOB
2745,01.03.1988,10.11.1992,S -Toxo-Ab,MIK,"S -Toksoplasma,vasta-aineet",(EIA),S,NULL,BAKT,S-TOXO-AB
2749,01.03.1988,31.12.2300,S -ToxoAbG,MIK,"Toxoplasma, IgG vasta-aineet",NULL,Y,NULL,NULL,S-TOXOABG
275,22.09.1999,31.12.2300,S -Li,KEM,Litiumpaketti,NULL,P,NULL,KEMIA,S-LI
2750,01.03.1988,31.12.2300,S -ToxoAbM,MIK,"Toksoplasma, IgM vasta-aineet",NULL,Y,NULL,NULL,S-TOXOABM
2756,01.08.1981,10.04.1995,fS-Transf,KEM,Transferriini,NULL,Y,g/l,KEMIA,FS-TRANSF
2756,11.04.1995,15.09.1998,fS-Transf,MIK,Transferriini,NULL,Y,g/l,MIKVAS,FS-TRANSF
2756,16.09.1998,11.07.2001,fS-Transf,KEM,Transferriini,NULL,Y,g/l,KEMIA,FS-TRANSF
2756,12.07.2001,31.12.2300,fS-Transf,KEM,Transferriini,NULL,Y,g/l,KEMIA,FS-TRANSF
2759,21.01.1988,30.08.2006,S -TPHA,MIK,"Treponema pallidum, hemaggluti",naatio,Y,titteri,MIKVAS,S-TPHA
276,18.10.1999,31.12.2300,fP-Laktaat,KEM,Laktaattipaketti,NULL,P,NULL,KEMIA,FP-LAKTAAT
2761,22.05.1986,31.12.2300,Pt-TRH-LRH,KEM,TRH-LRH-koe,NULL,T,NULL,KEMIA,PT-TRH-LRH
2762,01.08.1981,31.12.2300,Pt-TRH-R1,KEM,Tyreotropiinin vapauttajahormo,"ni-koe, suppea",T,NULL,KEMIA,PT-TRH-R1
2763,01.08.1981,31.12.2300,Pt-TRH-R2,KEM,Tyreotropiinin vapauttajahormo,"ni-koe, laaja",T,NULL,KEMIA,PT-TRH-R2
2764,21.05.1999,24.11.2003,Fl-TrichNa,MIK,"Fl-Trichomonas ja hiiva, natii",vivalmiste,Y,NULL,MIKVAS,FL-TRICHNA
2764,25.11.2003,26.01.2005,Fl-TrichNa,MIK,"Fl-Trichomonas ja hiiva, natii",vivalmiste,Y,NULL,MIKVAS,FL-TRICHNA
2764,27.01.2005,31.12.2007,Fl-TriHiNa,MIK,"Trichomonas ja hiiva, natiiviv","almiste, emätinerite",Y,NULL,MIKVAS,FL-TRIHINA
2770,01.08.1981,23.03.1999,fP-Trigly,KEM,Triglyseridit,NULL,Y,mmol/l,KEMIA,FP-TRIGLY
2770,24.03.1999,30.12.2004,fS-Trigly,KEM,Triglyseridit,NULL,Y,mmol/l,KEMIA,FS-TRIGLY
2770,31.12.2004,31.12.2300,fS-Trigly,KEM,Triglyseridit,NULL,Y,mmol/l,KEMIA,FS-TRIGLY
2771,31.01.1994,31.12.2300,Pf-Trigly,KEM,Triglyseridit,NULL,Y,mmol/l,KEMIA,PF-TRIGLY
2772,01.08.1981,09.06.1995,S -T3,KEM,Trijodityroniini,NULL,Y,nmol/l,KEMIA,S-T3
2772,10.06.1995,04.11.1999,S -T3,KEM,Trijodityroniini,NULL,Y,nmol/l,KEMIA,S-T3
2774,07.08.1986,31.12.1993,S -T3r,KEM,"Trijodityroniini,käänteinen",NULL,Y,nmol/l,KEMIA,S-T3R
2775,21.11.1990,31.12.1994,S -T3-V,KEM,"Trijodityroniini, vapaa",NULL,Y,pmol/l,KEMIA,S-T3-V
2775,01.01.1995,02.01.1995,S -T3-V,KEM,"Trijodityroniini, vapaa",NULL,Y,pmol/l,KEMIA,S-T3-V
2775,03.01.1995,31.12.1998,S -T3-V,KEM,"Trijodityroniini, vapaa, dial",NULL,Y,pmol/l,KEMIA,S-T3-V
2775,01.01.1999,09.12.2002,S -T3-V,KEM,"Trijodityroniini, vapaa",NULL,Y,pmol/l,KEMIA,S-T3-V
2775,10.12.2002,01.12.2008,S -T3-V,KEM,"Trijodityroniini, vapaa",NULL,Y,pmol/l,MIKVAS,S-T3-V
2775,02.12.2008,31.12.2300,S -T3-V,KEM,"Trijodityroniini, vapaa",NULL,Y,pmol/l,KEMIA,S-T3-V
2776,01.08.1981,07.12.1992,S -T3U,KEM,"Trijodityroniini,sitoutumiskoe",NULL,Y,akt/nor,KEMIA,S-T3U
2777,01.04.1987,15.02.2004,S -TrikAb,MIK,"S -Trikiini,vasta-aineet",NULL,Y,LAUSUNT,MIKVAS,S-TRIKAB
2777,16.02.2004,31.12.2300,S -TrspAb,MIK,"Trichinella spiralis, vasta-ai",neet,Y,lausunto,MIKVAS,S-TRSPAB
2782,24.07.2002,15.06.2009,P -Trombai,KEM,Trombiiniaika,NULL,Y,Lausunto,KEMIA,P-TROMBAI
2782,16.06.2009,22.02.2010,P -Trombai,KEM,Trombiiniaika,NULL,Y,s,KEMIA,P-TROMBAI
2782,23.02.2010,19.06.2012,P -Trombai,KEM,Trombiiniaika,NULL,Y,s,KEMIA,P-TROMBAI
2782,20.06.2012,31.12.2300,P -Trombai,KEM,Trombiiniaika,NULL,Y,s,KEMIA,P-TROMBAI
2783,01.08.1981,23.04.2008,P -APTT,KEM,"Tromboplastiiniaika, aktivoitu",",partiaalinen",Y,sek,KEMIA,P-APTT
2783,24.04.2008,31.12.2300,P -APTT,KEM,"Tromboplastiiniaika, aktivoitu",",partiaalinen",Y,sek,KEMIA,P-APTT
279,24.02.2000,31.12.2300,P -Bil-L,KEM,"Bilirubiini, lapset, paketti",NULL,P,NULL,KEMIA,P-BIL-L
2791,01.08.1981,31.12.2003,B -Trom,KEM,Trombosyytit,NULL,Y,10E9/l,KEMIA,B-TROM
2791,01.01.2004,20.10.2004,B -Trom,KEM,Trombosyytit,NULL,Y,10E9/l,KEMIA,B-TROM
2791,21.10.2004,31.12.2300,B -Trom,KEM,Trombosyytit,NULL,Y,10E9/l,KEMIA,B-TROM
2794,02.07.1985,16.12.1993,T -CDW,KEM,"Trombosyytit, kokojakaumaind.",NULL,Y,%,KEMIA,T-CDW
2796,06.09.1983,01.07.2009,B -TAb-Ty,KEM,"Trombosyyttivasta-aineet, tyyp",itys,Y,Lausunto,KEMIA,B-TAB-TY
2796,02.07.2009,30.09.2019,B -TAb-Ty,KEM,"Trombosyyttivasta-aineet, tyyp",itys,S,NULL,KEMIA,B-TAB-TY
2796,01.10.2019,31.12.2300,B -TAb-Ty,KEM,"Trombosyyttivasta-aineet, tyyp",itys,S,NULL,KEMIA,B-TAB-TY
28,21.02.1993,27.11.2000,S -AST,MIK,S -Antistreptolysiinipaketti,NULL,P,NULL,MIKVAS,S-AST
280,28.02.2000,13.04.2005,S -TnI,KEM,"Troponiini I, paketti",NULL,P,NULL,KEMIA,S-TNI
2802,25.11.1988,01.06.2003,S -TrypAb,MIK,"S -Trypanosoma,vasta-aineet",NULL,Y,titteri,MIKVAS,S-TRYPAB
2806,11.08.1986,23.01.2006,fS-Tryps,KEM,Trypsiini,NULL,Y,ug/l,KEMIA,FS-TRYPS
2806,24.01.2006,06.10.2015,fS-Tryps,KEM,Trypsiini,NULL,Y,ug/l,KEMIA,FS-TRYPS
2806,07.10.2015,25.01.2017,fS-Tryps,KEM,Trypsiini,NULL,Y,ug/l,KEMIA,FS-TRYPS
2806,26.01.2017,31.12.2300,fS-Tryps,KEM,Trypsiini,NULL,Y,ug/l,KEMIA,FS-TRYPS
281,27.01.2000,20.04.2005,P -FIDD,KEM,Fibriinin D-dimeeri-paketti,NULL,P,NULL,KEMIA,P-FIDD
2812,01.01.1994,24.11.2003,-TbVi,MIK,"-Mycobacterium tubeculosis,",viljely,Y,NULL,MIKVAS,-TBVI
2812,25.11.2003,31.12.2300,-TbVi,MIK,"Mycobacterium tuberculosis, vi",ljely,Y,NULL,MIKVAS,-TBVI
2813,01.01.1994,24.11.2003,-TbVr,MIK,"-Mycobacterium tuberculosis,",värjäys,Y,NULL,MIKVAS,-TBVR
2813,25.11.2003,31.12.2300,-TbVr,MIK,"Mycobacterium tuberculosis, vä",rjäys,Y,NULL,MIKVAS,-TBVR
2814,07.12.1989,08.04.1992,S -Tubm-Ab,MIK,"S -Tubulustyvikalvo,",vasta-aineet,Y,titteri,IMMUN,S-TUBM-AB
2815,01.01.1994,31.03.2014,S -MorbAb,MIK,"Tuhkarokkovirus, vasta-aineet",NULL,S,NULL,MIKVAS,S-MORBAB
2815,01.04.2014,31.12.2300,S -MorbAb,MIK,"Tuhkarokkovirus, vasta-aineet",NULL,S,NULL,MIKVAS,S-MORBAB
2816,21.01.1988,31.12.2300,S -FrtuAb,MIK,"Francisella tularensis,",vasta-aineet,Y,titteri,MIKVAS,S-FRTUAB
2818,19.11.1984,09.08.1995,-Tula-Vi,MIK,"-Tularemia,viljely",NULL,Y,NULL,BAKT,-TULA-VI
2819,21.01.1988,30.01.1992,S -ANA-Ab,MIK,"S -Tuma,vasta-aineet",NULL,S,titteri,IMMUN,S-ANA-AB
2819,31.01.1992,17.03.2008,S -ANA,MIK,"Tuma, vasta-aineet",NULL,Y,titteri,MIKVAS,S-ANA
2819,18.03.2008,18.11.2019,S -ANA,MIK,"Tuma, vasta-aineet",NULL,Y,titteri,KEMIA,S-ANA
2819,19.11.2019,31.12.2300,S -ANA,MIK,"Tuma, vasta-aineet",NULL,Y,titteri,KEMIA,S-ANA
282,13.03.2000,31.12.2300,Sy-Sameus,KEM,"Sameus, nivelneste",NULL,Y,NULL,KEMIA,SY-SAMEUS
2828,15.08.1983,30.09.1996,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2828,01.10.1996,12.10.1997,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2828,13.10.1997,28.03.2006,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2828,29.03.2006,09.12.2009,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2828,10.12.2009,19.01.2016,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2828,20.01.2016,29.04.2019,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2828,30.04.2019,31.12.2300,S -Tygl,KEM,Tyreoglobuliini,NULL,Y,ug/l,KEMIA,S-TYGL
2829,21.01.1988,25.11.1992,S -Tygl-Ab,MIK,"S -Tyreoglobuliini,",vasta-aineet,Y,titteri,IMMUN,S-TYGL-AB
2829,26.11.1992,31.01.2006,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,titteri,MIKVAS,S-TYGLAB
2829,01.02.2006,01.02.2010,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,kU/l,MIKVAS,S-TYGLAB
2829,02.02.2010,14.12.2015,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,kU/l,MIKVAS,S-TYGLAB
2829,15.12.2015,21.12.2015,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,IU/ml,MIKVAS,S-TYGLAB
2829,22.12.2015,18.01.2016,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,kU/l,MIKVAS,S-TYGLAB
2829,19.01.2016,19.01.2016,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,IU/ml,MIKVAS,S-TYGLAB
2829,20.01.2016,31.12.2300,S -TyglAb,MIK,"Tyreoglobuliini, vasta-aineet",NULL,Y,IU/ml,MIKVAS,S-TYGLAB
283,13.03.2000,08.01.2020,Sy-Lymf,KEM,"Lymfosyytit, nivelneste",NULL,Y,%,KEMIA,SY-LYMF
283,09.01.2020,31.12.2300,Sy-Mononuk,KEM,"Mononukleaariset solut, niveln",este,Y,%,KEMIA,SY-MONONUK
2831,21.01.1988,25.11.1992,S -Tyms-Ab,MIK,"S -Tyreoideamikrosomi,",vasta-aineet,Y,titteri,IMMUN,S-TYMS-AB
2831,26.11.1992,31.12.2003,S -TymsAb,MIK,"S -Tyreoideamikrosomi,vasta-ai",neet,Y,titteri,MIKVAS,S-TYMSAB
2832,01.08.1981,15.07.2002,S -TSH,KEM,Tyreotropiini,NULL,Y,mU/l,MIKVAS,S-TSH
2832,16.07.2002,31.12.2300,S -TSH,KEM,Tyreotropiini,NULL,Y,mU/l,MIKVAS,S-TSH
2834,01.08.1981,31.07.1997,S -T4,KEM,Tyroksiini,NULL,Y,nmol/l,KEMIA,S-T4
2835,15.08.1983,14.04.2003,S -TBG,KEM,Tyroksiinia sitova globuliini,NULL,Y,mg/l,KEMIA,S-TBG
2835,15.04.2003,25.07.2011,S -TBG,KEM,Tyroksiinia sitova globuliini,NULL,Y,nmol/l,KEMIA,S-TBG
2835,26.07.2011,02.01.2014,S -TBG,KEM,Tyroksiinia sitova globuliini,NULL,Y,mg/l,KEMIA,S-TBG
2835,03.01.2014,25.04.2016,S -TBG,KEM,Tyroksiinia sitova globuliini,NULL,Y,nmol/l,KEMIA,S-TBG
2835,26.04.2016,31.12.2300,S -TBG,KEM,Tyroksiinia sitova globuliini,NULL,Y,nmol/l,KEMIA,S-TBG
2836,03.01.1985,07.06.1995,S -T4-V,KEM,"Tyroksiini,vapaa",NULL,Y,pmol/l,KEMIA,S-T4-V
2836,08.06.1995,08.02.1998,S -T4-V,KEM,"Tyroksiini,vapaa",NULL,Y,pmol/l,KEMIA,S-T4-V
2836,09.02.1998,31.12.2300,S -T4-V,KEM,"Tyroksiini, vapaa",NULL,Y,pmol/l,MIKVAS,S-T4-V
284,13.03.2000,31.12.2300,Sy-MuutSol,KEM,"Muut solut, nivelneste",NULL,Y,%,KEMIA,SY-MUUTSOL
2849,13.03.2000,31.12.2300,Sy-UNäkö-O,KEM,"Ulkonäkö (kval), nivelneste",NULL,S,NULL,KEMIA,SY-UNÄKÖ-O
285,13.03.2000,08.01.2020,Bu-Gran,KEM,"Granulosyytit, bursaneste",NULL,Y,%,KEMIA,BU-GRAN
285,09.01.2020,31.12.2300,Bu-Neut+Eo,KEM,"Neutrofiilit+Eosinofiilit, bur",saneste,Y,%,KEMIA,BU-NEUT+EO
2852,29.11.2016,31.12.2300,Pt-PEF,KEM,Uloshengityksen huippuvirtaus,NULL,Y,NULL,KEMIA,PT-PEF
2858,30.11.2016,31.12.2300,Pt-PEF-Seu,KEM,PEF-seuranta,NULL,Y,NULL,KEMIA,PT-PEF-SEU
2859,29.11.2016,31.12.2300,Pt-PEF-Seu,KEM,PEF-seuranta,NULL,Y,NULL,KEMIA,PT-PEF-SEU
286,13.03.2000,31.12.2300,Bu-Lymf,KEM,"Lymfosyytit, bursaneste",NULL,Y,%,KEMIA,BU-LYMF
2860,29.11.2016,31.12.2300,Pt-PEF-Työ,KEM,"Uloshengityksen huippuvirtaus,","sarjamittaus, työ",Y,NULL,KEMIA,PT-PEF-TYÖ
287,13.03.2000,31.12.2300,Bu-MuutSol,KEM,"Muut solut, bursaneste",NULL,Y,%,KEMIA,BU-MUUTSOL
288,13.03.2000,31.12.2300,Pf-MuutSol,KEM,"Muut solut, pleuraneste",NULL,Y,%,KEMIA,PF-MUUTSOL
2883,01.08.1981,02.08.1999,dU-Uraat,KEM,Uraatti,NULL,S,mmol,KEMIA,DU-URAAT
2883,03.08.1999,31.12.2300,dU-Uraat,KEM,"Uraatti, vuorokausivirtsa",NULL,P,NULL,KEMIA,DU-URAAT
28830,03.12.1990,02.08.1999,dU-Uraat,KEM,Uraatti,NULL,L,mmol,KEMIA,DU-URAAT
28830,03.08.1999,31.12.2300,dU-Uraat,KEM,Uraatti,NULL,L,mmol,KEMIA,DU-URAAT
2884,01.11.1988,30.12.2004,S -Uraat,KEM,Uraatti,NULL,Y,mmol/l,KEMIA,S-URAAT
2884,31.12.2004,13.02.2007,S -Uraat,KEM,Uraatti,NULL,Y,mmol/l,KEMIA,S-URAAT
2884,14.02.2007,31.12.2300,S -Uraat,KEM,Uraatti,NULL,Y,umol/l,KEMIA,S-URAAT
2886,03.12.1990,02.08.1999,U -Uraat,KEM,Uraatti,NULL,Y,mmol/l,KEMIA,U-URAAT
2886,03.08.1999,31.12.2300,U -Uraat,KEM,Uraatti,NULL,Y,mmol/l,KEMIA,U-URAAT
28860,02.08.1999,31.12.2300,U -Uraat,KEM,Uraatti,NULL,Y,mmol/l,KEMIA,U-URAAT
2887,01.08.1981,07.09.1999,dU-Urea,KEM,Urea,NULL,S,mmol,KEMIA,DU-UREA
2887,08.09.1999,31.12.2300,dU-Urea,KEM,"Urea, vuorokausivirtsa",NULL,P,NULL,KEMIA,DU-UREA
28870,03.12.1990,07.09.1999,dU-Urea,KEM,Urea,NULL,L,mmol,KEMIA,DU-UREA
28870,08.09.1999,31.12.2300,dU-Urea,KEM,Urea,NULL,L,mmol,KEMIA,DU-UREA
2888,01.08.1981,30.12.2004,fS-Urea,KEM,Urea,NULL,Y,mmol/l,KEMIA,FS-UREA
2888,31.12.2004,31.12.2300,fS-Urea,KEM,Urea,NULL,Y,mmol/l,KEMIA,FS-UREA
289,20.05.1982,31.12.2300,U -Gluk-M,KEM,"Glukoosi,määrä",NULL,L,g/keräy,KEMIA,U-GLUK-M
2890,03.12.1990,07.09.1999,U -Urea,KEM,Urea,NULL,Y,mmol/l,KEMIA,U-UREA
2890,08.09.1999,31.12.2300,U -Urea,KEM,Urea,NULL,Y,mmol/l,KEMIA,U-UREA
28900,06.09.1999,31.12.2300,U -Urea,KEM,Urea,NULL,Y,mmol/l,KEMIA,U-UREA
2892,01.08.1981,22.07.2002,Pt-Urea-Cl,KEM,Urean poistuma,NULL,Y,ml/s,KEMIA,PT-UREA-CL
29,21.10.1993,20.04.2005,P -Fibr,KEM,Hyytymispaketti -Fibrinogeeni,NULL,P,NULL,KEMIA,P-FIBR
290,17.05.1999,21.05.2000,U -Bakt,KEM,Bakteerit,NULL,Y,E6/l,KEMIA,U-BAKT
290,22.05.2000,31.12.2300,U -Bakt,KEM,Bakteerit,NULL,Y,Arvio,VIRTSA,U-BAKT
2900,09.11.1995,22.07.2002,U -UBG-O,KEM,Urobilinogeeni (kval),NULL,Y,Arvio,KEMIA,U-UBG-O
2901,01.08.1981,01.06.1994,U -Uropep,KEM,Uropepsinogeeni,NULL,Y,U/tunti,KEMIA,U-UROPEP
2902,01.08.1981,01.06.1994,dU-Uporf,KEM,Uroporfyriinit,NULL,Y,nmol,KEMIA,DU-UPORF
2902,02.06.1994,31.12.2300,dU-Uporf,KEM,"Uroporfyriinit, vuorokausivirt",sa,Y,nmol,KEMIA,DU-UPORF
2905,18.02.1994,31.12.2300,E -PBGD,KEM,Porfobilinogeenideaminaasi,NULL,Y,pmol/h/,KEMIA,E-PBGD
2907,01.08.1981,31.12.2300,B -Vakuly,KEM,"Lymfosyytit, vakuolisoituneet",NULL,Y,Arvio,KEMIA,B-VAKULY
291,17.05.1999,21.05.2000,U -Levyepi,KEM,Levyepiteelit,NULL,Y,E6/l,KEMIA,U-LEVYEPI
291,22.05.2000,31.12.2300,U -LevyEp,KEM,Levyepiteelit,NULL,Y,kpl/nk,VIRTSA,U-LEVYEP
292,17.05.1999,31.12.2300,U -OsmEst,KEM,Osmolaliteetin estimaatti,NULL,Y,mOsm/kg,VIRTSA,U-OSMEST
2923,01.01.1994,31.12.2300,S -VZVAb,MIK,"Vesirokkovirus, vasta-aineet",NULL,S,NULL,MIKVAS,S-VZVAB
293,17.05.1999,31.12.2300,U -Eryt,KEM,Erytrosyytit,NULL,Y,E6/l,KEMIA,U-ERYT
2932,15.08.1983,31.12.1998,fP-VIP,KEM,Vasoakt.intest.peptidi,NULL,Y,pmol/l,KEMIA,FP-VIP
2932,01.01.1999,25.04.2016,fP-VIP,KEM,Vasoaktiivinen intestinaalinen,peptidi,Y,pmol/l,KEMIA,FP-VIP
2932,26.04.2016,14.09.2017,fP-VIP,KEM,Vasoaktiivinen intestinaalinen,peptidi,Y,pmol/l,KEMIA,FP-VIP
2932,15.09.2017,31.12.2300,fP-VIP,KEM,Vasoaktiivinen intestinaalinen,peptidi,Y,pmol/l,KEMIA,FP-VIP
2935,01.10.1991,08.03.1997,B -XKoe,KEM,Veren sopivuuskoe,NULL,Y,Lausunto,KEMIA,B-XKOE
2935,09.03.1997,15.04.1997,B -XKoe,KEM,Veren sopivuuskoe,NULL,S,Lausunto,KEMIA,B-XKOE
2935,16.04.1997,31.12.2300,B -XKoe,KEM,Veren sopivuuskoe,NULL,Y,Lausunto,KEMIA,B-XKOE
29350,09.03.1997,16.04.1997,TUOTEKOODI,KEM,"Tuotekoodi, sopivuuskoe",NULL,Y,NULL,KEMIA,TUOTEKOODI
29351,09.03.1997,16.04.1997,TuYKSNRO,KEM,"Tuoteyksikkönumero, sopivuusko",NULL,Y,NULL,KEMIA,TUYKSNRO
29352,09.03.1997,16.04.1997,KOETULOS,KEM,Sopivuuskokeen tulos (Sopii/Ei,NULL,Y,NULL,KEMIA,KOETULOS
2939,27.12.2000,03.05.2004,Pt-RR,KEM,Verenpaine,NULL,Y,mmHg,KEMIA,PT-RR
2939,04.05.2004,31.12.2300,Pt-RR,KEM,Verenpaine,NULL,Y,mmHg,KEMIA,PT-RR
294,15.02.1999,31.12.2300,Sa-Karba,KEM,"Karbamatsepiinipaketti, sylki",NULL,P,NULL,KEMIA,SA-KARBA
2943,01.08.1981,30.09.1993,F -Veri-O1,KEM,"Veri (kval,Fecatwin)",NULL,Y,Arvio,KEMIA,F-VERI-O1
2943,01.10.1993,23.03.1999,F -Hb-O1,KEM,"Hemoglobiini (kval, Fecatwin)",NULL,Y,Arvio,KEMIA,F-HB-O1
2943,24.03.1999,10.01.2002,F -Hb-O1,KEM,"Hemoglobiini (kval, Fecatwin)",NULL,Y,Arvio,KEMIA,F-HB-O1
2947,25.04.1996,31.12.2300,U -Veri-O,KEM,Veri (kval),NULL,Y,Arvio,KEMIA,U-VERI-O
295,26.03.1999,22.07.2002,U -Seula3,KEM,Kemiallinen seulonta 3,NULL,S,NULL,KEMIA,U-SEULA3
2951,01.08.1981,08.03.1997,E -ABORh,KEM,Veriryhmä ja Rh,NULL,S,NULL,KEMIA,E-ABORH
2951,09.03.1997,31.12.2014,E -ABORh,KEM,Veriryhmä ja Rh,NULL,S,NULL,KEMIA,E-ABORH
2951,01.01.2015,31.12.2300,E -ABORh,KEM,Veriryhmä ja Rh,NULL,S,NULL,KEMIA,E-ABORH
29510,19.12.1990,08.03.1997,E -ABO-Rh,KEM,Veriryhmä ja Rh,NULL,Y,NULL,KEMIA,E-ABO-RH
29510,09.03.1997,31.12.2300,E -ABO-Rh,KEM,Veriryhmä ja Rh,NULL,Y,NULL,KEMIA,E-ABO-RH
2952,15.06.2009,31.12.2019,P -Isoaggl,KEM,Isoagglutiniinititteri,NULL,S,NULL,KEMIA,P-ISOAGGL
2953,15.05.1983,08.03.1997,S -VRAb-O,KEM,"Veriryhmävasta-aineet,seulonta",NULL,S,NULL,KEMIA,S-VRAB-O
2953,09.03.1997,12.05.1998,S -VRAb-O,KEM,"Veriryhmävasta-aineet,seulonta",NULL,S,NULL,KEMIA,S-VRAB-O
2953,13.05.1998,14.04.2002,S -VRAb-O,KEM,"Veriryhmävasta-aineet,seulonta",NULL,S,NULL,KEMIA,S-VRAB-O
2953,15.04.2002,31.12.2014,P -VRAb-O,KEM,"Veriryhmävasta-aineet, seulont",a,S,NULL,KEMIA,P-VRAB-O
2953,01.01.2015,31.12.2300,P -VRAb-O,KEM,"Veriryhmävasta-aineet, seulont",a,S,NULL,KEMIA,P-VRAB-O
29530,19.12.1990,08.03.1997,S -VerAb-O,KEM,"Veriryhmävasta-aineet,seulonta",NULL,Y,Arvio,KEMIA,S-VERAB-O
29530,09.03.1997,31.12.2300,P -VRAb-O,KEM,"Veriryhmävasta-aineet,seulonta",NULL,Y,Arvio,KEMIA,P-VRAB-O
2955,20.11.1990,08.03.1997,S -VRAbTu1,KEM,"Veriryhmävasta-aineet,tunnist",NULL,S,NULL,KEMIA,S-VRABTU1
