CodeId,ShortName,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,Code1,Code2,English_name,ICD10who_code,exists_in_ICD10who,ICD10who_name,English_name_match_level,ICD10who_match_level
G05.1*B02.0,"Vyöruusu, enkefal/myeliitti",Vyöruusuun liittyvä aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.1,B02.0,Zoster encephalitis,G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.1*B05.0,Tuhkarokko.enkefal/myeliitti,Tuhkarokon jälkeinen aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.1,B05.0,"Encephalitis, myelitis or encephalomyelitis (in) measles",B05.0+,TRUE,Measles complicated by encephalitis,38,match_longName
G05.1*B06.0,Vihurirokko.enkefal/myeliitti,Vihurirokkoviruksen aiheuttama aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.1,B06.0,Rubella encephalitis,G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.1*B25.8,CMV enkefal/myeliitti,Sytomegalovirusinfektioon liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,G05*,3,1900-01-01,2020-12-31,G05.1,B25.8,"Encephalitis, myelitis or encephalomyelitis (in) cytomegaloviral",G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.1*B26.2,Sikotauti enkefal/myeliitti,Sikotaudin aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.1,B26.2,Mumps encephalitis,G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.1*J09,"Influenssa enkefal/myeliitti, aih.tiet.tunn.vir.","Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, aiheuttaja tietyt tunnistetut virustyypit",G05*,3,2010-01-01,2020-12-31,G05.1,J09,NA,G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.1*J10.8,"Influessa.enkefal/myeliitti,muu.tunn.virus","Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, muu tunnistettu influenssavirus",G05*,3,1900-01-01,2020-12-31,G05.1,J10.8,NA,G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.1*J11.8,"Influessa.enkef/myel, ei varm","Influenssaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus, tunnistamaton virus",G05*,3,1900-01-01,2020-12-31,G05.1,J11.8,NA,G05.1,FALSE,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",NA,match_first_code
G05.2*,Muu inf/loist.enkefal/myeliitt,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus muualla luokitetun muun tartunta- tai loistautiin yhteydessä",G05*,3,1900-01-01,2020-12-31,G05.2,NA,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",G05.2*,TRUE,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",0,match_one_code_removing_mark
G05.2*B57.4,"Chagas, .enkefal/myeliitt",Pitkäaikaiseen Chagasin tautiin liittyvä aivotulehdus ja/tai selkäydintulehdus,G05*,3,1900-01-01,2020-12-31,G05.2,B57.4,"Encephalitis, myelitis or encephalomyelitis in Chagas' disease (chronic)",G05.2,FALSE,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",NA,match_first_code
G05.2*B58.2,Toksoplasm.enkefal/myeliitt,Toksoplasmoosiin liittyvä aivokalvo-aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.2,B58.2,Toxoplasma meningoencephalitis,G05.2,FALSE,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",NA,match_first_code
G05.2*B60.2,Prim. ameban.enkefal/myeliitt,Primaarinen ameban aiheuttama aivokalvo-aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.2,B60.2,Primary amoebic meningoencephalitis+,G05.2,FALSE,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",NA,match_first_code
G05.2*B83.2,Eos. enkefal/myeliitt,Eosinofiilinen aivokalvo-aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.2,B83.2,Eosinophilic meningoencephalitis+,G05.2,FALSE,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",NA,match_first_code
G05.8*,Muu sair.liitt.enkefal/myeliit,"Aivotulehdus, selkäydintulehdus tai aivo-selkäydintulehdus muualla luokitetun muun sairauden yhteydessä",G05*,3,1900-01-01,2020-12-31,G05.8,NA,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",G05.8*,TRUE,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",0,match_one_code_removing_mark
G05.8*M32.1,SLE enkefal/myeliit,Systeemiseen lupus erythematosukseen (SLE) liittyvä aivotulehdus,G05*,3,1900-01-01,2020-12-31,G05.8,M32.1,Encephalitis in systemic lupus erythematosus,G05.8,FALSE,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",NA,match_first_code
G06,Abscess.intracranial/-spinal,Kallonsisäinen tai selkärangansisäinen märkäkertymä tai granulooma,G00-G09,2,1900-01-01,2020-12-31,G06,NA,Intracranial and intraspinal abscess and granuloma,G06,TRUE,Intracranial and intraspinal abscess and granuloma,0,match_exactly
G06.0,Kallonsisäinen abskess/granulo,Kallonsisäinen märkäkertymä tai granulooma,G06,3,1900-01-01,2020-12-31,G06.0,NA,Intracranial abscess and granuloma,G06.0,TRUE,Intracranial abscess and granuloma,0,match_exactly
G06.1,Intraspinal.abskess/granuloom,Selkärangansisäinen märkäkertymä tai granulooma,G06,3,1900-01-01,2020-12-31,G06.1,NA,Intraspinal abscess and granuloma,G06.1,TRUE,Intraspinal abscess and granuloma,0,match_exactly
G06.2,Ekstra/subduraal.abskessi NAS,Määrittämätön kovakalvon ulkopuolinen tai kovakalvonalainen märkäkertymä,G06,3,1900-01-01,2020-12-31,G06.2,NA,"Extradural and subdural abscess, unspecified",G06.2,TRUE,"Extradural and subdural abscess, unspecified",0,match_exactly
G07*,Muu sair.intracran/spin.abskes,Kallonsisäinen tai selkärangansisäinen märkäkertymä tai granulooma muualla luokitetun sairauden yhteydessä,G00-G09,2,1900-01-01,2020-12-31,G07,NA,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,G07*,TRUE,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,0,match_one_code_removing_mark
G07*A06.6,Ameban aiheuttama aivopaise,Ameban aiheuttama aivopaise,G00-G09,2,1900-01-01,2020-12-31,G07,A06.6,Amoebic brain abscess,G07,FALSE,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,NA,match_first_code
G07*A17.1,Aivokalvojen tuberkulooma,Aivokalvojen tuberkulooma,G00-G09,2,1900-01-01,2020-12-31,G07,A17.1,Meningeal tuberculoma,G07,FALSE,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,NA,match_first_code
G07*A17.8,Aivojen tuberkuloosi,Aivojen tuberkuloosi,G00-G09,2,1900-01-01,2020-12-31,G07,A17.8,Tuberculoma or tuberculosis of brain or spinal cord,G07,FALSE,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,NA,match_first_code
G07*A54.8,Gonokokin aiheuttama aivopaise,Gonokokin aiheuttama aivopaise,G00-G09,2,1900-01-01,2020-12-31,G07,A54.8,Gonococcal brain abscess+,G07,FALSE,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,NA,match_first_code
G07*B65.9,Skistosom.liitt aivogranulooma,Määrittämättömään skistosomiaasiin liittyvä aivogranulooma,G00-G09,2,1900-01-01,2020-12-31,G07,B65.9,Schistosomiasis granuloma of brain,G07,FALSE,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,NA,match_first_code
G08,Intracran.fleb/tromboflebiitti,Kallonsisäinen tai selkärangansisäinen laskimotulehdus tai laskimontukkotulehdus,G00-G09,2,1900-01-01,2020-12-31,G08,NA,Intracranial and intraspinal phlebitis and thrombophlebitis,G08,TRUE,Intracranial and intraspinal phlebitis and thrombophlebitis,0,match_exactly
G09,Keskusherm.tulehd.myöhäisvaik,Keskushermoston tulehdussairauksien myöhäisvaikutukset,G00-G09,2,1900-01-01,2020-12-31,G09,NA,Sequelae of inflammatory diseases of central nervous system,G09,TRUE,Sequelae of inflammatory diseases of central nervous system,0,match_exactly
G10,Huntingtonin tauti,Huntingtonin tauti,G10-G13,2,1900-01-01,2020-12-31,G10,NA,Huntington's disease,G10,TRUE,Huntington disease,2,match_exactly
G10-G13,Keskusherm. syst. atrofiat,Primaarisesti keskushermostoon kohdistuvat systeemiset surkastumissairaudet,G00-G99,1,1900-01-01,2020-12-31,G10,G13,Systemic atrophies primarily affecting the central nervous system,NA,FALSE,NA,NA,classification_code
G10+F02.29,"Huntington dem,ei tietoa liit",Huntingtonin tautiin liittyvä dementia ei tietoa liitännäisoireista,G10-G13,2,1900-01-01,2020-12-31,G10,F02.29,NA,G10,FALSE,Huntington disease,NA,match_first_code
G11,Perinnöllinen ataksia,Perinnöllinen ataksia,G10-G13,2,1900-01-01,2020-12-31,G11,NA,Hereditary ataxia,G11,TRUE,Hereditary ataxia,0,match_exactly
G11.0,Synnynnäinen ei-etenevä ataks,Synnynnäinen ei-etenevä ataksia,G11,3,1900-01-01,2020-12-31,G11.0,NA,Congenital nonprogressive ataxia,G11.0,TRUE,Congenital nonprogressive ataxia,0,match_exactly
G11.00,Pikkuaivojen dysplasia/aplasia,Pikkuaivojen dysplasia and aplasia,G11.0,4,1900-01-01,2020-12-31,G11.00,NA,Cerebellar dysplasia and aplasia,G11.0,FALSE,Congenital nonprogressive ataxia,NA,match_first_code_parent
G11.01,Joubert oireyhtymä,Joubert oireyhtymä,G11.0,4,1900-01-01,2020-12-31,G11.01,NA,Joubert syndrome,G11.0,FALSE,Congenital nonprogressive ataxia,NA,match_first_code_parent
G11.02,Epätasapaino-oireyhtymä,Epätasapaino-oireyhtymä,G11.0,4,1900-01-01,2020-12-31,G11.02,NA,Dysequilibrium syndrome,G11.0,FALSE,Congenital nonprogressive ataxia,NA,match_first_code_parent
G11.08,Muu synnynn.ei-etenevä ataksia,Muu synnynnäinen ei-etenevä ataksia,G11.0,4,1900-01-01,2020-12-31,G11.08,NA,Congenital nonprogressive ataxia,G11.0,FALSE,Congenital nonprogressive ataxia,NA,match_first_code_parent
G11.10,Pikkuaivoataks+jännerefl.säily,"Varhain alkava pikkuaivoataksia, jossa jännerefleksit säilyvät",G11,3,1900-01-01,2020-12-31,G11.10,NA,Early-onset cerebellar ataxia with retained tendon reflexes,G11.1,FALSE,Early-onset cerebellar ataxia,NA,match_first_code_parent
G11.11,Friedreichin ataksia,[Autosomissa peittyvästi periytyvä] Friedreichin ataksia,G11,3,1900-01-01,2020-12-31,G11.11,NA,Friedreich's ataxia (autosomal recessive),G11.1,FALSE,Early-onset cerebellar ataxia,NA,match_first_code_parent
G11.12,Pikkuaivoataksia+myoklonia,Varhain alkava pikkuaivoataksia ja myoklonia (Huntin ataksia),G11,3,1900-01-01,2020-12-31,G11.12,NA,Early-onset cerebellar ataxia with myoclonus [Hunt's ataxia],G11.1,FALSE,Early-onset cerebellar ataxia,NA,match_first_code_parent
G11.13,Marinesco-Sjögrenin oireyhtymä,Marinesco-Sjögrenin oireyhtymä,G11,3,1900-01-01,2020-12-31,G11.13,NA,Marinesco-Sjögren syndrome,G11.1,FALSE,Early-onset cerebellar ataxia,NA,match_first_code_parent
G11.14,Pikkuaivoataksia+essent vapina,Varhain alkava pikkuaivoataksia ja essentiaalinen vapina,G11,3,1900-01-01,2020-12-31,G11.14,NA,Early-onset cerebellar ataxia with essential tremor,G11.1,FALSE,Early-onset cerebellar ataxia,NA,match_first_code_parent
G11.18,Muu varh.alk.pikkuaivoataksia,Muu varhain alkava pikkuaivoataksia,G11,3,1900-01-01,2020-12-31,G11.18,NA,Early-onset cerebellar ataxia,G11.1,FALSE,Early-onset cerebellar ataxia,NA,match_first_code_parent
G11.2,Myöhään alk.pikkuaivoataksia,Myöhään alkava pikkuaivoataksia,G11,3,1900-01-01,2020-12-31,G11.2,NA,Late-onset cerebellar ataxia,G11.2,TRUE,Late-onset cerebellar ataxia,0,match_exactly
G11.3,DNA:n korj.def.+pikkuaivoataks,Puutteelliseen DNA:n korjaukseen liittyvä pikkuaivoataksia,G11,3,1900-01-01,2020-12-31,G11.3,NA,Cerebellar ataxia with defective DNA repair,G11.3,TRUE,Cerebellar ataxia with defective DNA repair,0,match_exactly
G11.4,Perinn. spastinen paraplegia,Perinnöllinen spastinen paraplegia,G11,3,1900-01-01,2020-12-31,G11.4,NA,Hereditary spastic paraplegia,G11.4,TRUE,Hereditary spastic paraplegia,0,match_exactly
G11.8,Muu perinn.ataksia,Muu perinnöllinen ataksia,G11,3,1900-01-01,2020-12-31,G11.8,NA,Other hereditary ataxias,G11.8,TRUE,Other hereditary ataxias,0,match_exactly
G11.9,Perinnöllinen ataksia NAS,Määrittämätön perinnöllinen ataksia,G11,3,1900-01-01,2020-12-31,G11.9,NA,"Hereditary ataxia, unspecified",G11.9,TRUE,"Hereditary ataxia, unspecified",0,match_exactly
G12,"Spin.lihasatrofia,ym.sdr:t",Spinaalinen lihasatrofia ja lähisukuiset oireyhtymät,G10-G13,2,1900-01-01,2020-12-31,G12,NA,Spinal muscular atrophy and related syndromes,G12,TRUE,Spinal muscular atrophy and related syndromes,0,match_exactly
G12.0,"Laps.spin.lihasatrof, tyyppi I","Lapsuuden spinaalinen lihasatrofia, tyyppi I (Werdnig-Hoffmann)",G12,3,1900-01-01,2020-12-31,G12.0,NA,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",G12.0,TRUE,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",0,match_exactly
G12.1,Muu perinn.spin.lihasatrofia,Muu perinnöllinen spinaalinen lihasatrofia,G12,3,1900-01-01,2020-12-31,G12.1,NA,Other inherited spinal muscular atrophy,G12.1,TRUE,Other inherited spinal muscular atrophy,0,match_exactly
G12.2,Motoneuronisairaus,Motoneuronisairaus,G12,3,1900-01-01,2020-12-31,G12.2,NA,Motor neuron disease,G12.2,TRUE,Motor neuron disease,0,match_exactly
G12.8,Muu spin.lihasatrof/lähein.sdr,Muu spinaalinen lihasatrofia ja lähisukuinen oireyhtymä,G12,3,1900-01-01,2020-12-31,G12.8,NA,Other spinal muscular atrophies and related syndromes,G12.8,TRUE,Other spinal muscular atrophies and related syndromes,0,match_exactly
G12.9,Spinaalinen lihasatrofia NAS,Määrittämätön spinaalinen lihasatrofia,G12,3,1900-01-01,2020-12-31,G12.9,NA,"Spinal muscular atrophy, unspecified",G12.9,TRUE,"Spinal muscular atrophy, unspecified",0,match_exactly
G13*,"Muu sair.,CNS syst.surkastumat","Muualla luokitettuihin sairauksiin liittyvät, pääasiallisesti keskushermoston systeemiset surkastumat",G10-G13,2,1900-01-01,2020-12-31,G13,NA,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,G13*,TRUE,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,0,match_one_code_removing_mark
G13.0*,Paraneopl.neuromyo/neuropatia,Paraneoplastinen hermo-lihassairaus tai hermosairaus,G13*,3,1900-01-01,2020-12-31,G13.0,NA,Paraneoplastic neuromyopathy and neuropathy,G13.0*,TRUE,Paraneoplastic neuromyopathy and neuropathy,0,match_one_code_removing_mark
G13.1*,Muu kasvainsair.CNS syst.atrof,"Muu kasvainsairauksiin liittyvä, ensisijaisesti keskushermostoon kohdistuva systeeminen atrofia",G13*,3,1900-01-01,2020-12-31,G13.1,NA,Other systemic atrophy primarily affecting central nervous system in neoplastic disease,G13.1*,TRUE,Other systemic atrophy primarily affecting central nervous system in neoplastic disease,0,match_one_code_removing_mark
G13.2*,"Myksedeema,keskusherm.atrofia","Myksödeemaan liittyvä, ensisijaisesti keskushermostoon kohdistuva systeeminen atrofia",G13*,3,1900-01-01,2020-12-31,G13.2,NA,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1, E03)",G13.2*,TRUE,Systemic atrophy primarily affecting central nervous system in myxoedema,13,match_one_code_removing_mark
G13.2*E00.1,"Myksed,jodip,keskusherm.atrofi","Jodinpuutteen aiheuttamaan myksödeemaan liittyvä, ensisijaisesti keskushermostoon kohdistuva systeeminen atrofia",G13*,3,1900-01-01,2020-12-31,G13.2,E00.1,Systemic atrophy primarily affecting central nervous system in myxoedema,G13.2,FALSE,Systemic atrophy primarily affecting central nervous system in myxoedema,NA,match_first_code
G13.2*E03.9,"Myksed.hypoth.,keskusherm.atro","Määrittämättömään kilpirauhasen vajaatoimintaan liittyvä, ensisijaisesti keskushermostoon kohdistuva systeeminen atrofia",G13*,3,1900-01-01,2020-12-31,G13.2,E03.9,Systemic atrophy primarily affecting central nervous system in myxoedema,G13.2,FALSE,Systemic atrophy primarily affecting central nervous system in myxoedema,NA,match_first_code
G13.8*,Muihin sair.liitt.CNS atrofia,Ensisijaisesti keskushermostoon kohdistuva systeeminen atrofia muualla luokitetun muun sairauden yhteydessä,G13*,3,1900-01-01,2020-12-31,G13.8,NA,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,G13.8*,TRUE,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,0,match_one_code_removing_mark
G20,Parkinsonin tauti,Parkinsonin tauti,G20-G26,2,1900-01-01,2020-12-31,G20,NA,Parkinson's disease,G20,TRUE,Parkinson disease,2,match_exactly
G20-G26,Ekstrapyr. häir. & liikehäir,Ekstrapyramidaaliset häiriöt ja liikehäiriöt,G00-G99,1,1900-01-01,2020-12-31,G20,G26,Extrapyramidal and movement disorders,NA,FALSE,NA,NA,classification_code
G20+F02.39,"Parkinson dem,ei tietoa liit",Parkinsonin tautiin liittyvä dementia ei tietoa liitännäisoireista,G20-G26,2,1900-01-01,2020-12-31,G20,F02.39,NA,G20,FALSE,Parkinson disease,NA,match_first_code
G21,Sekundaarinen parkinsonismi,Sekundaarinen parkinsonismi,G20-G26,2,1900-01-01,2020-12-31,G21,NA,Secondary parkinsonism,G21,TRUE,Secondary parkinsonism,0,match_exactly
G21.0#,Pahanlaat.neuroleptioireyhtymä,Pahanlaatuinen neuroleptioireyhtymä,G21,3,1900-01-01,2020-12-31,G21.0,NA,Malignant neuroleptic syndrome,G21.0#,TRUE,Malignant neuroleptic syndrome,0,match_one_code_removing_mark
G21.1#,Muu lääk.lauk.sek.parkinsonism,Muu lääkeaineen laukaisema sekundaarinen parkinsonismi,G21,3,1900-01-01,2020-12-31,G21.1,NA,Other drug-induced secondary parkinsonism,G21.1#,TRUE,Other drug-induced secondary parkinsonism,0,match_one_code_removing_mark
G21.2,Muu ulk.syy aih.sek.parkinsoni,Muun ulkoisen syyn aiheuttama sekundaarinen parkinsonismi,G21,3,1900-01-01,2020-12-31,G21.2,NA,Secondary parkinsonism due to other external agents,G21.2,TRUE,Secondary parkinsonism due to other external agents,0,match_exactly
G21.3,Aivotulehd.jälk.parkinsonismi,Aivotulehduksen jälkeinen parkinsonismi,G21,3,1900-01-01,2020-12-31,G21.3,NA,Postencephalitic parkinsonism,G21.3,TRUE,Postencephalitic parkinsonism,0,match_exactly
G21.8,Muu sek.parkinsonismi,Muu sekundaarinen parkinsonismi,G21,3,1900-01-01,2020-12-31,G21.8,NA,Other secondary parkinsonism,G21.8,TRUE,Other secondary parkinsonism,0,match_exactly
G21.9,Sekundaar. parkinsonismi NAS,Määrittämätön sekundaarinen parkinsonismi,G21,3,1900-01-01,2020-12-31,G21.9,NA,"Secondary parkinsonism, unspecified",G21.9,TRUE,"Secondary parkinsonism, unspecified",0,match_exactly
G22*,Muuhun sair.liitt.parkinsonism,Parkinsonismi muualla luokitetun sairauden yhteydessä,G20-G26,2,1900-01-01,2020-12-31,G22,NA,Parkinsonism in diseases classified elsewhere,G22*,TRUE,Parkinsonism in diseases classified elsewhere,0,match_one_code_removing_mark
G22*A52.1,Kupan aiheuttama parkinsonismi,Kupan aiheuttama parkinsonismi,G20-G26,2,1900-01-01,2020-12-31,G22,A52.1,Syphilitic parkinsonism+,G22,FALSE,Parkinsonism in diseases classified elsewhere,NA,match_first_code
G23,Muu tyvitumakk.rappeutumissair,Muut tyvitumakkeiden rappeutumissairaudet,G20-G26,2,1900-01-01,2020-12-31,G23,NA,Other degenerative diseases of basal ganglia,G23,TRUE,Other degenerative diseases of basal ganglia,0,match_exactly
G23.0,Pigmentoitun.pallidusrappeuma,Pigmentoitunut pallidusrappeuma,G23,3,1900-01-01,2020-12-31,G23.0,NA,Hallervorden-Spatz disease,G23.0,TRUE,Hallervorden-Spatz disease,0,match_exactly
G23.1,Eten.supranukl.silmälihashalv,Etenevä supranukleaarinen silmälihashalvaus (Steele-Richardson-Olszewski),G23,3,1900-01-01,2020-12-31,G23.1,NA,Progressive supranuclear ophthalmoplegia,G23.1,TRUE,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],30,match_exactly
G23.2,Monisysteemiatrofian parkinsonistinen alatyyppi,Monisysteemiatrofian parkinsonistinen alatyyppi,G23,3,1900-01-01,2020-12-31,G23.2,NA,Striatonigral degeneration,G23.2,TRUE,"Multiple system atrophy, parkinsonian type [MSA-P]",42,match_exactly
G23.3,Monisysteemiatrofian pikkuaivotyyppi,Monisysteemiatrofian pikkuaivotyyppi,G23,3,2019-12-31,2020-12-31,G23.3,NA,"Multiple system atrophy, cerebellar type [MSA-C]",G23.3,TRUE,"Multiple system atrophy, cerebellar type [MSA-C]",0,match_exactly
