code,name_fi,name_en,name_en_source
2693X,DEFICIENTIA MINERALIS NUD,"Other nutritional deficiencies, Mineral deficiency, not elsewhere classified",ICD9_code_match(unique_parent_match)
2698X,DEFICIENTIA NUTRITIONIS ALIA DEFINITA,"Other nutritional deficiencies, Other nutritional deficiency",ICD9_code_match(unique_parent_match)
2699X,DEFICIENTIA NUTRITIONIS NUD,"Other nutritional deficiencies, Unspecified nutritional deficiency",ICD9_code_match(unique_parent_match)
270,MORBI CONGENITI METABOLICI AMINOACIDI,Disorders of amino-acid transport and metabolism,ICD9_code_match(full_match)
2700A,CYSTINURIA,"Disorders of amino-acid transport and metabolism, Disturbances of amino-acid transport",ICD9_code_match(parent_match)
2700B,SYNDROMA FANCONI,"Disorders of amino-acid transport and metabolism, Disturbances of amino-acid transport",ICD9_code_match(parent_match)
2700X,ALIUS DEFECTUS E TRANSPORTATIONE AMINOACIDI,"Disorders of amino-acid transport and metabolism, Disturbances of amino-acid transport",ICD9_code_match(parent_match)
2701A,PHENYLKETONURIA,"Disorders of amino-acid transport and metabolism, Phenylketonuria [PKU]",ICD9_code_match(unique_parent_match)
2702A,TYROSINAEMIA,"Disorders of amino-acid transport and metabolism, Other disturbances of aromatic amino-acid metabolism",ICD9_code_match(parent_match)
2702X,ALIUS DEFECTUS METABOLICUS AMINOACIDI AROMATICI,"Disorders of amino-acid transport and metabolism, Other disturbances of aromatic amino-acid metabolism",ICD9_code_match(parent_match)
2703A,HAARAKETJUISTEN AMINOHAPPOJEN AINEENVAIHDUNTAHÄI,"Disorders of amino-acid transport and metabolism, Disturbances of branched-chain amino-acid metabolism",ICD9_code_match(unique_parent_match)
2704A,RIKKIPITOISTEN AMINOHAPPOJEN AINEENVAIHDUNTAHÄIR,"Disorders of amino-acid transport and metabolism, Disturbances of sulphur-bearing amino-acid metabolism",ICD9_code_match(unique_parent_match)
2705A,HISTIDINAEMIA,"Disorders of amino-acid transport and metabolism, Disturbances of histidine metabolism",ICD9_code_match(parent_match)
2705B,LYSINURINEN PROTEIINI-INTOLERANSSI (LPI),"Disorders of amino-acid transport and metabolism, Disturbances of histidine metabolism",ICD9_code_match(parent_match)
2706A,DISTURBATIO METABOLICI CYCLICA UREAE,"Disorders of amino-acid transport and metabolism, Disorders of urea cycle metabolism",ICD9_code_match(unique_parent_match)
2707X,MUUT SUORAKETJUISTEN AMINOHAPPOJEN AINEENVAIHDUNTAH,"Disorders of amino-acid transport and metabolism, Other disturbances of straight-chain amino-acid metabolism",ICD9_code_match(unique_parent_match)
2708A,HYPERORNITHAEMIA CUM ATROPH GYRATA CHORIOIDEAE+RETI,"Disorders of amino-acid transport and metabolism, Other specified disorders of amino-acid metabolism",ICD9_code_match(parent_match)
2708X,MORBI CONGENITI METABOLICI AMINOACIDI ALII,"Disorders of amino-acid transport and metabolism, Other specified disorders of amino-acid metabolism",ICD9_code_match(parent_match)
2709X,"MORBI CONGENITI METABOLICI AMINOACIDI,NUD","Disorders of amino-acid transport and metabolism, Unspecified disorder of amino-acid metabolism",ICD9_code_match(unique_parent_match)
271,MORBI CONGENITI METABOLICI CARBOHYDRATIS,Disorders of carbohydrate transport and metabolism,ICD9_code_match(full_match)
2710A,GLYCOGENOSIS,"Disorders of carbohydrate transport and metabolism, Glycogenosis",ICD9_code_match(unique_parent_match)
2711A,GALACTOSEMIA,"Disorders of carbohydrate transport and metabolism, Galactosaemia",ICD9_code_match(unique_parent_match)
2712A,INTOLERANTIA FRUCTOSI HEREDITARIA,"Disorders of carbohydrate transport and metabolism, Hereditary fructose intolerance",ICD9_code_match(unique_parent_match)
2713A,MALABSORPTIO LACTOSI,"Disorders of carbohydrate transport and metabolism, Intestinal disaccharidase deficiencies and disaccharide malabsorption",ICD9_code_match(parent_match)
2713X,DEFECTIO DISACCHARIDASIS ALIA,"Disorders of carbohydrate transport and metabolism, Intestinal disaccharidase deficiencies and disaccharide malabsorption",ICD9_code_match(parent_match)
2714A,GLUCOSURIA RENALIS,"Disorders of carbohydrate transport and metabolism, Renal glycosuria",ICD9_code_match(unique_parent_match)
2718X,MORBI CONGENITI METABOLICI CARBONHYDRATIS ALIA,"Disorders of carbohydrate transport and metabolism, Other specified disorders of carbohydrate transport and metabolism",ICD9_code_match(unique_parent_match)
2719X,MORBI CONGENITI METABOLICI CARBONHYDRATIS NUD,"Disorders of carbohydrate transport and metabolism, Unspecified disorder of carbohydrate transport and metabolism",ICD9_code_match(unique_parent_match)
272,MORBI CONGENITI METABOLICI LIPOIDICI,Disorders of lipoid metabolism,ICD9_code_match(full_match)
2720A,HYPERCHOLESTEROLAEMIA FAMILIARIS (FHK),"Disorders of lipoid metabolism, Pure hypercholesterolaemia",ICD9_code_match(parent_match)
2720X,HYPERCHOLESTEROLAEMIA ALIA,"Disorders of lipoid metabolism, Pure hypercholesterolaemia",ICD9_code_match(parent_match)
2721A,HYPERTRIGLYCERIDAEMIA FAMILIARIS (FHT),"Disorders of lipoid metabolism, Pure hyperglyceridaemia",ICD9_code_match(parent_match)
2721X,HYPERTRIGLYCERIDAEMIA ALIA,"Disorders of lipoid metabolism, Pure hyperglyceridaemia",ICD9_code_match(parent_match)
2722A,HYPERLIPOIDAEMIA COMBINATA (KH),"Disorders of lipoid metabolism, Mixed hyperlipidaemia",ICD9_code_match(unique_parent_match)
2723A,HYPERCHYLOMICRONEMIA,"Disorders of lipoid metabolism, Hyperchylomicronaemia",ICD9_code_match(unique_parent_match)
2724A,DYSLIPOPROTEINAEMIA,"Disorders of lipoid metabolism, Other and unspecified hyperlipidaemia",ICD9_code_match(parent_match)
2724X,HYPERLIPOIDAEMIA ALIA,"Disorders of lipoid metabolism, Other and unspecified hyperlipidaemia",ICD9_code_match(parent_match)
2725A,ALIUS DEFECTUS LIPOPROTEINI,"Disorders of lipoid metabolism, Lipoprotein deficiencies",ICD9_code_match(unique_parent_match)
2726A,LIPODYSTROPHIA,"Disorders of lipoid metabolism, Lipodystrophy",ICD9_code_match(unique_parent_match)
2727A,LIPIDOSIS,"Disorders of lipoid metabolism, Lipidoses",ICD9_code_match(unique_parent_match)
2728X,MORBI CONGENITI METABOLICI LIPOIDICI ALII,"Disorders of lipoid metabolism, Other disorders of lipoid metabolism",ICD9_code_match(unique_parent_match)
2729X,MORBI CONGENITI METABOLICI LIPOIDICI NUD,"Disorders of lipoid metabolism, Unspecified disorder of lipoid metabolism",ICD9_code_match(unique_parent_match)
273,DEFECTIO METABOLICI PROTEINI PLASMATIS,Disorders of plasma protein metabolism,ICD9_code_match(full_match)
2730A,HYPERGAMMAGLOBULINAEMIA POLYCLONALIS,"Disorders of plasma protein metabolism, Polyclonal hypergammaglobulinaemia",ICD9_code_match(unique_parent_match)
2731A,PARAPROTEINAEMIA MONOCLONALIS,"Disorders of plasma protein metabolism, Monoclonal paraproteinaemia",ICD9_code_match(unique_parent_match)
2732A,CRYOGLOBULINAEMIA,"Disorders of plasma protein metabolism, Other paraproteinaemias",ICD9_code_match(parent_match)
2732X,PARAPROTEINAEMIA ALIA,"Disorders of plasma protein metabolism, Other paraproteinaemias",ICD9_code_match(parent_match)
2733A,MACROGLOBULINAEMIA WALDENSTRÖM,"Disorders of plasma protein metabolism, Macroglobulinaemia",ICD9_code_match(unique_parent_match)
2738X,DEFECTIO METABOLICI PROTEINI PLASMATIS ALIA,"Disorders of plasma protein metabolism, Other disorders of plasma protein metabolism",ICD9_code_match(unique_parent_match)
2739X,DEFECTIO METABOLICI PROTEINI PLASMATIS NUD,"Disorders of plasma protein metabolism, Unspecified disorder of plasma protein metabolism",ICD9_code_match(unique_parent_match)
274,DIATHESIS URICA,Gout,ICD9_code_match(full_match)
2740A,ARTHRITIS URICA,Gouty arthropathy,ICD9_code_match(unique_parent_match)
2741A,NEPHROPATHIA URICA,Gouty nephropathy,ICD9_code_match(unique_parent_match)
2748X,"DIATHESIS URICA,TOPHI IN LOCO ALIO",Gout with other specified manifestations,ICD9_code_match(unique_parent_match)
2749X,DIATHESIS URICA NUD,"Gout, unspecified",ICD9_code_match(unique_parent_match)
275,DEFECTIONES METABOLICAE MINERALIUM ET ELECTROLYTIC,Disorders of mineral metabolism,ICD9_code_match(full_match)
2750A,HAEMOCHROMATOSIS,"Disorders of mineral metabolism, Disorders of iron metabolism",ICD9_code_match(parent_match)
2750X,DEFECTIO METABOLICA FERRI ALIA,"Disorders of mineral metabolism, Disorders of iron metabolism",ICD9_code_match(parent_match)
2751A,MORBUS WILSON,"Disorders of mineral metabolism, Disorders of copper metabolism",ICD9_code_match(parent_match)
2751B,MENKES' KINKY HAIR DISEASE,"Disorders of mineral metabolism, Disorders of copper metabolism",ICD9_code_match(parent_match)
2751X,DEFECTIO METABOLICA CUPRI ALIA,"Disorders of mineral metabolism, Disorders of copper metabolism",ICD9_code_match(parent_match)
2752A,DEFECTIO METABOLICA MAGNESII,"Disorders of mineral metabolism, Disorders of magnesium metabolism",ICD9_code_match(unique_parent_match)
2753A,HYPOPHOSPHATHAEMIA FAMILIARIS,"Disorders of mineral metabolism, Disorders of phosphorus metabolism",ICD9_code_match(parent_match)
2753X,DEFECTIO METABOLICA PHOSPHORI ALIA,"Disorders of mineral metabolism, Disorders of phosphorus metabolism",ICD9_code_match(parent_match)
2754A,HYPERCALCAEMIA,"Disorders of mineral metabolism, Disorders of calcium metabolism",ICD9_code_match(parent_match)
2754B,HYPERCALCURIA,"Disorders of mineral metabolism, Disorders of calcium metabolism",ICD9_code_match(parent_match)
2754C,NEPHROCALCINOSIS,"Disorders of mineral metabolism, Disorders of calcium metabolism",ICD9_code_match(parent_match)
2754D,PSEUDO- SEU PSEUDOPSEUDOHYPOPARATHYREOIDISMUS,"Disorders of mineral metabolism, Disorders of calcium metabolism",ICD9_code_match(parent_match)
2754X,DEFECTIO METABOLICA PRIMARIA CALCII ALIA,"Disorders of mineral metabolism, Disorders of calcium metabolism",ICD9_code_match(parent_match)
2758A,DIARRHOEA CHLORIDI CONGENITA,"Disorders of mineral metabolism, Other specified disorders of mineral metabolism",ICD9_code_match(parent_match)
2758B,DEFECTIO METABOLICA CHLORIDI ALIA,"Disorders of mineral metabolism, Other specified disorders of mineral metabolism",ICD9_code_match(parent_match)
2758X,DEFECTIO METABOLICAE MINERALIUM ALIA,"Disorders of mineral metabolism, Other specified disorders of mineral metabolism",ICD9_code_match(parent_match)
2759X,DEFECTIO METABOLICAE MINERALIUM NUD,"Disorders of mineral metabolism, Unspecified disorder of mineral metabolism",ICD9_code_match(unique_parent_match)
276,"NESTE-, ELEKTROLYYTTI- JA HAPPOEMÄSTASAP HÄIR","Disorders of fluid, electrolyte and acid-base balance",ICD9_code_match(full_match)
2760A,HYPERNATRAEMIA,"Disorders of fluid, electrolyte and acid-base balance, Hyperosmolality and/or hypernatraemia",ICD9_code_match(unique_parent_match)
2761A,HYPONATRAEMIA,"Disorders of fluid, electrolyte and acid-base balance, Hyposmolality and/or hyponatraemia",ICD9_code_match(unique_parent_match)
2762A,ACIDOSIS METABOLICA,"Disorders of fluid, electrolyte and acid-base balance, Acidosis",ICD9_code_match(unique_parent_match)
2763A,ALKALOSIS METABOLICA,"Disorders of fluid, electrolyte and acid-base balance, Alkalosis",ICD9_code_match(unique_parent_match)
2764A,YHDISTETYT HAPPOEMÄSTASAPAINON HÄIRIÖT,"Disorders of fluid, electrolyte and acid-base balance, Mixed acid-base balance disorder",ICD9_code_match(unique_parent_match)
2765A,DEHYDRATIO,"Disorders of fluid, electrolyte and acid-base balance, Volume depletion",ICD9_code_match(unique_parent_match)
2766A,HYPERHYDRATIO,"Disorders of fluid, electrolyte and acid-base balance, Fluid overload",ICD9_code_match(unique_parent_match)
2767A,HYPERKALAEMIA,"Disorders of fluid, electrolyte and acid-base balance, Hyperpotassaemia",ICD9_code_match(unique_parent_match)
2768A,HYPOKALAEMIA,"Disorders of fluid, electrolyte and acid-base balance, Hypopotassaemia",ICD9_code_match(parent_match)
2768X,"NESTE-, ELEKTROLYYTTI- JA HAPPOEMÄSTASAP MUUT HÄIR","Disorders of fluid, electrolyte and acid-base balance, Hypopotassaemia",ICD9_code_match(parent_match)
2769X,"NESTE-, ELEKTROLYYTTI- JA HAPPOEMÄSTASAP HÄIRIÖT NU","Disorders of fluid, electrolyte and acid-base balance, Electrolyte and fluid disorders not elsewhere classified",ICD9_code_match(unique_parent_match)
277,MORBI METABOLICI ALII SEU NUD,Other and unspecified disorders of metabolism,ICD9_code_match(full_match)
2770A,MUCOVISCIDOSIS,"Other and unspecified disorders of metabolism, Cystic fibrosis",ICD9_code_match(unique_parent_match)
2771A,PORPHYRIA ACUTA INTERMITTENS,"Other and unspecified disorders of metabolism, Disorders of porphyrin metabolism",ICD9_code_match(parent_match)
2771B,PORPHYRIA CUTANEA TARDA,"Other and unspecified disorders of metabolism, Disorders of porphyrin metabolism",ICD9_code_match(parent_match)
2771C,PORPHYRIA VARIEGATA,"Other and unspecified disorders of metabolism, Disorders of porphyrin metabolism",ICD9_code_match(parent_match)
2771X,DEFECTUS METABOLICUS PORPHYRINI ALII,"Other and unspecified disorders of metabolism, Disorders of porphyrin metabolism",ICD9_code_match(parent_match)
2772A,DEFECTI METABOLICI PURINI ET PYRIMIDINI ALII,"Other and unspecified disorders of metabolism, Other disorders of purine and pyrimidine metabolism",ICD9_code_match(unique_parent_match)
2773A,AMYLOIDOSIS PRIMARIA,"Other and unspecified disorders of metabolism, Amyloidosis",ICD9_code_match(parent_match)
2773B,AMYLOIDOSIS SECUNDARIA,"Other and unspecified disorders of metabolism, Amyloidosis",ICD9_code_match(parent_match)
2773C,AMYLOIDOSIS CUTIS,"Other and unspecified disorders of metabolism, Amyloidosis",ICD9_code_match(parent_match)
2774A,SYNDROMA GILBERT,"Other and unspecified disorders of metabolism, Disorders of bilirubin excretion",ICD9_code_match(parent_match)
2774X,ALIA DEFICIENTIA SECRETIONIS BILIRUBINI,"Other and unspecified disorders of metabolism, Disorders of bilirubin excretion",ICD9_code_match(parent_match)
2775A,MUCOPOLYSACCHARIDOSIS,"Other and unspecified disorders of metabolism, Mucopolysaccharidosis",ICD9_code_match(parent_match)
2775B,OLIGOSACCHARIDOSIS,"Other and unspecified disorders of metabolism, Mucopolysaccharidosis",ICD9_code_match(parent_match)
2776A,DEFECTUS ALFA1-ANTITRYPSINI,"Other and unspecified disorders of metabolism, Other deficiencies of circulating enzymes",ICD9_code_match(parent_match)
2776B,OEDEMA ANGIONEUROTICUM HEREDITARIUM (HANE),"Other and unspecified disorders of metabolism, Other deficiencies of circulating enzymes",ICD9_code_match(parent_match)
2776X,DEFECTUS ENZYMATICUS ALIUS,"Other and unspecified disorders of metabolism, Other deficiencies of circulating enzymes",ICD9_code_match(parent_match)
2778A,HYPEROXALURIA,"Other and unspecified disorders of metabolism, Other specified disorders of metabolism",ICD9_code_match(parent_match)
2778B,ACIDURIA ORGANICA ALIA,"Other and unspecified disorders of metabolism, Other specified disorders of metabolism",ICD9_code_match(parent_match)
2778X,MORBUS METABOLICUS ALIUD,"Other and unspecified disorders of metabolism, Other specified disorders of metabolism",ICD9_code_match(parent_match)
2779X,MORBUS METABOLICUS NUD,"Other and unspecified disorders of metabolism, Unspecified disorder of metabolism",ICD9_code_match(unique_parent_match)
278,OBESITAS ET HYPERALIMENTATIO,Obesity and other hyperalimentation,ICD9_code_match(full_match)
2780A,OBESITAS NON ORIGINE ENDOCRINA,"Obesity and other hyperalimentation, Obesity",ICD9_code_match(unique_parent_match)
2781A,DEGENERATIO ADIPOSA LOCALISATA,"Obesity and other hyperalimentation, Localised adiposity",ICD9_code_match(unique_parent_match)
2782A,HYPERVITAMINOSIS A,"Obesity and other hyperalimentation, Hypervitaminosis A",ICD9_code_match(unique_parent_match)
2783A,HYPERCAROTINAEMIA,"Obesity and other hyperalimentation, Hypercarotinaemia",ICD9_code_match(unique_parent_match)
2784A,HYPERVITAMINOSIS D,"Obesity and other hyperalimentation, Hypervitaminosis D",ICD9_code_match(unique_parent_match)
2788A,SYNDROMA PICKWICK,"Obesity and other hyperalimentation, Other hyperalimentation",ICD9_code_match(parent_match)
2788X,HYPERALIMENTATIO ALIA,"Obesity and other hyperalimentation, Other hyperalimentation",ICD9_code_match(parent_match)
279,MORBI IMMUNOSYSTEMATIS,Disorders involving the immune mechanism,ICD9_code_match(full_match)
2790A,AGAMMAGLOBULINAEMIA (BRUTON),"Disorders involving the immune mechanism, Deficiency of humoral immunity",ICD9_code_match(parent_match)
2790B,DEFICIENTIA IMMUNOGLOBULINI A,"Disorders involving the immune mechanism, Deficiency of humoral immunity",ICD9_code_match(parent_match)
2790C,DEFICIENTIA IMMUNOGLOBULINI ALIA,"Disorders involving the immune mechanism, Deficiency of humoral immunity",ICD9_code_match(parent_match)
2790D,COMMON VARIABLE HYPOGAMMAGLOBULINEMIA,"Disorders involving the immune mechanism, Deficiency of humoral immunity",ICD9_code_match(parent_match)
2790X,MUUT VASTA-AINEVÄLITTEISET IMMUUNIPUUTOKSET,"Disorders involving the immune mechanism, Deficiency of humoral immunity",ICD9_code_match(parent_match)
2791A,SYNDROMA DIGEORGE,"Disorders involving the immune mechanism, Deficiency of cell-mediated immunity",ICD9_code_match(parent_match)
2791X,MUUT T-SOLUVÄLITTEISET IMMUUNIPUUTOKSET,"Disorders involving the immune mechanism, Deficiency of cell-mediated immunity",ICD9_code_match(parent_match)
2792A,DEFICIENTIA IMMUNOSYSTEMATIS COMBINATA,"Disorders involving the immune mechanism, Combined immunity deficiency",ICD9_code_match(unique_parent_match)
2793X,DEFICIENTIA IMMUNOSYSTEMATIS NUD,"Disorders involving the immune mechanism, Unspecified immunity deficiency",ICD9_code_match(unique_parent_match)
2794X,MORBUS AUTOIMMUNIS NUD,"Disorders involving the immune mechanism, Autoimmune disease, not elsewhere classified",ICD9_code_match(unique_parent_match)
2798A,FAGOSYTOIVIEN SOLUJEN VAJAUS,"Disorders involving the immune mechanism, Other specified disorders involving the immune mechanism",ICD9_code_match(parent_match)
2798B,KOMPLEMENTIN VAJAUS,"Disorders involving the immune mechanism, Other specified disorders involving the immune mechanism",ICD9_code_match(parent_match)
2798X,MORBUS IMMUNOSYSTEMATIS ALIA DEFINITA,"Disorders involving the immune mechanism, Other specified disorders involving the immune mechanism",ICD9_code_match(parent_match)
2799X,MORBUS IMMUNOSYSTEMATIS NUD,"Disorders involving the immune mechanism, Unspecified disorder of immune mechanism",ICD9_code_match(unique_parent_match)
280,ANAEMIA SIDEROPENICA,Iron deficiency anaemias,ICD9_code_match(full_match)
2800A,ANAEMIA SIDEROPENICA POSTHAEMORRHAGICA,"Iron deficiency anaemias, Secondary to blood loss (chronic)",ICD9_code_match(unique_parent_match)
2801A,ANAEMIA SIDEROPENICA E NUTRIMENTO INADEQUATA,"Iron deficiency anaemias, Secondary to inadequate dietary iron intake",ICD9_code_match(unique_parent_match)
2808X,ANAEMIA SIDEROPENICA ALIA,"Iron deficiency anaemias, Other specified iron deficiency anaemias",ICD9_code_match(unique_parent_match)
