code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date
FDH00,Aortan kaaren (IAA) korjaus end-to-end,End to end reconstruction of interrupted or hypoplastic aortic arch,End-to-end rekonstruktion av aortabågen,THL,1900-01-01,2030-12-31
FDH10,"Aortan kaaren (IAA) korjaus paikkaamalla, patch",Reconstruction of interrupted or hypoplastic aortic arch using patch,Rekonstruktion av aortabågen med patch,THL,1900-01-01,2008-12-31
FDH30,Aortan kaaren (IAA) korjaus putkiproteesilla,Reconstruction of interrupted or hypoplastic aortic arch using tube graft,Rekonstruktion av aortabågen med rörformad protes by-pass,THL,1900-01-01,2008-12-31
FDH40,Aortan kaaren (IAA) korjaus ohitusleikkauksella,Reconstruction of interrupted or hypoplastic aortic arch with bypass,Rekonstruktion av aortabågen medelst by-pass,THL,1900-01-01,2008-12-31
FDH96,Muu aortan kaaren (IAA) korjausleikkaus,Other operation for interrupted or hypoplastic aortic arch,Annan rekonstruktion vid hypoplasi eller atresi av aortabågen,THL,1900-01-01,2030-12-31
FDJ,Aortan ahtauman korjaukset,Operations for coarctation of aorta,Rekonstruktion vid aortakoarktation,THL,1900-01-01,2030-12-31
FDJ00,Aortan koarktaation korjaus 'end-to-end',End to end reconstruction of aorta for coarctation,End-to-end rekonstruktion vid aortakoarktation,THL,1900-01-01,2030-12-31
FDJ02,"Aortan koarktaation korjaus 'end-to-end', laajennettu",Extended end to end reconstruction of aorta for coarctation,Omfattande end-to-end rekonstruktion vid aortakoarktation,THL,2011-01-01,2030-12-31
FDJ10,Aortan koarktaation korjaus solis- tai kaulavaltimon avulla,Aortoplasty using subclavian or carotid artery for coarctation,Aortaplastik med a. subclavia eller a. carotis,THL,1900-01-01,2030-12-31
FDJ20,Aortan koarktaation korjaus paikkaamalla,Aortoplasty for coarctation using patch,Aortaplastik med patch vid koarktation,THL,1900-01-01,2030-12-31
FDJ30,Aortan koarktaation korjaus proteesilla,Reconstruction of aorta for coarctation using tube graft,Rekonstruktion vid aortakoarktation med kärlprotes,THL,1900-01-01,2030-12-31
FDJ31,Hypoplastisen aortan kaaren korjausleikkaus,Aortic arch repair,Rekonstruktion av aortabågen,THL,2011-01-01,2030-12-31
FDJ42,Aortan koarktaation suonensisäinen angioplastia,Percutaneous transluminal angioplasty of thoracic aorta in coarctation,Perkutan anioplasti för koarktation av aorta,THL,1999-01-01,2030-12-31
FDJ43,Aortan koarktaation suonensisäinen angioplastia stentin kanssa,"Percutaneous transluminal angioplasty of coarctation of thoracic aorta, wiht stent","Perkutan angioplasti för koarktation av aorta, med stent",THL,2012-01-01,2030-12-31
FDJ96,Muu aortan koarktaation korjausleikkaus,Other operation for coarctation of aorta,Annan korrektion av koarktation av aorta,THL,1997-01-01,2030-12-31
FDM,Verisuonirenkaan leikkaukset,Operation for vascular ring anomalies of aortic arch,Operation vid kärlring,THL,1900-01-01,2030-12-31
FDM00,Kaksoisaortan kaaren toisen haaran katkaisu,Division of double aortic arch,Delning av kärlring vid dubbel aortabåge,THL,1900-01-01,2030-12-31
FDM10,Muun verisuonirenkaan kuin kaksoisaortan kaaren katkaisu,Division of other vascular ring anomaly of aortic arch,Delning av annan kärlring,THL,1900-01-01,2030-12-31
FDM11,Muun verisuonirenkaan kuin kaksoisaortan kaaren katkaisu tähystyksessä,Thoracoscopic division of other vascular ring anomaly of aortic arch,Thorakoskopisk delning av annan kärlring,THL,2000-01-01,2008-12-31
FDM20,Verisuonen transpositio,Transposition of arterial sling,Transposition av artär,THL,1900-01-01,2008-12-31
FDM96,Muu verisuonirenkaan leikkaus,Other operation for vascular ring anomalies of aortic arch,Annan operation vid kärlring,THL,1900-01-01,2030-12-31
FDN,"Valtimotiehyeen leikkaukset, joilla tiehyt pidetään avoimena",Operations on ductus arteriosus to maintain patency,Operationer av ductus arteriosus att uppehålla d.a. öppen,THL,2000-01-01,2030-12-31
FDN02,Suonensisäinen stentin asettaminen valtimotiehyeeseen,Percutaneous transluminal insertion of stent into ductus arteriosus,Perkutan transluminal installering av stent till ductus arteriosus,THL,2001-01-01,2030-12-31
FDW,Muut aortan synnynnäisten vikojen leikkaukset,Other operations for malformations of thoracic or thoracoabdominal aorta,Andra operationer för anomalier och defekter med relation till bröstaorta,THL,1900-01-01,2030-12-31
FDW96,Muu aortan synnynnäisen vian leikkaus,Other operation for malformation of thoracic or thoracoabdominal aorta,Annan operation för medfödd anomali av bröstaorta,THL,1900-01-01,2030-12-31
FE,Sydänpussi,Pericardium,Perikardium,THL,1900-01-01,2030-12-31
FE_,Sydänpussin diagnostinen radiologia,Diagnostic radiology of pericardium,Diagnostisk radiologi av perikardium,THL,1900-01-01,2030-12-31
FE1AE,Sydänpussin ultraäänitutkimus,Pericardial ultrasound examination,"Hjärtsäck, UL",THL,1999-01-01,2030-12-31
FEA,Sydänpussin kanavoinnit ulos,Closed external drainage of pericardium,Perkutant dränage av perikardiet,THL,1900-01-01,2030-12-31
FEA00,Sydänpussin kanavointi iholle suljetusti,Closed external drainage of pericardium,Perkutant dränage av perikardiet,THL,1900-01-01,2030-12-31
FEB,Sydänpussin aukaisuleikkaukset,Pericardiotomy,Perikardiotomi,THL,1900-01-01,2030-12-31
FEB00,"Sydänpussin tutkimusleikkaus, eksploraatio",Exploration of pericardium,Exploration av perikardiet,THL,1900-01-01,2030-12-31
FEB10,Sydänpussin aukaisu ja kanavointi ulos,Decompression and drainage of pericardium,Dekompression medelst perikardiotomi och dränage av perikardiet,THL,1900-01-01,2030-12-31
FEB51,Sydänpussin aukaisu rintaontelon tähystyksessä,Thoracoscopic pericardiotomy,Torakoskopisk perikardiotomi,THL,1900-01-01,2030-12-31
FEB96,Muu sydänpussin aukaisuleikkaus,Other pericardiotomy procedures,Annan perikardiotomi,THL,1900-01-01,2030-12-31
FEC,Sydänpussin kanavoinnit elimistön sisälle,Internal pericardiostomy,Intern perikardiostomi,THL,1900-01-01,2030-12-31
FEC00,Sydänpussin kanavointi rintaonteloon,Pericardiopleurostomy,Perikardio-pleurostomi,THL,1900-01-01,2030-12-31
FEC01,Sydänpussin kanavointi rintaonteloon tähystyksessä,Thoracoscopic pericardiopleurostomy,Perikardio-pleurostomi vid mediastikopi,THL,1997-01-01,2030-12-31
FEC10,Sydänpussin kanavointi vatsaonteloon,Pericardioperitoneostomy,Perikardio-peritoneostomi,THL,1900-01-01,2030-12-31
FEC96,Muu sydänpussin kanavointileikkaus elimistön sisälle,Other internal pericardiostomy,Annan intern perikardiostomi,THL,1900-01-01,2030-12-31
FED,Sydänpussin leikkaukset,Repair of injury,Operationer på perikardiet,THL,1900-01-01,2030-12-31
FED00,"Sydänpussin ompelu, tarvittaessa sydämen paikalleenpalautus",Suture of pericardium,Sutur av perikardiet (inkl reposition av hjärtat),THL,1900-01-01,2030-12-31
FED03,Sydänpussin rekonstruoiminen paikkaa käyttäen,Reconstruction of pericardium using patch,Rekonstruktion av perikardium med patch,THL,2001-01-01,2030-12-31
FED10,"Sydänpussin ja pallean ompelu, tarvittaessa sisäelinten paikoilleenpalautus",Suture of pericardium and diaphragm,Sutur av perikardiet och diafragma (inkl reposistion av viscera),THL,1900-01-01,2030-12-31
FED96,Muu sydänpussin toimenpide,Other repair of pericardium,Annan operation på perikardiet,THL,1900-01-01,2030-12-31
FEE,Koepalan otot tai kasvaimen poistot sydänpussista,Biopsy or excision of lesion of pericardium,Biopsi eller excision av patologisk förändring i perikardiet,THL,1900-01-01,2030-12-31
FEE00,Koepalan otto sydänpussista,Biopsy of pericardium,Biopsi av perikardiet,THL,1900-01-01,2030-12-31
FEE01,Koepalan otto sydänpussista rintaontelon tähystyksessä,Thoracoscopic biopsy of pericardium,Torakoskopisk biopsi av perikardiet,THL,1900-01-01,2030-12-31
FEE10,Sydänpussin kasvaimen tai kudosvaurion poisto,Excision of lesion of pericardium,Excision av patologisk förändring i perikardiet,THL,1900-01-01,2030-12-31
FEE96,Muu sydänpussin aukaisuleikkaus,Other pericardiotomy procedures,Annan perikardiotomi,THL,1900-01-01,2030-12-31
FEF,Sydänpussin poistoleikkaukset,Resection or extirpation of pericardium,Resektion och exstirpation av perikardiet,THL,1900-01-01,2030-12-31
FEF00,Sydänpussin osan poisto,Resection of pericardium,Partiell perikardektomi,THL,1900-01-01,2030-12-31
FEF10,Sydänpussin poisto,Subtotal pericardiectomy,Subtotal perikardektomi,THL,1900-01-01,2030-12-31
FEF20,Sydänpussin poisto ja kuorinta,Pericardiectomy with decortication,Perikardektomi med dekortikation av hjärtytan,THL,1900-01-01,2030-12-31
FEF31,Sydänpussin poisto rintaontelon tähystyksessä,Thoracoscopic pericardiectomy,Torakoskopisk perikardektomi,THL,1900-01-01,2030-12-31
FEF96,Muu sydänpussin poistoleikkaus,Other resection or extirpation of pericardium,Annan resektion eller exstirpation av perikardiet,THL,1900-01-01,2030-12-31
FEW,Muut sydänpussin leikkaukset,Other operations on pericardium,Andra operationer på perikardiet,THL,1900-01-01,2030-12-31
FEW96,Muu sydänpussin leikkaus,Other operation on pericardium,Annan operation på perikardiet,THL,1900-01-01,2030-12-31
FE_2,Muut sydänpussin toimenpiteet,Other procedures on pericardium,Andra åtgärder på perikardiet,THL,1900-01-01,2030-12-31
FE1AT,Sydänpussin punktio UÄ-ohjauksessa,Pericardial puncture with ultrasound guidance,"Perikardiepunktion, UL-styrd",THL,1999-01-01,2030-12-31
FE1D3,Endomyokardiumin histologinen tutkimus,Histological assessment of endomyocardium,Histologisk undersökning av endomyokardium,Translator,2020-01-01,2030-12-31
FE2AT,Sydänpussin kanavointi UÄ-ohjauksessa,Pericardial cathetrisation with ultrasound guidance,"Perikardiedränage, UL-styrt",THL,1999-01-01,2030-12-31
FE2BT,Sydänpussin kanavointi LPV-ohjauksessa,Pericardial cathetrisation with X-ray guidance,"Perikardiedränage, genomlysningsstyrt",THL,1999-01-01,2030-12-31
FE2CT,Sydänpussin kanavointi TT-ohjauksessa,Pericardial cathetrisation with CT guidance,"Perikardiedränage, DT-styrt",THL,1999-01-01,2030-12-31
FE2FT,Sydänpussin katetrin vaihto radiologisessa ohjauksessa,Pericardial cathetrisation with MRI guidance,Perikardiedrän byte med annan styrning,THL,1999-01-01,2030-12-31
TFE00,Sydänpussiin pisto,Pericardiocentesis,Perikardiocentes,THL,1997-01-01,2030-12-31
FF,"Sydämen eteinen, eteisväliseinä ja keuhkolaskimot","Atrium, atrial septum and pulmonary veins","Förmak, förmaksseptum och lungvener",THL,1900-01-01,2030-12-31
FFA,"Koepalan otot, kasvaimen tai verihyytymämassan poistot sydäneteisestä",Biopsy or excision of lesion of atrium,Biopsi eller excision av patologisk förändring i förmak,THL,1900-01-01,2030-12-31
FFA00,Koepalan otto sydämen eteisen kasvaimesta,Biopsy of atrium,Biopsi av förmakstumör,THL,1900-01-01,2030-12-31
FFA02,Sydämen eteisen suonensisäinen koepalan otto,Percutaneous transluminal biopsy of atrium,Intravaskulär biopsi från förmak,THL,1999-01-01,2030-12-31
FFA10,Sydämen eteisen kasvaimen tai muutoksen poisto,Excision of lesion of atrium,Excision av patologisk förändring i förmak,THL,1900-01-01,2030-12-31
FFA20,Sydämen eteisen verihyytymän poisto,Thrombectomy of atrium,Evakuering av tromber i förmak,THL,1900-01-01,2030-12-31
FFA30,Sydämen eteisen vierasesineen poisto,Removal of foreign body from atrium,Avlägsnande av främmande kropp i förmak,THL,1900-01-01,2030-12-31
FFA32,Vierasesineen poistaminen sydämen eteisestä suonensisäisesti,Percutaneous transluminal removal of foreign body from atrium,Perkutan transluminal avlägsnande av främmande kropp från förmak,THL,1999-01-01,2030-12-31
FFA96,Muu koepalan otto sydämen eteisestä tai eteisen tyhjennysleikkaus,Other biopsy or excision of lesion i atrium,Annan biopsi eller excision av patologisk förändring i förmak,THL,1900-01-01,2030-12-31
FFB,Sydämen eteisen vamman korjaukset,Operations on atrium for injury,Reparation av skada på förmak,THL,1900-01-01,2030-12-31
FFB00,Eteisen haavan tai repeämän ompelu,Suture of atrium,Sutur av sårskada eller ruptur i förmak,THL,1900-01-01,2030-12-31
FFB10,Eteisvamman korjaus paikkaamalla,Repair of atrium,Rekonstruktion av förmak vid skada (inkl patch),THL,1900-01-01,2030-12-31
FFB96,Muu eteisen vamman vuoksi tehtävä leikkaus,Other operation on atrium for injury,Annan reparation av skada på förmak,THL,1900-01-01,2030-12-31
FFC,Eteisväliseinäaukon (ASD) sulkemiset,Closure of isolated atrial septal defect,Tillslutning av isolerad förmaksseptumdefekt,THL,1900-01-01,2030-12-31
FFC00,"ASD:n ompelu, secundum-tyyppi",Suture of ostium secundum type ASD,"Sutur av ASD, sekundumtyp",THL,1900-01-01,2030-12-31
FFC02,ASD osittainen sulku,ASD partial closure,ASD partiell tillslutning,THL,2011-01-01,2030-12-31
FFC03,Eteisfenestraation sulku,Atrial fenestration closure,Tillslutning av atriell fenestration,THL,2011-01-01,2030-12-31
FFC10,"ASD:n ompelu, sinus venosus-tyyppi",Suture of sinus venosus type ASD,"Sutur av ASD, sinus venosus-typ",THL,1900-01-01,2008-12-31
FFC22,"ASD:n sulku suonensisäisesti, ostium secundum -tyyppi",Percutaneous transluminal closure of ostium secundum type ASD,"Perkutan transluminal tillslutning av ASD, ostium secundum -typ",THL,1999-01-01,2030-12-31
FFC32,"ASD sulku suonensisäisesti, sinus venosus -tyyppi",Percutaneous transluminal closure of sinus venosus type ASD,"Perkutan transluminal tillslutning av ASD, sinus venosus -typ",THL,1999-01-01,2008-12-31
FFC40,Foramen ovalen sulku,Closure of Patent Foramen Ovale,Tillslutning av foramen ovale,THL,2011-01-01,2030-12-31
FFC42,Foramen ovalen sulku suonensisäisesti,Percutaneous closure of patent foramen ovale,Perkutan tillslutning av foramen ovale,THL,2011-01-01,2030-12-31
FFC50,"ASD:n sulku paikkaamalla, secundum-tyyppi",Closure of ostium secundum type ASD using patch,"Tillslutning av ASD med patch, sekundumtyp",THL,1900-01-01,2030-12-31
FFC60,"ASD:n sulku paikkaamalla, sinus venosus -tyyppi",Closure of sinus venosus type ASD using patch,"Tillslutning av ASD med patch, sinus venosus-typ",THL,1900-01-01,2008-12-31
FFC96,Muu eteisväliseinäaukon sulkemisleikkaus,Other closure of isolated atrial septal defect,Annan operation vid isolerad förmaksseptumdefekt,THL,1900-01-01,2030-12-31
FFD,"Eteis-kammioyhteyden, ASD primum, sulku",Operations for partial atrio-ventricular septal defect,Operation vid ostium atrioventriculare commune (ASD primum),THL,1900-01-01,2008-12-31
FFD00,Osittaisen eteis-kammioyhteyden sulku ompelemalla,Suture of atrio-ventricular septal defect,Sutur av ostium atrioventriculare commune,THL,1900-01-01,2008-12-31
FFD20,Osittaisen eteis-kammioyhteyden sulku paikkaamalla,Closure of atrio-ventricular septal defect using patch,Tillslutning av ostium atrioventriculare commune med patch,THL,1900-01-01,2008-12-31
FFD96,Muu osittaisen eteis-kammioyhteyden leikkaus,Other operation for partial atrio-ventricular septal defect,Annan operation vid ostium atrioventriculare commune,THL,1900-01-01,2008-12-31
FFE,Eteisväliseinäaukon (ASD) muodostamis- tai laajentamisleikkaukset,Creation or expansion of atrial septal defect,Anläggande eller förstoring av förmaksseptumdefekt,THL,1900-01-01,2030-12-31
FFE00,ASD:n muodostaminen (Blalock-Hanlon),Closed atrial septostomy,"Anläggande av ASD, (Blalock-Hanlon)",THL,1900-01-01,2008-12-31
FFE02,Eteisväliseinäaukon tekeminen suonensisäisesti (Rashkind),Percutaneous transluminal atrial septostomy,Perkutan transluminal atrial septostomi,THL,1999-01-01,2030-12-31
FFE10,ASD:n muodostaminen tai laajentaminen avoimessa leikkauksessa,Creation or expansion of ASD in open heart surgery,"Anläggande eller förstoring av ASD, öppet",THL,1900-01-01,2030-12-31
FFE96,Muu eteisväliseinän aukaisuleikkaus,Other creation or expansion of atrial septal defect,Annan atrioseptostomi,THL,1900-01-01,2030-12-31
FFF,Osittain poikkeavan keuhkovaltimopaluun korjaukset,Operations for partially anomalous pulmonary veins,Transposition av partiellt anomalt mynnande lungvener,THL,1900-01-01,2030-12-31
FFF00,Transpositio käyttäen eteisen sisäistä paikkaa,Transposition of partially anomalous pulmonary veins using intraatrial patch,Transposition med intra-atrial patch,THL,1900-01-01,2030-12-31
FFF10,ASD:n laajennus tai muodostaminen ja transpositio paikkaamalla,Creation or expansion of of ASD and transposition of partially anomalous pulmonary veins using intraatrial patch,Anläggande eller förstoring av ASD inkl transposition med patch,THL,1900-01-01,2030-12-31
FFF20,Keuhkolaskimon suora yhdistäminen vasempaan eteiseen,Anastomosis to left atrium from partially anomalous pulmonary veins,Anastomos av v. pulmonnalis till vänster förmak,THL,1900-01-01,2030-12-31
FFF96,Muu osittain epämuodostuneiden keuhkolaskimoiden vuoksi tehtävä leikkaus,Other operation for partially anomalous pulmonary veins,Annan operation vid partiellt anomalt mynnande lungvener,THL,1900-01-01,2030-12-31
FFG,Poikkeavan keuhkolaskimopaluun (TAPVD) leikkaukset,Correction of total anomalous pulmonary vein drainage,Transposition av totalt anomalt mynnande lungvener,THL,1900-01-01,2030-12-31
FFG00,Suprakardiaalisen TAPVD:n korjaus,Repair of supracardial TAPVD,Korrektion vid suprakardiell TAPVD,THL,1900-01-01,2030-12-31
FFG10,Kardiaalisen TAPVD:n korjaus,Repair of cardial type TAPVD,Korrektion vid kardiell TAPVD,THL,1900-01-01,2030-12-31
