code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date,freq_finngen,freq_tays,freq_total
GDA21,Keuhkon kudosmuutoksen paikallinen poisto rintaontelon tähystyksessä,Thoracoscopic excision of lesion of lung,Torakoskopisk exstirpation av lokal förändring i lunga,THL,1900-01-01,2030-12-31,64,98,162
TJA33,Katetrien asettaminen vatsaontelodialyysiä varten tähystysteitse,Percutaneous introduction of peritoneal dialysis catheter,Perkutan introduktion av peritoneal dialys kateter,THL,2001-01-01,2030-12-31,149,13,162
TNE20,"Luuytimen imeminen, lantio","Bone marrow aspiration, pelvis","Aspiration av benmärg, bäckenet",Translator,2004-01-01,2030-12-31,128,34,162
QAA10,Pään tai kaulan ihon aukaisu ja kanavointi,Incision of skin of head or neck,Incision/dränage i huvud-halsregionen,THL,1900-01-01,2030-12-31,116,46,162
WX240,Peniksen johtopuudutus,Penis blockade,Penisblockad,THL,1997-01-01,2030-12-31,100,62,162
KDK10,Virtsaputken tekosulkijan asettaminen virtsaputken ympärille,Implantation of artificial urinary sphincter around bulbar urethra,Implantation av sfinkterprotes runt uretra,THL,1900-01-01,2030-12-31,46,115,161
ND1RA,Ranteen yksittäisen luun erillisröntgen,Wrist single bone X-ray examination,Röntgen av enskild ben i handled,THL,2004-01-01,2030-12-31,27,134,161
NDL99,Muu käden lihas- tai jänneleikkaus,Other operation on muscle or tendon of wrist or hand,Annan operation på handens muskler/senor,THL,1900-01-01,2030-12-31,145,16,161
QDG99,Muu alaraajan kroonisen haavan tai avanteen leikkaus,Other operation for chronic ulcer or fistula of skin of lower limb,"Annan operation för kroniskt sår eller fistel, nedre extremiteten",THL,1900-01-01,2030-12-31,75,86,161
DKW10,Nenän etutamponaatio,Packing of anterior cavity of nose,Främre nästamponad,THL,1900-01-01,2030-12-31,131,29,160
FGC10,Trikuspidaaliläppärenkaan muovaus renkaalla,Annuloplasty of tricuspid valve using prosthetic ring,Anuloplastik med ring,THL,1900-01-01,2030-12-31,84,76,160
AA1ED,Pään ja kaulan trauma-tietokonetomografiatutkimus,Trauma CT of head and neck,"Skalle och hals, DT för trauma",Translator,2010-01-01,2030-12-31,157,2,159
JCA42,Muu ruokatorven vuodon tyrehdyttäminen tähystyksessä,Other endoscopic procedure for hemostasis,Annan endoskopisk hemostatisk behandling i esofagus,THL,1900-01-01,2030-12-31,63,96,159
LCF01,Kohdunvieruskudoksen muutoksen poisto vatsaontelon tähystyksessä,Laparoscopic excision of lesion of parametrium,Laparoskopisk exstirpation av intraligamentär tumör (i parametrium),THL,1900-01-01,2030-12-31,120,39,159
MBC20,Ulkosynnyttimien ompelu synnytyksen jälkeen,Repair of obstetric laceration of vulva,Sutur av vulva vid förlossningsskada,THL,1900-01-01,2030-12-31,121,38,159
WX300,Epiduraalipuudutus kaularangan tasolla,Cervicalepidural anesthesy,Cervical epiduralanestesi,THL,1997-01-01,2030-12-31,22,137,159
AWB00,Auenneen tai tulehtuneen hermoston leikkaushaavan tarkistaminen,Reoperation for superficial infection in surgery of the nervous system,Revision av dehiscens eller infektion i operationssår (neuro-operation),THL,1900-01-01,2030-12-31,66,92,158
PBM10,"Valtimo-laskimoavanteen sulku, a. radialis",Closure of arteriovenous fistula of radial artery,"Förslutning av A-V fistel, utgående från a. radialis",THL,1900-01-01,2030-12-31,82,76,158
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,Drainage of subdural fluid,Dränering av subdural vätska till pleura eller abdomen,THL,1997-01-01,2030-12-31,32,125,157
BB1AN,Lisäkilpirauhasen gammakuvaus 1 isotoopilla,"Parathyroid gland isotope imaging, 1 isotope","Bisköldkörtel, gammaskintigrafi med 1 isotop",THL,2009-01-01,2030-12-31,14,143,157
CBK11,Avoluomen korjaamisleikkaus,Operation for lagophtalmus with implant,Korrigering av lagoftalmi,THL,1900-01-01,2030-12-31,72,85,157
TFN99,Muu sepelvaltimon toimenpide katerin kautta,Catheterisation of heart with other coronary procedure,Katetrisering av hjärtat med anna koronaråtgärd,THL,1997-01-01,2015-12-31,143,14,157
TJD10,Muun letkun laitto mahalaukkuun tai pohjukaissuoleen,Insertion of other tube into stomach or duodenum,Införande av annan sond i ventrikel eller duodenum,THL,1900-01-01,2030-12-31,77,80,157
JFH30,"Paksusuolen poisto, peräsuolen limakalvon poisto ja liitos peräaukkoon","Total colectomy, mucosal proctectomy and ileoanal anastomosis without ileostomy","Kolektomi, rektal mukosektomi och ileoanal anastomos utan ileostomi",THL,1900-01-01,2030-12-31,154,3,157
JKD20,Sappiteiden liitos ohutsuoleen,Anastomosis of bile duct to jejunum,Cholangiojejunostomi,THL,1900-01-01,2030-12-31,39,118,157
SFA00,Pieni hammastäyte,Small filling,Liten tandfyllning,THL,2000-01-01,2030-12-31,150,7,157
SJA04,Erittäin vaativa oikomishoidon työsuunnittelu,Very demanding plan for orthodontic care,Mycket krävande planering av ortodontisk apparatur,THL,2000-01-01,2010-12-31,144,13,157
ZFX00,Pallolaajennuskatetrin käyttö,Use of balloon dilatation,Balloonkateter,THL,1999-01-01,2030-12-31,57,100,157
UEL02,Sylkirauhasen tähystys,Sialoscopy,Sialoskopi,THL,2008-01-01,2030-12-31,120,36,156
KH1DD,Virtsaelinten TT-urografia,CT urography of urinary organs,"Urinorganen, DT-urografi",Translator,2017-01-01,2030-12-31,22,134,156
LCA00,Koepalan otto kohdun seinämästä tai vieruskudoksesta,Biopsy of uterus or uterine ligaments,Öppen biopsi av uterus eller parametrium,THL,1900-01-01,2030-12-31,148,8,156
NDE40,Ranteen nivelsiteen tai nivelkapselin korjaus siirteen avulla,Plastic repair of ligament or capsule of wrist with transplant,Reparation av ledband/ledkapsel i handleden medelst transplantat,THL,1900-01-01,2030-12-31,153,3,156
TNX05,Tuki- ja liikuntaelinten pehmytkudosaukaisu,"Simple incision of soft tissue, unspecified region",Incision av mjuka delar i ortopedin,THL,1997-01-01,2030-12-31,111,45,156
XX9CD,Täydentävä erittäin laaja tietokonetomografiatutkimus,Very extensive complementary CT,Kompleterande mycket omfattande DT,THL,2003-01-01,2030-12-31,153,3,156
ZJX00,"Ruoansulatuskanavan tähystys, kaksoispallotekniikka",Double balloon technique in gastroenterological endoscopy,Dubbelballongteknik vid gastroenterologisk endoskopi,THL,2007-01-01,2030-12-31,123,33,156
EBA30,Hampaan juuren poisto,Excision of root of tooth,Rotextraktion,THL,1900-01-01,2030-12-31,110,45,155
FN1CA,Sepelvaltimoiden valokerroskuvaus,Optical coherence tomography of coronary arteries,Optisk koherenstomografi av kranskärl,Translator,2016-01-01,2030-12-31,118,37,155
FNA02,"Sepelvaltimoiden ja rintakehän sisävaltimon (ITA) liittäminen, kaksi distaalista anastomoosia","Anastomosis to coronary artery from internal mammary artery, two distal anastamoses","Anast. mellan a. mammaria int. och koronarartärer, två distala anastomoser",THL,1900-01-01,2030-12-31,149,6,155
ICC01,"Psykiatrinen hoitosuunnitelma, siirto psykiatriselle poliklinikalle","Psychiatric treatment plan, transfer to psychiatric outpatient clinic","Psykiatrisk vårdplan, överflyttning till poliklinisk behandling",Translator,2018-01-01,2030-12-31,153,2,155
JF1AD,Ohutsuolen tietokonetomografiatutkimus,Small bowel CT,"Tunntarm, DT",THL,2003-01-01,2030-12-31,99,56,155
LCD30,Laajennettu kohdunpoisto,Radical hysterectomy,Radikal hysterektomi,THL,1900-01-01,2030-12-31,96,59,155
NDJ60,Ranteen tai käden luun murtuman ruuvaus,Internal fixation of fracture of wrist or hand with screw,Skruvfixation av fraktur i handled eller hand,THL,1900-01-01,2030-12-31,139,16,155
WX210,Lonkkahermon puudutus,Plexus blockade of nervus ichiadicus,Ishiadikusblockad,THL,1997-01-01,2030-12-31,64,91,155
EEC35,Poskiluu-murtuman avoin paikalleen asettaminen ja kiinnittäminen,Reduction and osteosynthesis of zygomaticomaxillary fracture,Öppenreposition och osteosyntes av kindbenfraktur,THL,1900-01-01,2030-12-31,128,26,154
FMD22,"Aorttaläppäsiirteen asettaminen suonensisäisesti, homografti",Percutaneous transluminal replacement of aortic valve using biological prosthesis,"Perkutan transluminal Implantation av aortaklaff, homograft",THL,2009-01-01,2015-12-31,59,95,154
TGB20,Trakeakanyylin vaihto,Tracheostomy tube replacement,Trakeakanyl utbyte,Translator,2010-01-01,2030-12-31,101,53,154
NDR30,"Käden tai ranteen kasvaimen poisto, ekstensiivinen tai radikaalinen",Complete excision of soft tissue tumour of wrist or hand,Extensiv eller radikal exstirpation av tumör i handled eller hand,THL,1900-01-01,2030-12-31,110,44,154
QAJ30,Avoin kasvojenkohotus,Other facelift,Annan ansiktslyftning,THL,1900-01-01,2030-12-31,153,1,154
WVA20,Lääkkeenanto,Medicine administration,Administrering av läkemedel,Translator,2018-01-01,2030-12-31,6,148,154
FPE10,"Tahdistimen asennus, eteisjohdin, AAI(R)",Implantation of transvenous cardiac pacemaker with atrial electrode,"Inläggande av permanent pacemaker, transvenös förmakselektrod",THL,1900-01-01,2030-12-31,120,33,153
FPJ02,"Tahdistingeneraattorin vaihto, VVI(R)",Revision of ventricular pacemaker generator,Byte av kammargenerator,THL,2011-01-01,2030-12-31,63,90,153
FM1DM,Sydämen erittäin laaja 3 Teslan MT,Heart very extensive MRI examination with 3 Tesla magnet,"Hjärta, mycket omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31,59,93,152
JAA10,Vatsanpeitteiden paikallisen muutoksen poisto,Excision of lesion of abdominal wall,Exstirpation av förändring i bukväggen,THL,1900-01-01,2030-12-31,67,85,152
ND3CM,"Sormien laaja magneettitutkimus (yli 1,5T)",Extensive MRI of fingers (more than 1.5 T),"Fingrar, omfatattande MR (under 1,5T)",Translator,2011-01-01,2016-12-31,16,136,152
NG1BM,Polven ja/tai säären 3 Teslan MT,Knee and lower leg MRI examination with 3 Tesla magnet,"Knä och/eller underben, MR (över 1,5T)",THL,2009-01-01,2016-12-31,94,58,152
QAE30,Pään tai kaulan leikkausarven poisto ja korjaus,Excision and repair of surgical scar in head or neck,Excision/revision av operationsärr i huvud-halsregionen,THL,1900-01-01,2030-12-31,96,56,152
SPD05,Vaativa limakalvokantoinen kokoproteesi,Demanding fitting of total teeth prosthesis,Krävande helprotes,THL,2000-01-01,2018-12-31,86,66,152
NCK30,Kyynärvarren luun katkaisu ja kääntö,"Angulation, rotation or displacement osteotomy of elbow or forearm, other location",Osteotomi på underarmen,THL,1900-01-01,2030-12-31,134,17,151
PC5CG,Munuaisverisuonten laaja magneettitutkimus,Extensive MRI examination of kidney vasculature with high intensity magnet,"Njurarnas blodkärl, omfattande MR",THL,1999-01-01,2030-12-31,121,30,151
FM2CN,Sydänlihasperfuusion gammakuvaus rasituksessa,Heart perfusion isotope imaging with exercise,Hjärtmuskelperfusion isotopundersökning med belastning,THL,2009-01-01,2030-12-31,23,127,150
JWW96,Muu ruuansulatuselinleikkauksen uusintaleikkaus,Other reoperation in gastroenterological surgery,Annan reoperation på gastrointestinalkanalen och därtill hörande organ,THL,2004-01-01,2030-12-31,86,64,150
KE1CG,Eturauhasen laaja magneettitutkimus,Extensive MRI of prostate,"Prostata, omfattande MR",Translator,2016-01-01,2030-12-31,119,31,150
PH2AC,"Alaraajan laskimon varjoainetutkimus (flebografia, venografia)",Flebography of lower extremity with X-ray,Flebografi av nedre extremitet,THL,1999-01-01,2030-12-31,49,101,150
SGA05,"Hampaan juurikanavien avaus ja laajennus, erittäin vaativa ja pitkäkestoinen",Very demanding and lengthy opening and dilatation of root canal of tooth,"Öppnande oct utvidgande av tandens rotkanaler, mycket krävande och långvarig",THL,2002-01-01,2030-12-31,138,12,150
FNE21,Sepelvaltimoiden ja a. radialis -valtimosiirteen sekventiaalinen liittäminen,Coronary bypass using free arterial graft of radial artery sequential,Sekventiella koronaranastomoser till a. radialis-transplantat,THL,1900-01-01,2030-12-31,129,20,149
FPG40,"Defibrillaattorin vaihto, johtimet asennettu laskimoteitse",Replacement of pulse generator in transvenous cardioverter-defibrillator,"Byte av transvenous cardioverter-defibrillator med generator, atrial- och ventrikularelektroder",THL,2001-01-01,2030-12-31,124,25,149
JJ9AE,Maksasiirrännäisen ultraäänitutkimus,Ultrasound examination of liver transplant,"Levertransplantat, UL",Translator,2015-01-01,2030-12-31,147,2,149
JJ3AT,Maksan solunäytteen otto UÄ-ohjauksessa,Cytology of liver with ultrasound guidance,"Lever, UL-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31,109,40,149
KF8KT,Kivespussin skleroterapia radiologisessa ohjauksessa,Sclerotherapy of scrotum,Skrotum skleroterapi,THL,1999-01-01,2030-12-31,126,23,149
ND1DG,Ranteen ja/tai käden erittäin laaja magneettitutkimus,Wrist and hand very extensive MRI examination with high intensity magnet,"Handled och/eller hand, mycket omfattande MR",THL,1999-01-01,2030-12-31,108,41,149
NDL34,Kämmenen tai ranteen jänte(id)en ompelu,"Suture or reinsertion of tendon of wrist or hand, other tendon",Tendorafi på handled eller i handflata,THL,1900-01-01,2030-12-31,138,11,149
TNH10,"Nivelpisto, nilkkanivel tai jalkaterän nivel","Joint puncture, ankle joint or foot joint","Artrocentes, vrist eller fotled",Translator,2004-01-01,2030-12-31,143,6,149
PEF25,"Valtimon tukoksen ja sisäkalvon poistaminen, a. femoralis superficialis",Thrombendarterectomy of superficial femoral artery,Trombendarterektomi ur a. femoralis superficialis,THL,1900-01-01,2030-12-31,138,11,149
SPC40,Hammasillan 1. tai 2. välihammas,Preparation of first or second intermediate attachment tooth for bridge,"Tandbro, 1. eller 2. pontic (mellanled)",THL,2000-01-01,2018-12-31,85,64,149
EFB50,Hampaanoikomistoimenpide leuan kehityshäiriön leikkauksen yhteydessä,Orthodontic procedure connected with ortognathic surgery,Ortodontisk åtgärd i samband med ortognatisk kirurgi,THL,1900-01-01,2030-12-31,147,1,148
NA2DG,Rintarangan erittäin laaja magneettitutkimus,Thoracal spine very extensive MRI examination with high intensity magnet,"Bröstrygg, mycket omfattande MR",THL,1999-01-01,2030-12-31,80,68,148
NBE30,Olkanivelsiteen kiinnityksen siirto,"Transposition of ligament of shoulder, open",Transposition av ligament i axel,THL,1900-01-01,2030-12-31,144,4,148
NDG71,Peukalon MP-nivelen luudutusleikkaus,Arthrodes of first MP joint,Artrodes av tummes MP-led,THL,2004-01-01,2030-12-31,116,32,148
NHF15,Nilkan nivelkalvon poisto tähystyksessä,"Synovectomy of ankle, arthroscopic",Artroskopisk synovektomi i fotleden,THL,1900-01-01,2030-12-31,142,6,148
PA2CG,Pään verisuonten laaja magneettitutkimus,Extensive MRI examination of vessels in the head with high intensity magnet,"Huvudets blodkärl, omfattande MR",THL,1999-01-01,2030-12-31,136,12,148
PD4ST,Lantion ja alaraajavaltimoiden liuotushoito,Endovascular thrombolysis of pelvic and lower extremity arteries,"Bäcken- och benartärer, trombolys",THL,1999-01-01,2030-12-31,46,102,148
DPW99,Muu otsa- tai kitaontelon leikkaus,Other operation on frontal or sphenoidal sinus,Annan operation på frontal- och sphenoidalsinus,THL,1900-01-01,2030-12-31,141,6,147
NJ3DG,Raajojen erittäin laaja magneettitutkimus,Very extensive MRI examination of extremities with high intensity magnet,"Extremiteter, mycket omfattande MR",THL,1999-01-01,2030-12-31,68,79,147
PC2ET,Maksan paikallisen muutoksen laaja embolisaatio,Extensive embolisation of lesion of liver,"Lever, omfattande embolisering av lokal förändring",THL,1999-01-01,2030-12-31,31,116,147
ZPB96,Verisuonisiirre muusta materiaalista,Other material in vessel transplant,Kärlprotes av annat material,THL,1900-01-01,2030-12-31,17,130,147
ZX022,Kudoksen sisäinen LDR sädehoito,LDR radiotherapy within tissue,LDR strålbehandling inom vävnaden,THL,1997-01-01,2030-12-31,66,81,147
FCA70,"Aortan tyven korjaaminen, sepelvaltimoistutus ja bioläppä (Bentall-deBono)",Resection of aortic root and ascending aorta with reimplantation of coronary arteries and use of biological valve prosthesis and tube graft,Resektion av aortaroten och aorta ascendens med reimplantation av koronarartärer och användande av biologisk klaff och kärlprotes,THL,1900-01-01,2030-12-31,105,41,146
GAA97,Muu keuhkopussin kanavointi rintaontelon tähystyksessä,Other thoracoscopic drainage procedures on pleura,Annat torakoskopiskt dränageingrepp i pleurahålan,THL,1900-01-01,2030-12-31,17,129,146
JMA11,Pernan poisto vatsaontelon tähystyksessä,Laparoscopic total splenectomy,Laparoskopisk splenektomi,THL,1900-01-01,2030-12-31,48,98,146
LAD00,Munasarjan osan poisto,Partial excision of ovary,Delresektion av ovarium,THL,1900-01-01,2030-12-31,112,34,146
PC1BC,Vatsa-aortan ja aortan haarojen laaja varjoainetutkimus,Extensive angiography of aorta and abdominal arteries,"Aorta och bukartärer, omfattande angiografi",THL,1999-01-01,2030-12-31,106,40,146
AAA10,Koepalan otto poranreiän kautta aivoista,Biopsy through craniotomy,Biopsi via borrhål,THL,1900-01-01,2030-12-31,42,103,145
BAA25,Kilpirauhasen molempien lohkojen poisto osittain,Bilateral partial excision of thyroid gland,Bilateral subtotal resektion av sköldkörteln,THL,1900-01-01,2017-12-31,143,2,145
JKB00,Sappiteiden avaus,Incision of bile duct,Cholangiotomi,THL,1900-01-01,2030-12-31,97,48,145
NDB78,Useamman sorminivelen tekonivelleikkaus,Prosthetic replacement of several of finger or metacarpal,Applikation av ledproteser i flera IP-leder,THL,1900-01-01,2030-12-31,132,13,145
XW5WT,Muu verinäytteen otto radiologisessa ohjauksessa,Other blood specimen with radiologicl guidance,Annat radiologiskt styrt blodprov,THL,1999-01-01,2030-12-31,141,4,145
JFH00,Paksusuolen poisto kokonaan ja ileumin liitos peräsuoleen,Total colectomy and ileorectal anastomosis,Total kolektomi med ileorektal anastomos,THL,1900-01-01,2030-12-31,122,22,144
NA4AA,Ristiluun röntgen,Sacrum X-ray examination,"Korsben, röntgen",THL,1999-01-01,2030-12-31,27,117,144
WB321,Primaarikasvaimen leikkausta tai sädehoitoa edeltävä vaativa hoito biovasteenmuuntajilla,Multiple adjuvant therapy of malignancy with biomodifiers,Krävande neoadjuvant behandling av primärtumör med biomodifierande medel,THL,1997-01-01,2030-12-31,69,75,144
