ATCKOODI;MYYNTILUPANRO;PAATOSPVM;PAATTYMISPVM;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;PROSESSINIMI;TILANIMI;HALTIJANNIMI;PAKKAUSKOKO;NIMI;KAUPAN;VNRNRO;KAUPPAANTULOPVM;KAUPASTAPOISPVM
A02BX05;10128;20.12.1989;20.12.1998;DE-NOL;120 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;120;Läpipainopakkaus;0;190363;15.03.1990;
A02BX05;10128;20.12.1989;20.12.1998;DE-NOL;120 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;40;Läpipainopakkaus;0;190355;15.12.1995;
A02BX05;10128;20.12.1989;20.12.1998;DE-NOL;120 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;60;Läpipainopakkaus;0;039032;;
N01BB58;25200;10.12.2009;;DENTOCAINE;40 mg/ml / 0.01 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;INIBSA DENTAL;50 x 1.8 ml;Sylinteriampulli;1;590658;14.12.2010;
N01BB58;25199;10.12.2009;;DENTOCAINE;40 mg/ml / 0.005 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;INIBSA DENTAL;50 x 1.8 ml;Sylinteriampulli;1;069119;14.12.2010;
L01BC01;15099;11.07.2001;06.07.2018;DEPOCYTE;50 mg;injektioneste, suspensio;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;PACIRA LIMITED;5 ml;Injektiopullo;0;017130;01.03.2004;
N02AA01;13647;02.11.1998;;DEPOLAN;10 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;30;Läpipainopakkaus;1;173195;15.11.2000;
N02AA01;13648;02.11.1998;;DEPOLAN;30 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;30;Läpipainopakkaus;0;173807;15.11.2000;
N02AA01;13649;02.11.1998;;DEPOLAN;60 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;30;Läpipainopakkaus;0;173997;15.11.2000;
N02AA01;13647;02.11.1998;;DEPOLAN;10 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;100 x 1;Läpipainopakkaus;0;173229;15.11.2000;
N02AA01;13650;02.11.1998;;DEPOLAN;100 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;100 x 1;Läpipainopakkaus;0;172841;15.11.2000;
N02AA01;13650;02.11.1998;;DEPOLAN;100 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;30;Läpipainopakkaus;0;172676;15.11.2000;
N02AA01;13649;02.11.1998;;DEPOLAN;60 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;100 x 1;Läpipainopakkaus;0;174706;15.11.2000;
N02AA01;13648;02.11.1998;;DEPOLAN;30 mg;depottabletti;Tunnustaminen;Myyntilupa myönnetty;G.L. PHARMA;100 x 1;Läpipainopakkaus;0;173906;15.11.2000;
H02AB04;4491;08.02.1967;;DEPO-MEDROL;40 mg/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;PFIZER OY;1 ml;;1;189522;15.04.1967;
H02AB04;4491;08.02.1967;;DEPO-MEDROL;40 mg/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;PFIZER OY;2 ml;;1;189514;15.04.1967;
H02AB04;4491;08.02.1967;;DEPO-MEDROL;40 mg/ml;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;PFIZER OY;5 ml;;0;189506;;20.04.2001
H02BX01;9607;27.01.1988;;DEPO-MEDROL CUM LIDOCAIN;;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;PFIZER OY;2 ml;;1;136085;15.06.1988;
H02BX01;9607;27.01.1988;;DEPO-MEDROL CUM LIDOCAIN;;injektioneste, suspensio;Kansallinen;Myyntilupa myönnetty;PFIZER OY;1 ml;;1;134643;15.05.1988;
C01DA02;10411;13.02.1991;04.01.2005;DEPONIT;10 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PHARMACAL;10;;0;173989;15.11.1991;
C01DA02;10411;13.02.1991;04.01.2005;DEPONIT;10 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PHARMACAL;100;;0;174185;15.11.1991;
C01DA02;10411;13.02.1991;04.01.2005;DEPONIT;10 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PHARMACAL;30;;0;174029;15.11.1991;
C01DA02;10410;13.02.1991;04.01.2005;DEPONIT;5 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PHARMACAL;10;;0;149666;15.11.1991;
C01DA02;10410;13.02.1991;04.01.2005;DEPONIT;5 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PHARMACAL;30;;0;149674;15.11.1991;
C01DA02;10410;13.02.1991;04.01.2005;DEPONIT;5 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PHARMACAL;100;;0;149724;15.11.1991;
C01DA02;11820;06.11.1995;;DEPONIT NT;5 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa myönnetty;MACURE PHARMA;10;Pussi;0;374140;;06.06.2005
C01DA02;11821;06.11.1995;;DEPONIT NT;10 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa myönnetty;MACURE PHARMA;100;Pussi;1;374199;29.12.2000;
C01DA02;11820;06.11.1995;;DEPONIT NT;5 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa myönnetty;MACURE PHARMA;30;Pussi;1;374157;29.12.2000;
C01DA02;11822;06.11.1995;04.10.2010;DEPONIT NT;15 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHWARZ PHARMA;10;Pussi;0;374207;;06.06.2005
C01DA02;11822;06.11.1995;04.10.2010;DEPONIT NT;15 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHWARZ PHARMA;30;Pussi;0;374215;29.12.2000;
C01DA02;11821;06.11.1995;;DEPONIT NT;10 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa myönnetty;MACURE PHARMA;10;Pussi;0;374173;;06.06.2005
C01DA02;11820;06.11.1995;;DEPONIT NT;5 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa myönnetty;MACURE PHARMA;100;Pussi;1;374165;29.12.2000;
C01DA02;11821;06.11.1995;;DEPONIT NT;10 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa myönnetty;MACURE PHARMA;30;Pussi;1;374181;18.04.2001;
C01DA02;11822;06.11.1995;04.10.2010;DEPONIT NT;15 mg / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHWARZ PHARMA;100;Pussi;0;374223;;06.06.2005
G03AC06;6691;09.01.1974;31.01.2018;DEPO-PROVERA;150 mg/ml;injektioneste, suspensio;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;3.3 ml;;0;582940;15.09.1975;18.08.1998
G03AC06;6691;09.01.1974;31.01.2018;DEPO-PROVERA;150 mg/ml;injektioneste, suspensio;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;1 ml;Esitäytetty ruisku;0;537209;24.11.2003;
G03AC06;6691;09.01.1974;31.01.2018;DEPO-PROVERA;150 mg/ml;injektioneste, suspensio;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PFIZER OY;10 x 3.3 ml;Injektiopullo;0;537183;09.01.1974;05.02.2003
R01BA52;7362;15.12.1976;15.12.1996;DEPORINO;;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;30;Tölkki;0;497727;15.03.1977;13.11.1996
R01BA52;7362;15.12.1976;15.12.1996;DEPORINO;;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100;;0;497735;15.03.1977;13.11.1996
R01BA52;7362;15.12.1976;15.12.1996;DEPORINO;;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;10;Tölkki;0;497701;15.03.1977;13.11.1996
R01BA52;9046;26.06.1985;26.06.1994;DEPORINO MITE;;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100;;0;546101;;26.06.1994
R01BA52;9046;26.06.1985;26.06.1994;DEPORINO MITE;;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;30;;0;546093;;26.06.1994
N03AG01;12215;06.11.1995;;DEPRAKINE;60 mg/ml;oraaliliuos;Kansallinen;Myyntilupa myönnetty;SANOFI OY;200 ml;Pullo;1;135335;;
N03AG01;10267;25.07.1990;;DEPRAKINE;500 mg;depottabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Läpipainopakkaus;1;135269;15.12.2012;
N03AG01;12218;06.11.1995;;DEPRAKINE;300 mg;enterotabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Läpipainopakkaus;0;135145;;01.04.2008
N03AG01;12216;06.11.1995;;DEPRAKINE;200 mg/ml;tipat, liuos;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100 ml;Pullo;1;135343;;
N03AG01;10267;25.07.1990;;DEPRAKINE;500 mg;depottabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Tablettipurkki;0;426221;;31.07.1998
N03AG01;12217;06.11.1995;02.05.2017;DEPRAKINE;100 mg;enterotabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI OY;100;Tölkki;0;105080;01.12.2002;
N03AG01;19194;24.01.2005;25.01.2010;DEPRAKINE;300 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;100;Läpipainopakkaus;0;018362;03.04.2006;
N03AG01;10266;25.07.1990;;DEPRAKINE;300 mg;depottabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Tablettipurkki;0;426213;;31.07.1998
N03AG01;10266;25.07.1990;;DEPRAKINE;300 mg;depottabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Läpipainopakkaus;1;135210;15.12.2012;
N03AG01;12219;06.11.1995;;DEPRAKINE;500 mg;enterotabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Tölkki;1;105205;01.09.2002;
N03AG01;19083;18.05.2005;31.12.2012;DEPRAKINE;1000 mg/annos;depotrakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS OY;30;Annospussi;0;020646;24.04.2006;
N03AG01;12217;06.11.1995;02.05.2017;DEPRAKINE;100 mg;enterotabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI OY;100;Läpipainopakkaus;0;134874;;01.04.2008
N03AG01;19082;18.05.2005;31.12.2012;DEPRAKINE;500 mg/annos;depotrakeet;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS OY;30;Annospussi;0;020624;24.04.2006;
N03AG01;13405;08.03.1999;01.04.2020;DEPRAKINE;400 mg;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANOFI OY;4 x (400 mg + 4 ml);Injektiopullo;0;558536;01.02.2001;
N03AG01;12218;06.11.1995;;DEPRAKINE;300 mg;enterotabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Tölkki;1;105130;01.09.2002;
N03AG01;12219;06.11.1995;;DEPRAKINE;500 mg;enterotabletti;Kansallinen;Myyntilupa myönnetty;SANOFI OY;100;Läpipainopakkaus;0;135194;;01.04.2008
N03AG01;35382;13.12.2017;13.12.2022;DEPRAKINE;500 mg;depottabletti;Kansallinen;Myyntilupa myönnetty;2CARE4 APS;100;Läpipainopakkaus;1;475660;01.04.2018;
G03CA03;12659;03.11.1997;08.01.2010;DERMESTRIL;100 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;8;Pussi;0;487355;;
G03CA03;12659;03.11.1997;08.01.2010;DERMESTRIL;100 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;24;Pussi;0;503326;;
G03CA03;12659;03.11.1997;08.01.2010;DERMESTRIL;100 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;26;Pussi;0;503359;;
G03CA03;12657;03.11.1997;08.01.2010;DERMESTRIL;50 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;24;Pussi;0;503276;;
G03CA03;12657;03.11.1997;08.01.2010;DERMESTRIL;50 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;8;Pussi;0;487330;03.09.1998;
G03CA03;12657;03.11.1997;08.01.2010;DERMESTRIL;50 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;26;Pussi;0;503292;03.09.1998;
G03CA03;12656;03.11.1997;08.01.2010;DERMESTRIL;25 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;26;Pussi;0;503201;03.09.1998;
G03CA03;12656;03.11.1997;08.01.2010;DERMESTRIL;25 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;8;Pussi;0;487272;;
G03CA03;12656;03.11.1997;08.01.2010;DERMESTRIL;25 mikrog / 24 tuntia;depotlaastari;Kansallinen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;24;Pussi;0;503185;;
G03CA03;14081;27.09.1999;08.01.2010;DERMESTRIL-SEPTEM;25 mikrog/24 tuntia;depotlaastari;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;4;Pussi;0;000062;;
G03CA03;14083;27.09.1999;08.01.2010;DERMESTRIL-SEPTEM;75 mikrog/24 tuntia;depotlaastari;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;4;Pussi;0;000086;;
G03CA03;14081;27.09.1999;08.01.2010;DERMESTRIL-SEPTEM;25 mikrog/24 tuntia;depotlaastari;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;12;Pussi;0;000050;;
G03CA03;14083;27.09.1999;08.01.2010;DERMESTRIL-SEPTEM;75 mikrog/24 tuntia;depotlaastari;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;12;Pussi;0;000077;10.08.2000;
G03CA03;14082;27.09.1999;08.01.2010;DERMESTRIL-SEPTEM;50 mikrog/24 tuntia;depotlaastari;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;4;Pussi;0;000084;10.08.2000;
G03CA03;14082;27.09.1999;08.01.2010;DERMESTRIL-SEPTEM;50 mikrog/24 tuntia;depotlaastari;Tunnustaminen;Myyntilupa rauennut Sunset Clausen takia;ROTTAPHARM;12;Pussi;0;000073;10.08.2000;
D07AD01;7059;28.05.1975;;DERMOVAT;0.5 mg/g;voide;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;25 g;Putki;0;549270;15.12.1975;
D07AD01;7058;28.05.1975;;DERMOVAT;0.5 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;30 g;Putki;1;123423;31.10.2019;
D07AD01;7059;28.05.1975;;DERMOVAT;0.5 mg/g;voide;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;100 g;Putki;1;122518;15.12.1975;
D07AD01;7058;28.05.1975;;DERMOVAT;0.5 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;100 g;Putki;1;066588;15.12.1975;
D07AD01;7059;28.05.1975;;DERMOVAT;0.5 mg/g;voide;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;30 g;Putki;1;485176;15.03.2019;
D07AD01;7058;28.05.1975;;DERMOVAT;0.5 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;25 g;Putki;0;034709;15.12.1975;
D07AD01;7203;10.03.1976;;DERMOVAT SCALP;0.5 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;25 ml;Pullo;0;478693;15.09.1976;
D07AD01;7203;10.03.1976;;DERMOVAT SCALP;0.5 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;GLAXOSMITHKLINE;100 ml;Pullo;1;478719;15.12.1978;
J05AR17;34218;21.04.2016;25.04.2021;DESCOVY;200 mg / 25 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;GILEAD SCIENCES;30;Tablettipurkki;1;537111;15.05.2016;
J05AR17;34473;10.08.2016;10.08.2021;DESCOVY;200 mg / 25 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;ORIFARM;30;Tablettipurkki;1;055593;15.10.2016;
J05AR17;33363;21.04.2016;21.04.2021;DESCOVY;200 mg / 10 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;GILEAD SCIENCES;30;Tablettipurkki;1;500481;15.05.2016;
J05AR17;35187;08.05.2017;;DESCOVY;200 mg / 25 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;PARANOVA;30;Tablettipurkki;1;402705;01.01.2020;
J05AR17;34474;16.08.2016;16.08.2021;DESCOVY;200 mg / 10 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;ORIFARM;30;Tablettipurkki;1;126211;15.10.2016;
V03AC01;5098;20.12.1967;;DESFERAL;;injektio/infuusiokuiva-aine, liuosta varten ;Kansallinen;Myyntilupa myönnetty;NOVARTIS FINLAND;10 x 500 mg;Injektiopullo;1;189175;;
P03AB02;6486;20.12.1972;20.12.1999;DESINTAN;1 %;shampoo;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STAFFORD;100 ml;;0;559179;15.06.1973;08.06.1998
P03AB02;6487;20.12.1972;20.12.1999;DESINTAN;1 %;linimentti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STAFFORD;100 ml;;0;558247;15.06.1973;
P03AB02;6486;20.12.1972;20.12.1999;DESINTAN;1 %;shampoo;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STAFFORD;250 ml;;0;548271;15.04.1983;01.03.1998
P03AB02;6487;20.12.1972;20.12.1999;DESINTAN;1 %;linimentti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STAFFORD;500 ml;;0;558254;15.12.1973;01.03.1998
G03AC09;36250;11.02.2019;11.02.2024;DESIRETT;75 mikrog;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;EXELTIS;6 x 28;Läpipainopakkaus;1;512964;01.12.2019;
G03AC09;36250;11.02.2019;11.02.2024;DESIRETT;75 mikrog;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;EXELTIS;28;Läpipainopakkaus;1;457657;01.12.2019;
G03AC09;36250;11.02.2019;11.02.2024;DESIRETT;75 mikrog;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;EXELTIS;3 x 28;Läpipainopakkaus;1;414695;01.08.2019;
R06AX27;29741;19.10.2012;;DESLORATADIN MYLAN;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;MYLAN AB;10;Läpipainopakkaus;0;058676;01.03.2017;
R06AX27;29741;19.10.2012;;DESLORATADIN MYLAN;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;MYLAN AB;30;Läpipainopakkaus;1;380381;15.08.2013;
R06AX27;29741;19.10.2012;;DESLORATADIN MYLAN;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;MYLAN AB;30;Läpipainopakkaus;0;456596;01.03.2017;
R06AX27;29741;19.10.2012;;DESLORATADIN MYLAN;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;MYLAN AB;100;Läpipainopakkaus;1;176622;15.08.2013;
R06AX27;34968;09.02.2018;09.02.2023;DESLORATADIN ORION;5 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;ORION;30;Läpipainopakkaus;1;543272;15.02.2020;
R06AX27;34968;09.02.2018;09.02.2023;DESLORATADIN ORION;5 mg;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;ORION;100;Läpipainopakkaus;1;054829;15.02.2020;
R06AX27;29571;31.01.2012;;DESLORATADIN STADA;0.5 mg/ml;oraaliliuos;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;120 ml;Pullo;1;092764;01.09.2015;
R06AX27;29570;31.01.2012;;DESLORATADIN STADA;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;100;Läpipainopakkaus;1;399400;15.11.2015;
R06AX27;29570;31.01.2012;;DESLORATADIN STADA;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;30;Läpipainopakkaus;1;391871;15.11.2015;
R06AX27;30000;23.11.2012;31.05.2016;DESLORATADINE ACTAVIS;5 mg;tabletti, suussa hajoava;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;30;Repäisypakkaus;0;487989;01.05.2013;
R06AX27;29678;13.01.2012;;DESLORATADINE ACTAVIS;5 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;ACTAVIS;100;Läpipainopakkaus;1;107799;15.03.2012;
R06AX27;29999;23.11.2012;31.05.2016;DESLORATADINE ACTAVIS;2.5 mg;tabletti, suussa hajoava;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;30;Repäisypakkaus;0;156415;;
R06AX27;30005;19.10.2012;01.08.2019;DESLORATADINE ACTAVIS;0.5 mg/ml;oraaliliuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;120 ml;Pullo;0;395800;15.04.2013;
R06AX27;29678;13.01.2012;;DESLORATADINE ACTAVIS;5 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;ACTAVIS;30;Läpipainopakkaus;1;125608;15.03.2012;
R06AX27;29648;13.01.2012;08.08.2021;DESLORATADINE RATIOPHARM;5 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;RATIOPHARM GMBH;100;Läpipainopakkaus;0;101034;01.05.2012;
R06AX27;29648;13.01.2012;08.08.2021;DESLORATADINE RATIOPHARM;5 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;RATIOPHARM GMBH;30;Läpipainopakkaus;0;532504;01.05.2012;
R06AX27;29573;26.04.2012;;DESLORATADINE SANDOZ;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANDOZ A/S;100;Läpipainopakkaus;1;083993;04.02.2013;
R06AX27;29573;26.04.2012;;DESLORATADINE SANDOZ;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANDOZ A/S;30;Läpipainopakkaus;1;472322;15.01.2013;
R06AX27;29573;26.04.2012;;DESLORATADINE SANDOZ;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANDOZ A/S;30;Läpipainopakkaus;1;599966;01.04.2013;
R06AX27;29573;26.04.2012;;DESLORATADINE SANDOZ;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANDOZ A/S;10;Läpipainopakkaus;1;548203;15.01.2013;
R06AX27;29642;24.11.2011;;DESLORATADINE TEVA;5 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;TEVA B.V.;100;Läpipainopakkaus;1;421938;15.03.2013;
R06AX27;29642;24.11.2011;;DESLORATADINE TEVA;5 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa myönnetty;TEVA B.V.;30;Läpipainopakkaus;1;154014;15.03.2013;
R06AX27;36006;11.04.2019;11.04.2024;DESLOX;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANOSWISS;30;Läpipainopakkaus;0;427636;;
R06AX27;36006;11.04.2019;11.04.2024;DESLOX;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANOSWISS;100;Läpipainopakkaus;0;050347;;
H01BA02;13703;29.03.1999;01.10.2007;DESMOPRESSIN ACTAVIS;10 mikrog/annos;nenäsumute, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;3 x 5 ml;Painepakkaus;0;548008;15.10.1999;01.11.1999
H01BA02;13703;29.03.1999;01.10.2007;DESMOPRESSIN ACTAVIS;10 mikrog/annos;nenäsumute, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 ml;Painepakkaus;0;547984;15.10.1999;04.11.2002
G03AC09;36406;21.11.2018;21.11.2023;DESOGESTREL RATIOPHARM;75 mikrog;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;ORIFARM;3 x 28;Läpipainopakkaus;1;575011;15.02.2019;
G03AC09;27942;31.01.2011;;DESOGESTREL RATIOPHARM;75 mikrog;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;RATIOPHARM GMBH;3 x 28;Läpipainopakkaus;1;081708;15.12.2013;
G03AC09;28822;08.09.2011;;DESOGESTREL SANDOZ;75 mikrog;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANDOZ A/S;6 x 28;Läpipainopakkaus;1;178892;01.05.2012;
G03AC09;28822;08.09.2011;;DESOGESTREL SANDOZ;75 mikrog;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;SANDOZ A/S;3 x 28;Läpipainopakkaus;1;595947;15.04.2012;
G03AC09;30096;13.11.2012;;DESOGESTREL STADA;75 mikrog;tabletti;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;3 x 28;Läpipainopakkaus;1;195177;01.10.2013;
A11CC05;12374;13.01.1997;17.11.1998;DETRIXIN;400 IU;kapseli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;100;Tablettipurkki;0;389130;;
A11CC05;12505;11.08.1997;17.11.1998;DETRIXIN;800 IU;kapseli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;100;Tablettipurkki;0;107920;;
G04BD07;13101;12.01.1998;;DETRUSITOL;1 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;PFIZER OY;56;Läpipainopakkaus;0;497644;02.03.1998;01.04.2005
G04BD07;13101;12.01.1998;;DETRUSITOL;1 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;PFIZER OY;60;Tablettipurkki;1;048827;02.03.1998;
G04BD07;13102;12.01.1998;;DETRUSITOL;2 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;PFIZER OY;56;Läpipainopakkaus;0;023622;02.03.1998;01.11.2004
