Code,n_codes,freq_finngen_per,Finnish,English
21501,54,0.01243%,"Muu lihaskudoksen tai sidekalvon hyvänlaatuinen kasvain, Capitis (facie inclusa) et colli","Other benign neoplasm of muscular and connective tissue, Capitis (facie inclusa) et colli"
21608,54,0.01243%,"Ihon hyvänlaatuinen kasvain, Extremitatis inferioris","Benign neoplasm of skin, Extremitatis inferioris"
25300,54,0.01243%,"Aivolisäkkeen taudit, Aeromegalia","Diseases of pituitary gland, Aeromegalia"
27901,54,0.01243%,"Muut tai tarkemmin määrittelemättömät aineenvaihduntahäiriöt, Hyperlipaemia, hyperglyceridaemia non familiaris NUD","Other and unspecified metabolic diseases, Hyperlipaemia, hyperglyceridaemia non familiaris NUD"
34799,54,0.01243%,"Muut aivosairaudet, NUD","Other disease of brain, Other and unspecified"
37001,54,0.01243%,"Valontaittoviat, Hypermetropia. Hyperopia","Refractive errors, Hypermetropia. Hyperopia"
50210,54,0.01243%,NA,"Chronic pharyngitis and nasopharyngitis, Chronic nasopharyngitis"
81400,54,0.01243%,"Ranneluun murtuma, Ei-Komplis. (tai tark. Määrittelemätön)","Fracture of carpal bone(s), Closed"
93002,54,0.01243%,"Vieras esine silmässä ja silmän sivuelimissä, Alterius loci sive NUD","Foreign body in eye and adnexa, Alterius loci sive NUD"
96510,54,0.01243%,"Analgeetit ja antipyyreetit, Salisyylihapon johdokset","Adverse effect of analgesics and antipyretics, Salicylates and congeners"
Y1099,54,0.01243%,"Yleistutkimus. Vakuutuksia, koulua varten; yleinen terveystarkastus",General physical examination
23810,53,0.01220%,"Silmän, aivojen ja muiden hermoston osien tarkemmin määrittelemätön kasvain, Cerebri","Neoplasm of unspecified nature of eye, brain and other parts of nervous system, Brain"
51109,53,0.01220%,"Keuhkopussintulehdus, Sicca NUD","Pleurisy, Sicca NUD"
65800,53,0.01220%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
69109,53,0.01220%,"Lapsuusajan ihottumat ja vastaavanlaiset tilat, NUD","Infantile eczema and related conditions, Unspecified"
78260,53,0.01220%,"Verenkiertoelinten ja imusuoniston oireet, Oedema et hydropsia","Symptoms referable to cardiovascular and lymphatic system, Oedema and dropsy"
13603,52,0.01197%,"Muut tartunta- ja loistaudit, Morbus Reiter, syndroma urethro-oculo-articularis","Other and unspecified infective and parasitic diseases, Morbus Reiter, syndroma urethro-oculo-articularis"
17409,52,0.01197%,"Nisän pahanlaatuinen kasvain, NUD","Malignant neoplasm of breast, Unspecified"
22110,52,0.01197%,"Naisen muiden sukuelinten hyvänlaatuinen kasvain, Vaginae","Benign neoplasm of other female genital organs, Vagina"
22400,52,0.01197%,"Hyvänlaatuinen silmäkasvain, Conjunctivae","Benign neoplasm of eye, Conjunctivae"
25007,52,0.01197%,"Sokeritauti, Coma diabeticum","Diabetes mellitus, Coma diabeticum"
25101,52,0.01197%,"Muu haiman umpieristyshäitiö kuin sokeritauti, Hypoglychaemia spontanea","Disorders of pancreatic internal secretion other than diabetes mellitus, Hypoglychaemia spontanea"
50509,52,0.01197%,"Nenäpolyyppi, NUD","Nasal polyp, Unspecified"
72900,52,0.01197%,"Muut nivelsairaudet, Contractura articuli","Other diseases of joint, Contractura articuli"
94720,52,0.01197%,"Palovamma vartalolla sisältäen lisäksi palovamman raajoissa, Komplikaatiosta ei ole tietoa, Gradus II","Burn involving trunk with limb(s), Second degree, without mention of complication"
E9229,52,0.01197%,"Ampuma-aseen luodin aiheuttama tapaturma, Muu tai tarkemmin määrittelemätön","Accident caused by firearm missiles, Other and unspecified"
22500,51,0.01174%,"Aivojen ja hermoston muiden osien hyvänlaatuinen kasvain, Cerebri","Benign neoplasm of brain and other parts of nervous system, Brain"
37601,51,0.01174%,"Verkkokalvon irtautuma, Secundaria","Detachment of retina, Secundaria"
37800,51,0.01174%,"Muut silmätaudit, Chalazion","Other diseases of eye, Chalazion"
56498,51,0.01174%,"Suoliston toiminuallinen häiriö, Alia definita","Functional disorders of intestines, Alia definita"
63399,51,0.01174%,"Raskaudenaikainen vähäverisyys, NUD",Other and unspecified anaemia of pregnancy
64093,51,0.01174%,"Lääketieteellisestä syystä suoritettu raskauden keinokeskeytys, Muu lääketieteellinen syy",NA
65009,51,0.01174%,"Synnytys, ei tietoa komplikaatiosta, Ei tietoa","Delivery without mention of complication, UNS"
66106,51,0.01174%,Perä- tai jalkatarjonta,Complete or incomplete breech presentation
68210,51,0.01174%,"Muut sidekudos tulehdukset ja märkäpesäkkeet, Trunci","Other cellulitis and abscess, Of trunk"
71109,51,0.01174%,"Äkillinen ei-märkäinen niveltulehdus, NUD","Acute nonpyogenic arthritis, Unspecified"
75310,51,0.01174%,"Virtsaelinten synnynnäiset epämuodostumat, Ren polycysticus bilateralis","Congenital anomalies of urinary system, Ren polycysticus bilateralis"
93400,51,0.01174%,Vieras esine keuhkoputkissa ja keuhkoissa,Foreign body in bronchus and lung
94320,51,0.01174%,"Palovamma yläraajassa, mutta ei ranteessa tai kämmenessä, Komplikaatiosta ei ole tietoa, Gradus II","Burn confined to upper limb, except wrist and hand, Second degree, without mention of complication"
E9669,51,0.01174%,Leikkaavalla tai pistävällä aseella (välineellä) tehty murha jne,Assault by cutting and piercing instruments
07910,50,0.01151%,"Muut virustaudit, Verruca contagiosa","Other viral diseases, Viral warts"
21607,50,0.01151%,"Ihon hyvänlaatuinen kasvain, Extremitatis superioris","Benign neoplasm of skin, Extremitatis superioris"
22101,50,0.01151%,"Naisen muiden sukuelinten hyvänlaatuinen kasvain, Tubae uterinae et ligamenti lati","Benign neoplasm of other female genital organs, Fallopian tube and broad ligament"
34309,50,0.01151%,"Lapsuusiän spastinen aivohalvaus, NUD","Cerebral spastic infantile paralysis, Unspecified"
37401,50,0.01151%,"Harmaa kaihi, Praesenilis","Cataract, Praesenilis"
41307,50,0.01151%,"Sydänkouristukset, Suspecta, cum hypertonia","Angina pectoris, Suspecta, cum hypertonia"
72211,50,0.01151%,"Luuruston kasvuhäiriö, Coxae planae","Osteochondrosis, Coxae planae"
72903,50,0.01151%,"Muut nivelsairaudet, Hydrarthrosis","Other diseases of joint, Hydrarthrosis"
78609,50,0.01151%,"Virtsa- ja sukuelinten oireet, Kipu virtsaelimissä, muu tai tarkemmin määrittelemätön","Symptoms referable to genito-urinary system, Algos systematis urinarii aliud sive NUD"
E8949,50,0.01151%,"Erittäin tulenarkojen aineiden syttyminen ja leimahtaminen. Sisältää bensiinin, paloöljyn, tulitikut. Ei sisällä räjähdysaineita (E 923)",Accident caused by ignition of highly inflammable material
22520,49,0.01128%,"Aivojen ja hermoston muiden osien hyvänlaatuinen kasvain, Meningum cerebralium","Benign neoplasm of brain and other parts of nervous system, Cerebral meninges"
24500,49,0.01128%,"Kilpirauhastulehdus, Subacuta de Quervain","Thyroiditis, Subacuta de Quervain"
37304,49,0.01128%,"Karsastus, Strabismus paralyticus. Paresis nervorum III, IV, VI","Strabismus, paralyticus. Paresis nervorum III, IV, VI"
37929,49,0.01128%,"Sokeus, heikkonäköisyys (hankittu tai synnynnäinen), Toispuolinen, näöntarkkuus määritelty","Blindness, one eye, specifically defined"
40499,49,0.01128%,"Itsenäinen verenpainetauti, johon liittyy sekä sydän- että munuaistauti",Hypertensive heart and renal disease
59330,49,0.01128%,"Muut munuaisen ja virtsanjohtimen taudit, Stenosis (strictura) ureteris non calculosa","Other diseases of kidney and ureter, Obstruction of ureter, not elsewhere classified"
63202,49,0.01128%,"Raskaudentilaan liittyvä verenvuoto, Placenta praevia marginalis","Haemorrhage of pregnancy, Placenta praevia marginalis"
65008,49,0.01128%,"Synnytys, ei tietoa komplikaatiosta, Muu tai epätarkasti määritelty tarjonta","Delivery without mention of complication, Other or imprecisely defined presentation"
72400,49,0.01128%,"Nivelkierukka- ja muut nivelrustosairaudet, Cubiti","Internal derangement of joint, Recurrent dislocation of shoulder"
72599,49,0.01128%,"Nikamanvälilevyn luiskahdukset, NUD","Displacement of intervertebral disk, Unspecified site"
74439,49,0.01128%,"Silmän synnynnäiset epämuodostumat, Cataracta NUD","Congenital anomalies of eye, Cataracta NUD"
75619,49,0.01128%,"Luuston ja lihaksiston muut synnynnäiset epämuodostumat, Maleformationes columnae vertebralis NUD","Other congenital anomalies of musculoskeletal system, Maleformationes columnae vertebralis NUD"
75988,49,0.01128%,"Useiden elinten samanaikaiset synnynnäiset epämuodostumat, Aliae definitae","Congenital syndromes affecting multiple systems, Aliae definitae"
78220,49,0.01128%,"Verenkiertoelinten ja imusuoniston oireet, Tachycardia","Symptoms referable to cardiovascular and lymphatic system, Tachycardia"
78730,49,0.01128%,"Raajojen ja nivelten oireet, Coxalgia","Symptoms referable to limbs and joints, Coxalgia"
80710,49,0.01128%,"Kylkiluun, rintalastan ja kurkunpään murtuma, Costae, Complicata","Fracture of rib(s), sternum and larynx, Rib(s), open"
94000,49,0.01128%,"Palovamma silmässä, Komplikaatiosta ei ole tietoa, Vaikeus asteesta ei ole tietoa","Burn confined to eye, Unspecified degree, without mention of complication"
96700,49,0.01128%,"Unilääkkeet ja sedatiivit, Barbituraatit","Adverse effect of other sedatives and hypnotics, Barbiturates"
99998,49,0.01128%,"Muut lääketietellisen hoidon aiheuttamat komplikaatiot, Muut lääketieteellisen hoidon aiheuttamat komplikaatiot",NA
13609,48,0.01105%,"Muut tartunta- ja loistaudit, Morbus infectiosus sive parasitarius NUD","Other and unspecified infective and parasitic diseases, Morbus infectiosus sive parasitarius NUD"
21307,48,0.01105%,"Luun ja ruston hyvänlaatuinen kasvain, Alaraajan lyhyissä luissa","Benign neoplasm of bone and cartilage, Ossium brevium extremitatis inferioris"
25610,48,0.01105%,"Munasarjan umpierityshäiriöt, Hypogonadismus","Ovarian dysfunction, Hypofunction"
28899,48,0.01105%,Jyväsolukato (valkosolukato),Agranulocytosis
29600,48,0.01105%,"Affektiivi mielisairaus, Melancholia involutionis","Affective psychoses, Involutional melancholia"
35509,48,0.01105%,"Muu tai tarkemmin määrittelemätön hermosärky ja hermotulehdus, NUD","Other and unspecified forms of neuralgia and neuritis, Unspecified"
54208,48,0.01105%,"Muu umpilisäkkeentulehdus, Appendicitis alia",Other appendicitis
59501,48,0.01105%,"Rakkotulehdus, Recidivans","Cystitis, Recidivans"
59502,48,0.01105%,"Rakkotulehdus, Chronica","Cystitis, Chronica"
25800,47,0.01082%,"Useiden umpieritysrauhasteb samanaikaiset häiriötilat ja muut tai tarkemmin määrittelemättömät umpieritysrauhasteb taudit, Syndroma Cushing","Polyglandular dysfunction and other diseases of endocrine glands, Cushing's syndrome"
34509,47,0.01082%,"Kaatumatauti, Absentia epileptica NUD","Epilepsy, Absentia epileptica NUD"
38299,47,0.01082%,"Välikorvan- ja kartiolisäkkeentulehdus, NUD",Unspecified otitis media with mastoiditis
42791,47,0.01082%,"Oireiset sydäntaudit, Tachycardia paroxysmalis ventricularis","Symptomatic heart disease, Tachycardia paroxysmalis ventricularis"
45800,47,0.01082%,"Muut verenkiertoelinten taudit, Hypotonia","Other disease of circulatory system, Hypotension"
61308,47,0.01082%,"Krooninen munanjohtimen ja munasarjantulehdus, Alia","Chronic salpingitis and oophoritis, Alia"
63492,47,0.01082%,"Muut raskaudenajan lisätaudit, Incompatibilitas systematis AB0","Other complications of pregnancy, Incompatibilitas systematis AB0"
65003,47,0.01082%,"Synnytys, ei tietoa komplikaatiosta, Avoin otsatarjonta","Delivery without mention of complication, Brow presentation, posterior position"
69899,47,0.01082%,"Kutka ja vastaavanlaiset tilat, NUD","Pruritus and related conditions, Other pruritic conditions"
71005,47,0.01082%,"Äkillinen märkäinen niveltulehdus, Genus","Acute arthritis due to pyogenic organisms, Genus"
78520,47,0.01082%,"Ruuansulatuskanavan alempien osien oireet, Icterus, neonati excepto","Symptoms referable to abdomen and lower gastro-intestinal tract, Jaundice (not of newborn)"
80622,47,0.01082%,"Selkärangan murtuma, jonka yhteydessä selkäydin (hermojuuret) on vahingoittunut, Lumbalis, Non complicata (sive NUD)","Fracture and fracture dislocation of vertebral column with spinal cord lesion, Lumbalis, Non complicata (sive NUD)"
03998,46,0.01059%,"Muut bakteeritaudit, Alii","Other bacterial diseases, Alii"
07507,46,0.01059%,"Tarttuva mononukleoosi (rauhaskuume), Cum alia complicatione","Infectious mononucleosis, Cum alia complicatione"
22510,46,0.01059%,"Aivojen ja hermoston muiden osien hyvänlaatuinen kasvain, Nervorum cranialium","Benign neoplasm of brain and other parts of nervous system, Cranial nerves (including optic)"
36409,46,0.01059%,"Värikalvontulehdus, NUD","Iritis, Unspecified"
36804,46,0.01059%,"Kyynelrauhasten ja- tichyiden sairaudet, Dacryocystitis chronica","Inflammation of lachrymal glands and ducts, Dacryocystitis chronica"
37405,46,0.01059%,"Harmaa kaihi, Traumatica","Cataract, Traumatica"
47209,46,0.01059%,"Influenssa, johon liittyy muita oireita hengitysteissä, NUD","Influenza with other respiratory manifestations, Unspecified"
50704,46,0.01059%,"Heinänuha, Conjunctivitis allergica","Hay fever, Conjunctivitis allergica"
53091,46,0.01059%,"Ruokatorven sairaudet, Strictura","Diseases of oesophagus, Strictura"
63220,46,0.01059%,"Raskaudentilaan liittyvä verenvuoto, Haemorrhagia sinus marginalis","Haemorrhage of pregnancy, Haemorrrhage from marginal sinus"
65100,46,0.01059%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
70907,46,0.01059%,"Muut ihon sairaudet, Cicatrix NUD","Other diseases of skin, Cicatrix NUD"
72000,46,0.01059%,"Luumätä ja luukalvontulehdus, Osteomyelitis acuta","Osteomyelitis and periostitis, Acute osteomyelitis"
75650,46,0.01059%,"Luuston ja lihaksiston muut synnynnäiset epämuodostumat, Osteogenesis imperfecta","Other congenital anomalies of musculoskeletal system, Chondrodystrophy"
82110,46,0.01059%,"Murtumat muissa ja tarkemmin määrittelemättömissä reisiluun osissa, Femoris diaphysaria sive femoris NUD, Complicata","Fracture of other and unspecified parts of femur, Shaft or unspecified part, open"
84781,46,0.01059%,"Muun tai tarkemmin määrittelemätön selän osan nyrjähtäminen tai venähtäminen, Alterius partis dorsi","Sprains and strains of other and unspecified parts of back, Other"
87900,46,0.01059%,"Muut useat tai tarkemmin määrittelemättömät haavat kasvoissa, kaulassa ja vartalosa, Vulnera faciei, colli et trunci, multiplicia, alia NUD, Loci alterius definiti, Non complicata (sive NUD)","Other, multiple and unspecified open wounds of head, neck and trunk, Other specified sites of trunk without mention of complication"
88690,46,0.01059%,"Muun sormen tapaturmainen typistys (täydellinen) (osittainen), Jälkivaivat","Traumatic amputation of other finger(s) (complete) (partial), Late effect"
97098,46,0.01059%,Muut psyykkisissä häiriössä käytettävät aineet,NA
20013,45,0.01036%,"Retikulosarkooma ja imukudossyöpä, Lymphosarcoma loco alio (lymphonodis intrathoracalibus et intra-abdominalibus inclusis)","Lymphosarcoma and reticulum-cell sarcoma, Lymphosarcoma loco alio (lymphonodis intrathoracalibus et intra-abdominalibus inclusis)"
21610,45,0.01036%,"Ihon hyvänlaatuinen kasvain, Folliculorum pilorum et glandularum sebaccarum","Benign neoplasm of skin, Hair follicles and sebaceous glands"
31599,45,0.01036%,"Tarkemmin määrittelemätön vajaamielisyys, Muut tai tarkemmin määrittelemättömät tapaukset, NUD","Unspecified mental retardation, Other and unspecified"
34500,45,0.01036%,"Kaatumatauti, ""Petit mal""","Epilepsy, ""Petit mal"""
38009,45,0.01036%,"Ulkokorvantulehdus, NUD","Otitis externa, Unspecified"
62099,45,0.01036%,"Kohdunkaulan tartuntataudit, NUD","Infective diseases of cervix uteri, Other cervicitis"
64191,45,0.01036%,"Muun laillisen syyn perusteella suoritettu raskauden keinokeskeytys, Perinnöllisyysvaara (rotuopillinen syy)",NA
69009,45,0.01036%,"Taliköhnärohtuma, NUD","Seborrhoeic dermatitis, Unspecified"
70401,45,0.01036%,"Karvojen ja karvatuppien sairaudet, Alopecia alia sive NUD","Diseases of hair and hair follicles, Alopecia alia sive NUD"
71302,45,0.01036%,"Nivelrikot ja vastaavat tilat, Arthritis (arthrosis) talocruralis","Osteo-arthritis and allied conditions, Arthritis (arthrosis) talocruralis"
74509,45,0.01036%,"Korvan, kasvojen ja kaulan synnynnäiset epämuodostumat, Maleformationes auris NUD, cum surditate","Congenital anomalies of ear, face and neck, Maleformationes auris NUD, cum surditate"
81100,45,0.01036%,"Lapaluum murtuma, Ei-Komplis. (tai tark. Määrittelemätön)","Fracture of scapula, Closed"
84300,45,0.01036%,Lonkkanivelen ja reiden nyrjähtäminen,Sprains and strains of hip and thigh
98298,45,0.01036%,"Teollisuusliuottimien myrkkyvaikutus, Muut teollisuusliuottimet",NA
34533,44,0.01013%,"Kaatumatauti, Partialis (focalis) alia","Epilepsy, Partialis (focalis) alia"
42100,44,0.01013%,"Äkillinen ja puoliäkillinen sydämen sisäkalvontulehdus, Bacterica (lenta)","Acute and subacute endocarditis, Acute and subacute bacterial endocarditis"
